line	position	sign	confidence	alt	why
07205_p6_L02	130	87	M	B:84	differ
07205_p6_L02	131	81	M		agree-flagged
07205_p6_L02	132	32	M		agree-flagged
07205_p6_L02	133	8	M	B:-	gap
07205_p6_L02	134	221	M	B:-	gap
07205_p6_L02	135	30	M	B:-	gap
07205_p6_L02	136	81	M		agree-flagged
07205_p6_L02	137	131	M		agree-flagged
07205_p6_L02	138	32	M		agree-flagged
07205_p6_L02	139	9	M		agree-flagged
07205_p6_L02	140	3	M	A:-	gap
07205_p6_L02	141	38	M	B:84	differ
07205_p6_L02	142	27	M		agree-flagged
07205_p6_L02	143	134	M		agree-flagged
07205_p6_L02	144	82	M		agree-flagged
07205_p6_L02	145	31	M		agree-flagged
07205_p6_L02	146	113	M		agree-flagged
07205_p6_L02	147	84	M		agree-flagged
07205_p6_L02	148	21	M		agree-flagged
07205_p6_L02	149	23	M		agree-flagged
07205_p6_L02	150	84	M		agree-flagged
07205_p6_L02	151	27	M		agree-flagged
07205_p6_L02	152	31	M		agree-flagged
07205_p6_L02	153	18	M		agree-flagged
07205_p6_L02	154	35	M	B:37	differ
07205_p6_L02	155	10	M	B:102	differ
07205_p6_L03	1	10	M		agree-flagged
07205_p6_L03	2	17	M	B:55	differ
07205_p6_L03	3	13	M	B:101	differ
07205_p6_L03	4	7	M	B:3	differ
07205_p6_L03	5	83	M		agree-flagged
07205_p6_L03	6	27	M		agree-flagged
07205_p6_L03	7	3	M		agree-flagged
07205_p6_L03	8	14	M		agree-flagged
07205_p6_L03	9	21	M		agree-flagged
07205_p6_L03	10	108	M	B:105	differ
07205_p6_L03	11	2	M		agree-flagged
07205_p6_L03	12	28	M	B:26	differ
07205_p6_L03	13	134	M		agree-flagged
07205_p6_L03	14	126	M		agree-flagged
07205_p6_L03	15	28	M	B:26	differ
07205_p6_L03	16	84	M		agree-flagged
07205_p6_L03	17	1	M		agree-flagged
07205_p6_L03	18	29	M		agree-flagged
07205_p6_L03	19	117	M		agree-flagged
07205_p6_L03	20	84	M		agree-flagged
07205_p6_L03	21	128	M		agree-flagged
07205_p6_L03	22	131	M		agree-flagged
07205_p6_L03	23	79	M		agree-flagged
07205_p6_L03	24	103	M		agree-flagged
07205_p6_L03	25	28	M		agree-flagged
07205_p6_L03	26	29	M		agree-flagged
07205_p6_L03	27	10	M	A:-	gap
07205_p6_L03	28	39	M	A:-	gap
07205_p6_L03	29	11	M	A:-	gap
07205_p6_L03	30	89	M	A:-	gap
07205_p6_L03	31	28	M	A:-	gap
07205_p6_L03	32	w:aulcune	M		agree-flagged
07205_p6_L03	33	w:chose	M		agree-flagged
07205_p6_L03	34	w:bien	M	A:-	gap
07205_p6_L03	35	w:pour	M	B:w:veillant	differ
07205_p6_L03	36	w:recueillans	M	B:w:sieur	differ
07205_p6_L03	37	w:dior	M	B:w:de	differ
07205_p6_L03	38	w:et	M	B:w:la	differ
07205_p6_L03	39	w:faire	M	B:w:peira	differ
07205_p6_L03	40	129	M		agree-flagged
07205_p6_L03	41	17	M		agree-flagged
07205_p6_L03	42	37	M		agree-flagged
07205_p6_L03	43	82	M		agree-flagged
07205_p6_L03	44	108	M	B:105	differ
07205_p6_L03	45	12	M		agree-flagged
07205_p6_L03	46	827	M	B:227	differ
07205_p6_L03	47	28	M	B:26	differ
07205_p6_L03	48	83	M		agree-flagged
07205_p6_L03	49	19	M		agree-flagged
07205_p6_L03	50	38	M		agree-flagged
07205_p6_L03	51	81	M		agree-flagged
07205_p6_L03	52	111	M		agree-flagged
07205_p6_L03	53	18	M		agree-flagged
07205_p6_L03	54	37	M		agree-flagged
07205_p6_L03	55	81	M		agree-flagged
07205_p6_L03	56	33	M		agree-flagged
07205_p6_L03	57	82	M		agree-flagged
07205_p6_L03	58	115	M		agree-flagged
07205_p6_L03	59	12	M		agree-flagged
07205_p6_L03	60	30	M		agree-flagged
07205_p6_L03	61	9	M		agree-flagged
07205_p6_L03	62	10	M		agree-flagged
07205_p6_L03	63	37	M		agree-flagged
07205_p6_L03	64	28	M		agree-flagged
07205_p6_L03	65	82	M		agree-flagged
07205_p6_L03	66	37	M		agree-flagged
07205_p6_L03	67	28	M		agree-flagged
07205_p6_L03	68	81	M		agree-flagged
07205_p6_L03	69	28	M		agree-flagged
07205_p6_L03	70	28	M	B:26	differ
07205_p6_L03	71	1	M		agree-flagged
07205_p6_L03	72	93	M		agree-flagged
07205_p6_L03	73	88	M	B:8	differ
07205_p6_L03	74	7	M	B:87	differ
07205_p6_L03	75	2	M		agree-flagged
07205_p6_L03	76	29	M		agree-flagged
07205_p6_L03	77	81	M		agree-flagged
07205_p6_L03	78	71	M		agree-flagged
07205_p6_L03	79	8	M		agree-flagged
07205_p6_L03	80	37	M		agree-flagged
07205_p6_L03	81	23	M		agree-flagged
07205_p6_L03	82	28	M		agree-flagged
07205_p6_L03	83	131	M		agree-flagged
07205_p6_L03	84	85	M	B:8	differ
07205_p6_L03	85	37	M		agree-flagged
07205_p6_L03	86	27	M		agree-flagged
07205_p6_L03	87	28	M		agree-flagged
07205_p6_L03	88	82	M		agree-flagged
07205_p6_L03	89	21	M		agree-flagged
07205_p6_L04	1	111	M	B:-	gap
07205_p6_L04	2	69	M	B:-	gap
07205_p6_L04	3	7	M	B:-	gap
07205_p6_L04	4	1027	M		agree-flagged
07205_p6_L04	5	1200	M	B:120	differ
07205_p6_L04	6	104	M		agree-flagged
07205_p6_L04	7	2	M		agree-flagged
07205_p6_L04	8	34	M		agree-flagged
07205_p6_L04	9	81	M		agree-flagged
07205_p6_L04	10	2	M		agree-flagged
07205_p6_L04	11	82	M	B:62	differ
07205_p6_L04	12	1	M		agree-flagged
07205_p6_L04	13	31	M		agree-flagged
07205_p6_L04	14	133	M		agree-flagged
07205_p6_L04	15	w:fors	M	B:w:hors	differ
07205_p6_L04	16	w:beaucoup	M		agree-flagged
07205_p6_L04	17	w:de	M	A:-	gap
07205_p6_L04	18	w:despaines	M	B:w:craines	differ
07205_p6_L04	19	84	M		agree-flagged
07205_p6_L04	20	32	M		agree-flagged
07205_p6_L04	21	81	M		agree-flagged
07205_p6_L04	22	38	M		agree-flagged
07205_p6_L04	23	55	M	A:-	gap
07205_p6_L04	24	10	M	A:-	gap
07205_p6_L04	25	11	M	A:-	gap
07205_p6_L04	26	55	M	A:-	gap
07205_p6_L04	27	31	M		agree-flagged
07205_p6_L04	28	89	M		agree-flagged
07205_p6_L04	29	28	M		agree-flagged
07205_p6_L04	30	32	M		agree-flagged
07205_p6_L04	31	81	M		agree-flagged
07205_p6_L04	32	113	M		agree-flagged
07205_p6_L04	33	61	M	B:81	differ
07205_p6_L04	34	312	M		agree-flagged
07205_p6_L04	35	121	M		agree-flagged
07205_p6_L04	36	72	M		agree-flagged
07205_p6_L04	37	83	M		agree-flagged
07205_p6_L04	38	24	M	B:249	differ
07205_p6_L04	39	85	M	B:89	differ
07205_p6_L04	40	31	M		agree-flagged
07205_p6_L04	41	31	M	B:131	differ
07205_p6_L04	42	241	M	B:2	differ
07205_p6_L04	43	81	M		agree-flagged
07205_p6_L04	44	3	M		agree-flagged
07205_p6_L04	45	2	M		agree-flagged
07205_p6_L04	46	9	M		agree-flagged
07205_p6_L04	47	60	M		agree-flagged
07205_p6_L04	48	119	M		agree-flagged
07205_p6_L04	49	82	M		agree-flagged
07205_p6_L04	50	10	M		agree-flagged
07205_p6_L04	51	31	M	A:-	gap
07205_p6_L04	52	48	M	A:-	gap
07205_p6_L04	53	27	M		agree-flagged
07205_p6_L04	54	85	M		agree-flagged
07205_p6_L04	55	36	M	B:3	differ
07205_p6_L04	56	113	M		agree-flagged
07205_p6_L04	57	105	M		agree-flagged
07205_p6_L04	58	81	M		agree-flagged
07205_p6_L04	59	35	M	B:38	differ
07205_p6_L04	60	19	M		agree-flagged
07205_p6_L04	61	38	M		agree-flagged
07205_p6_L04	62	81	M		agree-flagged
07205_p6_L04	63	123	M		agree-flagged
07205_p6_L04	64	117	M		agree-flagged
07205_p6_L04	65	64	M	B:84	differ
07205_p6_L04	66	184	M	B:84	differ
07205_p6_L04	67	2	M		agree-flagged
07205_p6_L04	68	33	M		agree-flagged
07205_p6_L04	69	82	M		agree-flagged
07205_p6_L04	70	104	M		agree-flagged
07205_p6_L04	71	5	M	B:-	gap
07205_p6_L04	72	31	M		agree-flagged
07205_p6_L04	73	112	M		agree-flagged
07205_p6_L04	74	83	M		agree-flagged
07205_p6_L04	75	27	M		agree-flagged
07205_p6_L04	76	84	M		agree-flagged
07205_p6_L04	77	30	M		agree-flagged
07205_p6_L04	78	150	M		agree-flagged
07205_p6_L04	79	134	M		agree-flagged
07205_p6_L04	80	12	M		agree-flagged
07205_p6_L04	81	111	M		agree-flagged
07205_p6_L04	82	62	M		agree-flagged
07205_p6_L04	83	73	M		agree-flagged
07205_p6_L04	84	84	M		agree-flagged
07205_p6_L04	85	29	M		agree-flagged
07205_p6_L04	86	51	M		agree-flagged
07205_p6_L04	87	6	M	B:-	gap
07205_p6_L04	88	37	M	B:87	differ
07205_p6_L04	89	28	M		agree-flagged
07205_p6_L04	90	75	M	B:79	differ
07205_p6_L04	91	103	M		agree-flagged
07205_p6_L04	92	37	M		agree-flagged
07205_p6_L04	93	28	M	B:26	differ
07205_p6_L04	94	84	M		agree-flagged
07205_p6_L04	95	2	M		agree-flagged
07205_p6_L04	96	32	M		agree-flagged
07205_p6_L05	1	21	M	B:-	gap
07205_p6_L05	2	11	M		agree-flagged
07205_p6_L05	3	8	M	A:-	gap
07205_p6_L05	4	51	M	A:-	gap
07205_p6_L05	5	8	M	A:-	gap
07205_p6_L05	6	81	M		agree-flagged
07205_p6_L05	7	2	M		agree-flagged
07205_p6_L05	8	31	M		agree-flagged
07205_p6_L05	9	9	M		agree-flagged
07205_p6_L05	10	85	M		agree-flagged
07205_p6_L05	11	140	M		agree-flagged
07205_p6_L05	12	w:corrigies	M	B:w:fesgerien	differ
07205_p6_L05	13	w:deffens	M	B:w:sefres	differ
07205_p6_L05	14	w:laveurs	M	B:w:laheur	differ
07205_p6_L05	15	w:pardessus	M		agree-flagged
07205_p6_L05	16	w:le	M		agree-flagged
07205_p6_L05	17	132	M		agree-flagged
07205_p6_L05	18	143	M		agree-flagged
07205_p6_L05	19	72	M		agree-flagged
07205_p6_L05	20	51	M	A:-	gap
07205_p6_L05	21	7	M	A:-	gap
07205_p6_L05	22	81	M	B:11	differ
07205_p6_L05	23	2	M		agree-flagged
07205_p6_L05	24	32	M		agree-flagged
07205_p6_L05	25	105	M		agree-flagged
07205_p6_L05	26	1	M	B:-	gap
07205_p6_L05	27	38	M	B:138	differ
07205_p6_L05	28	81	M		agree-flagged
07205_p6_L05	29	113	M		agree-flagged
07205_p6_L05	30	n	M	A:-	gap
07205_p6_L05	31	62	M		agree-flagged
07205_p6_L05	32	2	M		agree-flagged
07205_p6_L05	33	93	M		agree-flagged
07205_p6_L05	34	108	M	B:105	differ
07205_p6_L05	35	82	M		agree-flagged
07205_p6_L05	36	22	M		agree-flagged
07205_p6_L05	37	7	M		agree-flagged
07205_p6_L05	38	48	M	B:42	differ
07205_p6_L05	39	5	M		agree-flagged
07205_p6_L05	40	6	M		agree-flagged
07205_p6_L05	41	129	M	B:89	differ
07205_p6_L05	42	28	M	B:29	differ
07205_p6_L05	43	127	M		agree-flagged
07205_p6_L05	44	28	M		agree-flagged
07205_p6_L05	45	8	M		agree-flagged
07205_p6_L05	46	117	M		agree-flagged
07205_p6_L05	47	118	M		agree-flagged
07205_p6_L05	48	51	M	A:-	gap
07205_p6_L05	49	81	M	A:-	gap
07205_p6_L05	50	83	M		agree-flagged
07205_p6_L05	51	27	M		agree-flagged
07205_p6_L05	52	16	M	B:10	differ
07205_p6_L05	53	36	M		agree-flagged
07205_p6_L05	54	89	M		agree-flagged
07205_p6_L05	55	13	M		agree-flagged
07205_p6_L05	56	54	M	B:84	differ
07205_p6_L05	57	24	M		agree-flagged
07205_p6_L05	58	87	M		agree-flagged
07205_p6_L05	59	8	M		agree-flagged
07205_p6_L05	60	21	M		agree-flagged
07205_p6_L05	61	73	M		agree-flagged
07205_p6_L05	62	82	M		agree-flagged
07205_p6_L05	63	9	M		agree-flagged
07205_p6_L05	64	37	M		agree-flagged
07205_p6_L05	65	12	M		agree-flagged
07205_p6_L05	66	21	M		agree-flagged
07205_p6_L05	67	101	M		agree-flagged
07205_p6_L05	68	71	M		agree-flagged
07205_p6_L05	69	31	M		agree-flagged
07205_p6_L05	70	101	M		agree-flagged
07205_p6_L05	71	72	M		agree-flagged
07205_p6_L05	72	20	M		agree-flagged
07205_p6_L05	73	38	M		agree-flagged
07205_p6_L05	74	81	M		agree-flagged
07205_p6_L05	75	54	M	A:-	gap
07205_p6_L05	76	9	M	A:-	gap
07205_p6_L05	77	151	M	A:-	gap
07205_p6_L05	78	83	M		agree-flagged
07205_p6_L05	79	118	M		agree-flagged
07205_p6_L05	80	1	M		agree-flagged
07205_p6_L05	81	82	M		agree-flagged
07205_p6_L05	82	27	M		agree-flagged
07205_p6_L05	83	27	M		agree-flagged
07205_p6_L05	84	8	M		agree-flagged
07205_p6_L05	85	55	M		agree-flagged
07205_p6_L05	86	81	M		agree-flagged
07205_p6_L05	87	2	M		agree-flagged
07205_p6_L05	88	32	M		agree-flagged
07205_p6_L05	89	29	M		agree-flagged
07205_p6_L05	90	83	M		agree-flagged
07205_p6_L05	91	74	M		agree-flagged
07205_p6_L05	92	10	M		agree-flagged
07205_p6_L05	93	38	M		agree-flagged
07205_p6_L05	94	21	M		agree-flagged
07205_p6_L05	95	38	M		agree-flagged
07205_p6_L05	96	81	M		agree-flagged
07205_p6_L05	97	27	M		agree-flagged
07205_p6_L05	98	77	M		agree-flagged
07205_p6_L05	99	85	M	B:89	differ
07205_p6_L05	100	347	M		agree-flagged
07205_p6_L06	1	11	M	A:-	gap
07205_p6_L06	2	40	M	A:-	gap
07205_p6_L06	3	1	M	A:-	gap
07205_p6_L06	4	13	M	B:35	differ
07205_p6_L06	5	18	M	B:151	differ
07205_p6_L06	6	83	M		agree-flagged
07205_p6_L06	7	18	M		agree-flagged
07205_p6_L06	8	37	M		agree-flagged
07205_p6_L06	9	82	M		agree-flagged
07205_p6_L06	10	113	M		agree-flagged
07205_p6_L06	11	84	M		agree-flagged
07205_p6_L06	12	90	M		agree-flagged
07205_p6_L06	13	89	M		agree-flagged
07205_p6_L06	14	81	M		agree-flagged
07205_p6_L06	15	73	M		agree-flagged
07205_p6_L06	16	34	M		agree-flagged
07205_p6_L06	17	114	M		agree-flagged
07205_p6_L06	18	81	M		agree-flagged
07205_p6_L06	19	2	M		agree-flagged
07205_p6_L06	20	1	M		agree-flagged
07205_p6_L06	21	83	M		agree-flagged
07205_p6_L06	22	118	M		agree-flagged
07205_p6_L06	23	58	M		agree-flagged
07205_p6_L06	24	3	M		agree-flagged
07205_p6_L06	25	81	M		agree-flagged
07205_p6_L06	26	27	M		agree-flagged
07205_p6_L06	27	12	M		agree-flagged
07205_p6_L06	28	85	M	B:80	differ
07205_p6_L06	29	21	M		agree-flagged
07205_p6_L06	30	18	M	A:-	gap
07205_p6_L06	31	6	M	A:-	gap
07205_p6_L06	32	55	M	A:-	gap
07205_p6_L06	33	10	M	A:-	gap
07205_p6_L06	34	12	M		agree-flagged
07205_p6_L06	35	83	M		agree-flagged
07205_p6_L06	36	25	M		agree-flagged
07205_p6_L06	37	102	M		agree-flagged
07205_p6_L06	38	81	M		agree-flagged
07205_p6_L06	39	2	M		agree-flagged
07205_p6_L06	40	29	M		agree-flagged
07205_p6_L06	41	131	M		agree-flagged
07205_p6_L06	42	140	M		agree-flagged
07205_p6_L06	43	75	M		agree-flagged
07205_p6_L06	44	85	M	B:89	differ
07205_p6_L06	45	20	M		agree-flagged
07205_p6_L06	46	35	M	B:38	differ
07205_p6_L06	47	101	M		agree-flagged
07205_p6_L06	48	2	M		agree-flagged
07205_p6_L06	49	6	M		agree-flagged
07205_p6_L06	50	38	M		agree-flagged
07205_p6_L06	51	20	M		agree-flagged
07205_p6_L06	52	1	M	A:-	gap
07205_p6_L06	53	140	M	B:40	differ
07205_p6_L06	54	129	M		agree-flagged
07205_p6_L06	55	32	M		agree-flagged
07205_p6_L06	56	8	M		agree-flagged
07205_p6_L06	57	35	M	B:-	gap
07205_p6_L06	58	2	M	B:30	differ
07205_p6_L06	59	82	M		agree-flagged
07205_p6_L06	60	22	M		agree-flagged
07205_p6_L06	61	8	M		agree-flagged
07205_p6_L06	62	109	M		agree-flagged
07205_p6_L06	63	33	M		agree-flagged
07205_p6_L06	64	84	M		agree-flagged
07205_p6_L06	65	37	M		agree-flagged
07205_p6_L06	66	3	M		agree-flagged
07205_p6_L06	67	81	M		agree-flagged
07205_p6_L06	68	21	M		agree-flagged
07205_p6_L06	69	38	M		agree-flagged
07205_p6_L06	70	104	M		agree-flagged
07205_p6_L06	71	4	M		agree-flagged
07205_p6_L06	72	82	M		agree-flagged
07205_p6_L06	73	147	M		agree-flagged
07205_p6_L06	74	82	M		agree-flagged
07205_p6_L06	75	1	M		agree-flagged
07205_p6_L06	76	31	M	B:131	differ
07205_p6_L06	77	102	M		agree-flagged
07205_p6_L06	78	83	M		agree-flagged
07205_p6_L06	79	24	M		agree-flagged
07205_p6_L06	80	121	M		agree-flagged
07205_p6_L06	81	w:nulleroent	M	B:w:mecttrount	differ
07205_p6_L06	82	w:lan	M		agree-flagged
07205_p6_L06	83	w:prestement	M	B:w:presentement	differ
07205_p6_L06	84	w:recu	M	B:w:receu	differ
07205_p6_L06	85	w:quelques	M	B:w:quelque	differ
07205_p6_L06	86	w:lres	M	B:w:lettre	differ
07205_p6_L06	87	w:de	M		agree-flagged
07205_p6_L06	88	w:monsr	M		agree-flagged
07205_p6_L06	89	w:de	M		agree-flagged
07205_p6_L06	90	w:lumbres	M		agree-flagged
07205_p6_L07	1	3	M		agree-flagged
07205_p6_L07	2	w:lesquelles	M		agree-flagged
07205_p6_L07	3	w:entre	M	B:w:et	differ
07205_p6_L07	4	w:autres	M		agree-flagged
