line	pos	sign	conf	value	grade
f123v-16	2	6		i|n|s	M
f123v-16	3	m		t	H
f123v-16	4	L		r	H
f123v-16	5	4+		m	H
f123v-16	6	Z		t	H
f123v-16	7	7		o	H
f123v-16	8	L		r	H
f123v-16	9	he		l	H
f123v-16	10	t		e	H
f123v-16	11	L		r	H
f123v-16	12	c		p	H
f123v-16	13	7		o	H
f123v-16	14	g		u	H
f123v-16	15	L		r	H
f123v-16	16	f		c|u	M
f123v-16	17	U		?	U
f123v-16	18	U		?	U
f123v-16	19	d		s	H
f123v-16	20	Ze		t	H
f123v-16	21	t		e	H
f123v-16	22	f		c|u	M
f123v-16	23	E		i|y	M
f123v-16	24	7		o	H
f123v-16	25	g		u	H
f123v-16	26	n		l	H
f123v-16	27	U		?	U
f123v-16	28	d		s	H
f123v-16	29	U		?	U
f123v-16	30	B		i|y	M
f123v-16	31	t		e	H
f123v-16	32	4+		m	H
f123v-16	33	o		i	H
f123v-16	34	4+		m	H
f123v-16	35	q		u	H
f123v-17	1	m		t	H
f123v-17	2	d		s	H
f123v-17	3	o		i	H
f123v-17	4	4+		m	H
f123v-17	5	U		?	U
f123v-17	6	d		s	H
f123v-17	7	n		l	H
f123v-17	8	U		?	U
f123v-17	9	z		?	U
f123v-17	10	a		a	H
f123v-17	11	4+		m	H
f123v-17	12	L		r	H
f123v-17	13	4+		m	H
f123v-17	14	B		i|y	M
f123v-17	15	f		c|u	M
f123v-17	16	t		e	H
f123v-17	17	13		qui	H
f123v-17	18	26		uous	H
f123v-17	19	L		r	H
f123v-17	20	U		?	U
f123v-17	21	d		s	H
f123v-17	22	m		t	H
f123v-17	23	t		e	H
f123v-17	24	w-		d	H
f123v-17	25	4+		m	H
f123v-17	26	lam		b	H
f123v-17	27	7		o	H
f123v-17	28	.v.		n	H
f123v-17	29	d		s	H
f123v-17	30	d		s	H
f123v-17	31	g		u	H
f123v-17	32	lam		b	H
f123v-17	33	z		?	U
f123v-17	34	U		?	U
f123v-18	1	m		t	H
f123v-18	2	q		u	H
f123v-18	3	14		que	H
f123v-18	4	c		p	H
f123v-18	5	U		?	U
f123v-18	6	L		r	H
f123v-18	7	d		s	H
f123v-18	8	7		o	H
f123v-18	9	B		i|y	M
f123v-18	10	t		e	H
f123v-18	11	.v.		n	H
f123v-18	12	f		c|u	M
f123v-18	13	a		a	H
f123v-18	14	lam		b	H
f123v-18	15	o		i	H
f123v-18	16	Ze		t	H
f123v-18	17	t		e	H
f123v-18	18	n		l	H
f123v-18	19	a		a	H
f123v-18	20	f		c|u	M
f123v-18	21	a		a	H
f123v-18	22	4+		m	H
f123v-18	23	c		p	H
f123v-18	24	x		e	H
f123v-18	25	o		i	H
f123v-18	26	z		?	U
f123v-18	27	6		i|n|s	M
f123v-18	28	t		e	H
f123v-18	29	U		?	U
f123v-18	30	m		t	H
f123v-18	31	4		?	U
f123v-18	32	7		o	H
f123v-18	33	f		c|u	M
f123v-18	34	t		e	H
f123v-18	35	13		qui	H
f123v-19	1	7		o	H
f123v-19	2	.v.		n	H
f123v-19	3	Ze		t	H
f123v-19	4	12		il	H
f123v-19	5	n		l	H
f123v-19	6	q		u	H
f123v-19	7	d		s	H
f123v-19	8	7		o	H
f123v-19	9	.v.		n	H
f123v-19	10	E		i|y	M
f123v-19	11	d		s	H
f123v-19	12	7		o	H
f123v-19	13	.v.		n	H
f123v-19	14	Ze		t	H
f123v-19	15	L		r	H
f123v-19	16	a		a	H
f123v-20	1	6		i|n|s	M
f123v-20	2	f		c|u	M
f123v-20	3	n		l	H
f123v-20	4	z		?	U
f123v-20	5	fe		?	U
f123v-20	6	t		e	H
f123v-20	7	c		p	H
f123v-20	8	7		o	H
f123v-20	9	g		u	H
f123v-20	10	L		r	H
f123v-20	11	d		s	H
f123v-20	12	t		e	H
f123v-20	13	f		c|u	M
f123v-20	14	7		o	H
f123v-20	15	.v.		n	H
f123v-20	16	d		s	H
f123v-21	1	7		o	H
f123v-21	2	E		i|y	M
f123v-21	3	12		il	H
f123v-21	4	n		l	H
f123v-21	5	q		u	H
f123v-21	6	d		s	H
f123v-21	7	t		e	H
f123v-21	8	.v.		n	H
f123v-21	9	a		a	H
f123v-21	10	c		p	H
f123v-21	11	U		?	U
f123v-21	12	L		r	H
f123v-21	13	d		s	H
f123v-21	14	7		o	H
f123v-21	15	o		i	H
f123v-21	16	g		u	H
f123v-21	17	t		e	H
f123v-21	18	.v.		n	H
f123v-22	1	m		t	H
f123v-22	2	o		i	H
f123v-22	3	B		i|y	M
f123v-22	4	he		l	H
f123v-22	5	t		e	H
f123v-22	6	d		s	H
f123v-22	7	w-		d	H
f123v-22	8	7		o	H
f123v-22	9	6		i|n|s	M
f123v-22	10	m		t	H
f123v-22	11	12		il	H
f123v-22	12	n		l	H
f123v-22	13	t		e	H
f123v-22	14	Ze		t	H
f123v-22	15	L		r	H
f123v-22	16	q		u	H
f123v-22	17	4+		m	H
f123v-22	18	d		s	H
f123v-22	19	t		e	H
f123v-22	20	L		r	H
f123v-22	21	7		o	H
f123v-22	22	.v.		n	H
f123v-22	23	m		t	H
f123v-22	24	n		l	H
f123v-22	25	t		e	H
f123v-22	26	4		?	U
f123v-22	27	t		e	H
f123v-22	28	f		c|u	M
f123v-22	29	7		o	H
f123v-22	30	d		s	H
f123v-22	31	L		r	H
f123v-22	32	t		e	H
f123v-22	33	4+		m	H
f123v-22	34	t		e	H
f123v-23	1	m		t	H
f123v-23	2	Ze		t	H
f123v-23	3	L		r	H
f123v-23	4	U		?	U
f123v-23	5	d		s	H
f123v-23	6	w-		d	H
f123v-23	7	o		i	H
f123v-23	8	o		i	H
f123v-23	9	o		i	H
f123v-23	10	B		i|y	M
f123v-23	11	f		c|u	M
f123v-23	12	z		?	U
f123v-23	13	he		l	H
f123v-23	14	w-		d	H
f123v-23	15	t		e	H
f123v-23	16	c		p	H
f123v-23	17	h		e	H
f123v-23	18	.v.		n	H
f123v-23	19	z		?	U
f123v-23	20	t		e	H
f123v-23	21	L		r	H
f123v-23	22	14		que	H
f123v-23	23	n		l	H
f123v-23	24	7		o	H
f123v-23	25	.v.		n	H
f123v-23	26	c		p	H
f123v-23	27	g		u	H
f123v-23	28	o		i	H
f123v-23	29	f		c|u	M
f123v-23	30	t		e	H
f123v-23	31	g		u	H
f123v-23	32	4+		m	H
f123v-23	33	t		e	H
f123v-24	1	w-		d	H
f123v-24	2	B		i|y	M
f123v-24	3	n		l	H
f123v-24	4	a		a	H
f123v-24	5	M		f	H
f123v-24	6	7		o	H
f123v-24	7	L		r	H
f123v-24	8	4+		m	H
f123v-24	9	t		e	H
f123v-24	10	oo		d	H
f123v-24	11	t		e	H
f123v-24	12	f		c|u	M
f123v-24	13	7		o	H
f123v-24	14	.v.		n	H
f123v-24	15	Ze		t	H
f123v-24	16	L		r	H
f123v-24	17	o		i	H
f123v-24	18	lam		b	H
f123v-24	19	g		u	H
f123v-24	20	Ze		t	H
f123v-24	21	o		i	H
f123v-24	22	7		o	H
f123v-24	23	.v.		n	H
f123v-24	24	4		?	U
f123v-24	25	9		?	U
f123v-24	26	M		f	H
f123v-24	27	7		o	H
f123v-24	28	.v.		n	H
f123v-24	29	Ze		t	H
f123v-24	30	n		l	H
f123v-24	31	U		?	U
f123v-24	32	d		s	H
f123v-24	33	U		?	U
f123v-25	1	t		e	H
f123v-25	2	4+		m	H
f123v-25	3	B		i|y	M
f123v-25	4	o		i	H
f123v-25	5	z		?	U
f123v-25	6	t		e	H
f123v-25	7	4+		m	H
f123v-25	8	a		a	H
f123v-25	9	yy		ss|s	M
f123v-25	10	t		e	H
f123v-25	11	g		u	H
f123v-25	12	L		r	H
f123v-25	13	t		e	H
f123v-25	14	14		que	H
f123v-25	15	Ze		t	H
f123v-25	16	t		e	H
f123v-25	17	he		l	H
f123v-25	18	x		e	H
f123v-25	19	d		s	H
f123v-25	20	g		u	H
f123v-25	21	o		i	H
f123v-25	22	q		u	H
f123v-25	23	n		l	H
f123v-25	24	a		a	H
f123v-25	25	B		i|y	M
f123v-25	26	f		c|u	M
f123v-25	27	t		e	H
f123v-25	28	q		u	H
f123v-25	29	B		i|y	M
f123v-25	30	t		e	H
f123v-25	31	d		s	H
f123v-25	32	U		?	U
f123v-25	33	L		r	H
f123v-25	34	7		o	H
f123v-26	1	U		?	U
f123v-26	2	.v.		n	H
f123v-26	3	Ze		t	H
f123v-26	4	z		?	U
f123v-26	5	a		a	H
f123v-26	6	4+		m	H
f123v-26	7	X		a	H
f123v-26	8	o		i	H
f123v-26	9	d		s	H
f123v-26	10	a		a	H
f123v-26	11	L		r	H
f123v-26	12	L		r	H
f123v-26	13	7		o	H
f123v-26	14	4+		m	H
f123v-26	15	yy		ss|s	M
f123v-26	16	d		s	H
f123v-26	17	4+		m	H
f123v-26	18	w-		d	H
f123v-26	19	t		e	H
f123v-26	20	B		i|y	M
f123v-26	21	8		g	H
f123v-26	22	24		nostre	H
f123v-26	23	w		?	U
f123v-26	24	g		u	H
f123v-26	25	a		a	H
f123v-26	26	.v.		n	H
f123v-26	27	w-		d	H
f123v-26	28	U		?	U
f123v-26	29	he		l	H
f123v-26	30	t		e	H
f123v-26	31	q		u	H
f123v-26	32	M		f	H
f123v-27	1	U		?	U
f123v-27	2	6		i|n|s	M
f123v-27	3	m		t	H
f123v-27	4	c		p	H
f123v-27	5	L		r	H
f123v-27	6	7		o	H
f123v-27	7	4+		m	H
f123v-27	8	o		i	H
f123v-27	9	d		s	H
f123v-27	10	U		?	U
f123v-27	11	q		u	H
f123v-27	12	U		?	U
f123v-27	13	he		l	H
f123v-27	14	t		e	H
f123v-27	15	q		u	H
f123v-27	16	.v.		n	H
f123v-27	17	t		e	H
f123v-27	18	d		s	H
f123v-27	19	t		e	H
f123v-27	20	c		p	H
f123v-27	21	U		?	U
f123v-27	22	4+		m	H
f123v-27	23	U		?	U
f123v-27	24	.v.		n	H
f123v-27	25	m		t	H
f123v-27	26	B		i|y	M
f123v-27	27	U		?	U
f123v-27	28	t		e	H
f123v-27	29	f		c|u	M
f123v-27	30	g		u	H
f123v-27	31	Ze		t	H
f123v-27	32	t		e	H
f123v-27	33	L		r	H
f123v-27	34	14		que	H
f123v-28	1	L		r	H
f123v-28	2	n		l	H
f123v-28	3	4		?	U
f123v-28	4	X		a	H
f123v-28	5	8		g	H
f123v-28	6	a		a	H
f123v-28	7	L		r	H
f123v-28	8	.v.		n	H
f123v-28	9	o		i	H
f123v-28	10	d		s	H
f123v-28	11	7		o	H
f123v-28	12	.v.		n	H
f123v-28	13	q		u	H
f123v-28	14	U		?	U
f123v-28	15	m		t	H
f123v-28	16	t		e	H
f123v-28	17	d		s	H
f123v-28	18	m		t	H
f123v-28	19	4+		m	H
f123v-28	20	a		a	H
f123v-28	21	n		l	H
f123v-28	22	D2		?	U
f123v-28	23	o		i	H
f123v-28	24	q		u	H
f123v-28	25	t		e	H
f123v-28	26	14		que	H
f123v-28	27	n		l	H
f123v-28	28	t		e	H
f123v-28	29	d		s	H
f123v-28	30	a		a	H
f123v-28	31	L		r	H
f123v-28	32	4+		m	H
f123v-28	33	yy		ss|s	M
f123v-28	34	q		u	H
f123v-29	1	.v.		n	H
f123v-29	2	c		p	H
f123v-29	3	g		u	H
f123v-29	4	o		i	H
f123v-29	5	f		c|u	M
f123v-29	6	t		e	H
f123v-29	7	.v.		n	H
f123v-29	8	m		t	H
f123v-29	9	d		s	H
f123v-29	10	U		?	U
f123v-29	11	L		r	H
f123v-29	12	g		u	H
f123v-29	13	o		i	H
f123v-29	14	L		r	H
f123v-29	15	w		?	U
f123v-29	16	g		u	H
f123v-29	17	a		a	H
f123v-29	18	.v.		n	H
f123v-29	19	w-		d	H
f123v-29	20	a		a	H
f123v-29	21	g		u	H
f123v-29	22	U		?	U
f123v-29	23	5		?	U
f123v-29	24	7		o	H
f123v-29	25	n		l	H
f123v-29	26	q		u	H
f123v-29	27	.v.		n	H
f123v-29	28	Ze		t	H
f123v-29	29	t		e	H
f123v-29	30	q		u	H
f123v-29	31	w-		d	H
f123v-29	32	t		e	H
f123v-29	33	f		c|u	M
f123v-29	34	U		?	U
f123v-29	35	g		u	H
f123v-30	1	5		?	U
f123v-30	2	c		p	H
f123v-30	3	a		a	H
f123v-30	4	E		i|y	M
f123v-30	5	d		s	H
f123v-30	6	E		i|y	M
f123v-30	7	t		e	H
f123v-30	8	f		c|u	M
f123v-30	9	7		o	H
f123v-30	10	.v.		n	H
f123v-30	11	f		c|u	M
f123v-30	12	t		e	H
f123v-30	13	yy		ss|s	M
f123v-30	14	t		e	H
f123v-30	15	14		que	H
f123v-30	16	4		?	U
f123v-30	17	z		?	U
f123v-30	18	t		e	H
f123v-30	19	n		l	H
f123v-30	20	U		?	U
f123v-30	21	d		s	H
f123v-30	22	a		a	H
f123v-30	23	E		i|y	M
f123v-30	24	m		t	H
f123v-30	25	L		r	H
f123v-30	26	7		o	H
f123v-30	27	4+		m	H
f123v-30	28	yy		ss|s	M
f123v-30	29	d		s	H
f123v-30	30	X		a	H
f123v-30	31	t		e	H
f123v-30	32	a		a	H
f123v-30	33	g		u	H
f123v-30	34	f		c|u	M
f123v-31	1	c		p	H
f123v-31	2	f		c|u	M
f123v-31	3	n		l	H
f123v-31	4	g		u	H
f123v-31	5	q		u	H
f123v-31	6	f		c|u	M
f123v-31	7	L		r	H
f123v-31	8	7		o	H
f123v-31	9	o		i	H
f123v-31	10	w-		d	H
f123v-31	11	t		e	H
f123v-31	12	q		u	H
f123v-31	13	14		que	H
f123v-31	14	B		i|y	M
f123v-31	15	t		e	H
f123v-31	16	.v.		n	H
f123v-31	17	Ze		t	H
f123v-31	18	c		p	H
f123v-31	19	t		e	H
f123v-31	20	.v.		n	H
f123v-31	21	d		s	H
f123v-31	22	7		o	H
f123v-31	23	o		i	H
f123v-31	24	q		u	H
f123v-31	25	24		nostre	H
f123v-31	26	12		il	H
f123v-31	27	M		f	H
f123v-31	28	o		i	H
f123v-31	29	g		u	H
f123v-31	30	n		l	H
f123v-31	31	Ze		t	H
f123v-32	1	L		r	H
f123v-32	2	t		e	H
f123v-32	3	c		p	H
f123v-32	4	7		o	H
f123v-32	5	5		?	U
f123v-32	6	L		r	H
f123v-32	7	U		?	U
f123v-32	8	g		u	H
f123v-32	9	z		?	U
f123v-32	10	12		il	H
f123v-32	11	n		l	H
f123v-32	12	a		a	H
f123v-32	13	7		o	H
f123v-32	14	.v.		n	H
f123v-32	15	Ze		t	H
f123v-32	16	4		?	U
f123v-32	17	8		g	H
f123v-32	18	6		i|n|s	M
f123v-32	19	c		p	H
f123v-32	20	n		l	H
f123v-32	21	g		u	H
f123v-32	22	d		s	H
f123v-32	23	c		p	H
f123v-32	24	4+		m	H
f123v-32	25	Ze		t	H
f123v-32	26	o		i	H
f123v-32	27	14		que	H
f123v-32	28	n		l	H
f123v-32	29	U		?	U
f123v-32	30	d		s	H
f123v-32	31	a		a	H
f123v-32	32	g		u	H
f123v-33	1	T		?	U
f123v-33	2	t		e	H
f123v-33	3	q		u	H
f123v-33	4	.v.		n	H
f123v-33	5	E		i|y	M
f123v-33	6	a		a	H
f123v-33	7	E		i|y	M
f123v-33	8	X		a	H
f123v-33	9	.v.		n	H
f123v-33	10	Ze		t	H
f123v-33	11	g		u	H
f123v-33	12	o		i	H
f123v-33	13	he		l	H
f123v-33	14	t		e	H
f123v-33	15	.v.		n	H
f123v-33	16	o		i	H
f123v-33	17	4+		m	H
f123v-33	18	7		o	H
f123v-33	19	5		?	U
f123v-33	20	L		r	H
f123v-33	21	y		?	U
f123v-33	22	a		a	H
f123v-33	23	oo		d	H
f123v-33	24	t		e	H
f123v-33	25	13		qui	H
f123v-33	26	.v.		n	H
f123v-33	27	a		a	H
f123v-33	28	E		i|y	M
f123v-33	29	Ze		t	H
f123v-33	30	n		l	H
f123v-33	31	U		?	U
f123v-33	32	B		i|y	M
f123v-33	33	t		e	H
f123v-34	1	o		i	H
f123v-34	2	X		a	H
f123v-34	3	g		u	H
f123v-34	4	.v.		n	H
f123v-34	5	t		e	H
f123v-34	6	n		l	H
f123v-34	7	o		i	H
f123v-34	8	U		?	U
f123v-34	9	g		u	H
f123v-34	10	t		e	H
f123v-34	11	c		p	H
f123v-34	12	L		r	H
f123v-34	13	U		?	U
f123v-34	14	z		?	U
f123v-34	15	w-		d	H
f123v-34	16	t		e	H
f123v-34	17	he		l	H
f123v-34	18	t		e	H
f123v-34	19	7		o	H
f123v-34	20	g		u	H
f123v-34	21	12		il	H
f123v-34	22	n		l	H
f123v-34	23	d		s	H
f123v-34	24	g		u	H
f123v-34	25	7		o	H
f123v-34	26	.v.		n	H
f123v-34	27	m		t	H
f123v-34	28	z		?	U
f123v-34	29	.v.		n	H
f123v-34	30	f		c|u	M
f123v-34	31	U		?	U
f123v-34	32	yy		ss|s	M
f123v-34	33	a		a	H
f123v-35	1	U		?	U
f123v-35	2	.v.		n	H
f123v-35	3	m		t	H
f123v-35	4	a		a	H
f123v-35	5	n		l	H
f123v-35	6	o		i	H
f123v-35	7	y		?	U
f123v-35	8	s		u	H
f123v-35	9	E		i|y	M
f123v-35	10	fe		?	U
f123v-35	11	t		e	H
f123v-35	12	5		?	U
f123v-35	13	4		?	U
f123v-35	14	n		l	H
f123v-35	15	U		?	U
f123v-35	16	d		s	H
f123v-35	17	4+		m	H
f123v-35	18	7		o	H
f123v-35	19	o		i	H
f123v-35	20	U		?	U
f123v-35	21	6		i|n|s	M
f123v-35	22	d		s	H
f123v-35	23	14		que	H
f123v-35	24	z		?	U
f123v-35	25	a		a	H
f123v-35	26	4+		m	H
f123v-35	27	U		?	U
f123v-35	28	.v.		n	H
f123v-35	29	w-		d	H
f123v-35	30	7		o	H
f123v-35	31	o		i	H
f123v-35	32	q		u	H
f123v-35	33	w-		d	H
f123v-36	1	z		?	U
f123v-36	2	z		?	U
f123v-36	3	f		c|u	M
f123v-36	4	7		o	H
f123v-36	5	d		s	H
f123v-36	6	m		t	H
f123v-36	7	t		e	H
f123v-36	8	4+		m	H
f123v-36	9	t		e	H
f123v-36	10	w-		d	H
f123v-36	11	t		e	H
f123v-36	12	o		i	H
f123v-36	13	o		i	H
f123v-36	14	a		a	H
f123v-36	15	B		i|y	M
f123v-36	16	h		e	H
f123v-36	17	he		l	H
f123v-36	18	t		e	H
f123v-36	19	.v.		n	H
f123v-36	20	m		t	H
f123v-36	21	.v.		n	H
f123v-36	22	t		e	H
f123v-36	23	c		p	H
f123v-36	24	7		o	H
f123v-36	25	4+		m	H
f123v-36	26	a		a	H
f123v-36	27	.v.		n	H
f123v-36	28	Ze		t	H
f123v-36	29	E		i|y	M
f123v-36	30	o		i	H
f123v-36	31	L		r	H
f123v-36	32	t		e	H
f123v-36	33	e		r	H
f123v-36	34	w-		d	H
f123v-37	1	f		c|u	M
f123v-37	2	E		i|y	M
f123v-37	3	a		a	H
f123v-37	4	g		u	H
f123v-37	5	f		c|u	M
f123v-37	6	q		u	H
f123v-37	7	.v.		n	H
f123v-37	8	d		s	H
f123v-37	9	U		?	U
f123v-37	10	f		c|u	M
f123v-37	11	7		o	H
f123v-37	12	5		?	U
f123v-37	13	L		r	H
f123v-37	14	q		u	H
f123v-37	15	o		i	H
f123v-37	16	t		e	H
f123v-37	17	d		s	H
f123v-37	18	g		u	H
f123v-37	19	B		i|y	M
f123v-37	20	q		u	H
f123v-37	21	f		c|u	M
f123v-37	22	7		o	H
f123v-37	23	.v.		n	H
f123v-37	24	Ze		t	H
f123v-37	25	L		r	H
f123v-37	26	a		a	H
f123v-37	27	B		i|y	M
f123v-37	28	.v.		n	H
f123v-37	29	Ze		t	H
f123v-37	30	w-		d	H
f123v-37	31	t		e	H
f123v-38	1	L		r	H
f123v-38	2	t		e	H
f123v-38	3	f		c|u	M
f123v-38	4	7		o	H
f123v-38	5	g		u	H
f123v-38	6	L		r	H
f123v-38	7	o		i	H
f123v-38	8	T		?	U
f123v-38	9	a		a	H
f123v-38	10	a		a	H
f123v-38	11	B		i|y	M
f123v-38	12	o		i	H
f123v-38	13	U		?	U
f123v-38	14	m		t	H
f123v-38	15	26		uous	H
f123v-38	16	w-		d	H
f123v-38	17	h		e	H
f123v-38	18	c		p	H
f123v-38	19	t		e	H
f123v-38	20	d		s	H
f123v-38	21	f		c|u	M
f123v-38	22	7		o	H
f123v-38	23	t		e	H
f123v-38	24	L		r	H
f123v-38	25	f		c|u	M
f123v-38	26	t		e	H
f123v-38	27	c		p	H
f123v-38	28	7		o	H
f123v-38	29	L		r	H
f123v-38	30	m		t	H
f123v-38	31	t		e	H
f123v-38	32	g		u	H
f123v-38	33	L		r	H
f123v-38	34	U		?	U
f123v-39	1	c		p	H
f123v-39	2	L		r	H
f123v-39	3	t		e	H
f123v-39	4	q		u	H
f123v-39	5	c		p	H
f123v-39	6	7		o	H
f123v-39	7	g		u	H
f123v-39	8	L		r	H
f123v-39	9	26		uous	H
f123v-39	10	d		s	H
f123v-39	11	g		u	H
f123v-39	12	L		r	H
f123v-39	13	n		l	H
f123v-39	14	o		i	H
f123v-39	15	U		?	U
f123v-39	16	L		r	H
f123v-39	17	m		t	H
f123v-39	18	L		r	H
f123v-39	19	U		?	U
f123v-39	20	d		s	H
f123v-39	21	L		r	H
f123v-39	22	5		?	U
f123v-39	23	4+		m	H
f123v-39	24	X		a	H
f123v-39	25	n		l	H
f123v-39	26	t		e	H
f123v-39	27	4		?	U
f123v-39	28	B		i|y	M
f123v-39	29	.v.		n	H
f123v-39	30	m		t	H
f123v-39	31	4		?	U
f123v-39	32	h		e	H
f123v-39	33	f		c|u	M
f123v-39	34	a		a	H
f123v-40	1	L		r	H
f123v-40	2	t		e	H
f123v-40	3	c		p	H
f123v-40	4	a		a	H
f123v-40	5	L		r	H
f123v-40	6	n		l	H
f123v-40	7	g		u	H
f123v-40	8	E		i|y	M
f123v-40	9	U		?	U
f123v-40	10	.v.		n	H
f123v-40	11	Ze		t	H
f123v-40	12	t		e	H
f123v-40	13	6		i|n|s	M
f123v-40	14	w-		d	H
f123v-40	15	L		r	H
f123v-40	16	t		e	H
f123v-40	17	33		?	U
f123v-40	18	4		?	U
f123v-40	19	9		?	U
f123v-40	20	d		s	H
f123v-40	21	.v.		n	H
f123v-40	22	w-		d	H
f123v-40	23	h		e	H
f123v-40	24	4		?	U
f123v-40	25	t		e	H
f123v-40	26	6		i|n|s	M
f123v-40	27	m		t	H
f123v-40	28	U		?	U
f123v-40	29	m		t	H
f123v-40	30	z		?	U
f123v-40	31	.v.		n	H
f123v-40	32	Ze		t	H
f123v-40	33	t		e	H
f123v-41	1	m		t	H
f123v-41	2	o		i	H
f123v-41	3	7		o	H
f123v-41	4	.v.		n	H
f123v-41	5	U		?	U
f123v-41	6	m		t	H
f123v-41	7	d		s	H
f123v-41	8	o		i	H
f123v-41	9	E		i|y	M
f123v-41	10	w-		d	H
f123v-41	11	t		e	H
f123v-41	12	d		s	H
f123v-41	13	o		i	H
f123v-41	14	L		r	H
f123v-41	15	t		e	H
f123v-41	16	q		u	H
f123v-41	17	t		e	H
f123v-41	18	z		?	U
f123v-41	19	t		e	H
f123v-41	20	L		r	H
f123v-41	21	g		u	H
f123v-41	22	o		i	H
f123v-41	23	L		r	H
f123v-41	24	w-		d	H
f123v-41	25	h		e	H
f123v-41	26	f		c|u	M
f123v-41	27	t		e	H
f123v-41	28	q		u	H
f123v-41	29	Ze		t	H
f123v-41	30	t		e	H
f123v-41	31	a		a	H
f123v-41	32	L		r	H
f123v-41	33	4		?	U
f123v-41	34	yy		ss|s	M
f124r-1	1	d		s	H
f124r-1	2	z		?	U
f124r-1	3	L		r	H
f124r-1	4	t		e	H
f124r-1	5	14		que	H
f124r-1	6	n		l	H
f124r-1	7	14		que	H
f124r-1	8	lam		b	H
f124r-1	9	7		o	H
f124r-1	10	B		i|y	M
f124r-1	11	t		e	H
f124r-1	12	T		?	U
f124r-1	13	t		e	H
f124r-1	14	d		s	H
f124r-1	15	7		o	H
f124r-1	16	n		l	H
f124r-1	17	g		u	H
f124r-1	18	m		t	H
f124r-1	19	o		i	H
f124r-1	20	7		o	H
f124r-1	21	.v.		n	H
f124r-1	22	w-		d	H
f124r-1	23	t		e	H
f124r-1	24	n		l	H
f124r-1	25	d		s	H
f124r-1	26	d		s	H
f124r-1	27	t		e	H
f124r-1	28	f		c|u	M
f124r-1	29	7		o	H
f124r-1	30	g		u	H
f124r-1	31	L		r	H
f124r-1	32	o		i	H
f124r-1	33	e		r	H
f124r-1	34	w-		d	H
f124r-1	35	7		o	H
f124r-1	36	L		r	H
f124r-1	37	t		e	H
f124r-1	38	e		r	H
f124r-2	1	q		u	H
f124r-2	2	.v.		n	H
f124r-2	3	o		i	H
f124r-2	4	g		u	H
f124r-2	5	D2		?	U
f124r-2	6	B		i|y	M
f124r-2	7	m		t	H
f124r-2	8	c		p	H
f124r-2	9	n		l	H
f124r-2	10	s		u	H
f124r-2	11	z		?	U
f124r-2	12	d		s	H
f124r-2	13	7		o	H
f124r-2	14	d		s	H
f124r-2	15	t		e	H
f124r-2	16	B		i|y	M
f124r-2	17	m		t	H
f124r-2	18	14		que	H
f124r-2	19	he		l	H
f124r-2	20	t		e	H
f124r-2	21	.v.		n	H
f124r-2	22	o		i	H
f124r-2	23	U		?	U
f124r-2	24	d		s	H
f124r-2	25	m		t	H
f124r-2	26	t		e	H
f124r-2	27	17		car	H
f124r-2	28	n		l	H
f124r-2	29	o		i	H
f124r-2	30	Ze		t	H
f124r-2	31	t		e	H
f124r-2	32	.v.		n	H
f124r-2	33	o		i	H
f124r-2	34	B		i|y	M
f124r-3	1	m		t	H
f124r-3	2	U		?	U
f124r-3	3	B		i|y	M
f124r-3	4	n		l	H
f124r-3	5	U		?	U
f124r-3	6	z		?	U
f124r-3	7	t		e	H
f124r-3	8	L		r	H
f124r-3	9	f		c|u	M
f124r-3	10	o		i	H
f124r-3	11	H		o	H
f124r-3	12	t		e	H
f124r-3	13	25		nous	H
f124r-3	14	12		il	H
f124r-3	15	n		l	H
f124r-3	16	a		a	H
f124r-3	17	M		f	H
f124r-3	18	o		i	H
f124r-3	19	L		r	H
f124r-3	20	o		i	H
f124r-3	21	g		u	H
f124r-3	22	n		l	H
f124r-3	23	Ze		t	H
f124r-3	24	d		s	H
f124r-3	25	t		e	H
f124r-3	26	yy		ss|s	M
f124r-3	27	L		r	H
f124r-3	28	t		e	H
f124r-3	29	A		l	H
f124r-3	30	7		o	H
f124r-3	31	.v.		n	H
f124r-3	32	B		i|y	M
f124r-3	33	t		e	H
f124r-4	1	d		s	H
f124r-4	2	o		i	H
f124r-4	3	g		u	H
f124r-4	4	L		r	H
f124r-4	5	7		o	H
f124r-4	6	o		i	H
f124r-4	7	m		t	H
f124r-4	8	B		i|y	M
f124r-4	9	o		i	H
f124r-4	10	o		i	H
f124r-4	11	o		i	H
f124r-4	12	E		i|y	M
f124r-4	13	d		s	H
f124r-4	14	U		?	U
f124r-4	15	B		i|y	M
f124r-4	16	m		t	H
f124r-4	17	n		l	H
f124r-4	18	o		i	H
f124r-4	19	L		r	H
f124r-4	20	t		e	H
f124r-4	21	m		t	H
f124r-4	22	n		l	H
f124r-4	23	B		i|y	M
f124r-4	24	.v.		n	H
f124r-4	25	o		i	H
f124r-4	26	L		r	H
f124r-4	27	14		que	H
f124r-4	28	U		?	U
f124r-4	29	B		i|y	M
f124r-4	30	d		s	H
f124r-4	31	7		o	H
f124r-4	32	B		i|y	M
f124r-4	33	o		i	H
f124r-4	34	q		u	H
f124r-4	35	w-		d	H
f124r-5	1	4		?	U
f124r-5	2	7		o	H
f124r-5	3	o		i	H
f124r-5	4	q		u	H
f124r-5	5	U		?	U
f124r-5	6	he		l	H
f124r-5	7	t		e	H
