line	pos	sign	conf	value	grade
f110-1	1	4+		m	H
f110-1	2	7		o	H
f110-1	3	6		i|n|s	M
f110-1	4	o		i	H
f110-1	5	o		i	H
f110-1	6	8		g	H
f110-1	7	w-		d	H
f110-1	8	e		r	H
f110-1	9	w		?	U
f110-1	10	h		e	H
f110-1	11	8		g	H
f110-1	12	E		i|y	M
f110-1	13	n		l	H
f110-1	14	x		e	H
f110-1	15	t		e	H
f110-1	16	L		r	H
f110-1	17	H		o	H
f110-1	18	o		i	H
f110-1	19	g		u	H
f110-1	20	7		o	H
f110-1	21	BOX		?	U
f110-1	22	d		s	H
f110-1	23	s		u	H
f110-1	24	U		?	U
f110-1	25	e		r	H
f110-1	26	T		?	U
f110-1	27	h		e	H
f110-1	28	e		r	H
f110-1	29	p		?	U
f110-1	30	8		g	H
f110-1	31	t		e	H
f110-1	32	6		i|n|s	M
f110-1	33	f		c|u	M
f110-1	34	o		i	H
f110-1	35	L		r	H
f110-1	36	n		l	H
f110-1	37	o		i	H
f110-1	38	A		l	H
f110-1	39	h		e	H
f110-1	40	m		t	H
f110-1	41	Ze		t	H
f110-1	42	L		r	H
f110-1	43	s		u	H
f110-1	44	w-		d	H
f110-1	45	t		e	H
f110-1	46	e		r	H
f110-1	47	8		g	H
f110-1	48	m		t	H
f110-1	49	t		e	H
f110-1	50	m		t	H
f110-1	51	o		i	H
f110-1	52	h		e	H
f110-1	53	e		r	H
f110-1	54	BOX		?	U
f110-1	55	z		?	U
f110-1	56	q		u	H
f110-1	57	BOX		?	U
f110-1	58	7		o	H
f110-1	59	s		u	H
f110-1	60	n		l	H
f110-1	61	1		?	U
f110-1	62	e		r	H
f110-2	1	z		?	U
f110-2	2	e		r	H
f110-2	3	L		r	H
f110-2	4	E		i|y	M
f110-2	5	Ze		t	H
f110-2	6	h		e	H
f110-2	7	6		i|n|s	M
f110-2	8	q		u	H
f110-2	9	w-		d	H
f110-2	10	t		e	H
f110-2	11	n		l	H
f110-2	12	BOX		?	U
f110-2	13	z		?	U
f110-2	14	R		p	H
f110-2	15	e		r	H
f110-2	16	ff		n|o	M
f110-2	17	c		p	H
f110-2	18	o		i	H
f110-2	19	f		c|u	M
f110-2	20	t		e	H
f110-2	21	t		e	H
f110-2	22	n		l	H
f110-2	23	h		e	H
f110-2	24	c		p	H
f110-2	25	c		p	H
f110-2	26	s		u	H
f110-2	27	q		u	H
f110-2	28	e		r	H
f110-2	29	e		r	H
f110-2	30	o		i	H
f110-2	31	d		s	H
f110-2	32	f		c|u	M
f110-2	33	n		l	H
f110-2	34	t		e	H
f110-2	35	4		?	U
f110-2	36	U		?	U
f110-2	37	.v.		n	H
f110-2	38	E		i|y	M
f110-2	39	.v.		n	H
f110-2	40	Ze		t	H
f110-2	41	w-		d	H
f110-2	42	BOX		?	U
f110-2	43	t		e	H
f110-2	44	z		?	U
f110-2	45	h		e	H
f110-2	46	f		c|u	M
f110-2	47	n		l	H
f110-2	48	7		o	H
f110-2	49	BOX		?	U
f110-2	50	q		u	H
f110-2	51	o		i	H
f110-2	52	ff		n|o	M
f110-2	53	z		?	U
f110-2	54	M		f	H
f110-2	55	o		i	H
f110-2	56	z		?	U
f110-2	57	ff		n|o	M
f110-3	1	4+		m	H
f110-3	2	z		?	U
f110-3	3	h		e	H
f110-3	4	T		?	U
f110-3	5	BOX		?	U
f110-3	6	t		e	H
f110-3	7	q		u	H
f110-3	8	w-		d	H
f110-3	9	h		e	H
f110-3	10	f		c|u	M
f110-3	11	o		i	H
f110-3	12	e		r	H
f110-3	13	n		l	H
f110-3	14	A		l	H
f110-3	15	T		?	U
f110-3	16	c		p	H
f110-3	17	e		r	H
f110-3	18	BOX		?	U
f110-3	19	d		s	H
f110-3	20	n		l	H
f110-3	21	o		i	H
f110-3	22	p		?	U
f110-3	23	L		r	H
f110-3	24	h		e	H
f110-3	25	o		i	H
f110-3	26	t		e	H
f110-3	27	t		e	H
f110-3	28	6		i|n|s	M
f110-3	29	m		t	H
f110-3	30	o		i	H
f110-3	31	BOX		?	U
f110-3	32	h		e	H
f110-3	33	f		c|u	M
f110-3	34	w		?	U
f110-3	35	BOX		?	U
f110-3	36	7		o	H
f110-3	37	s		u	H
f110-3	38	e		r	H
f110-3	39	c		p	H
f110-3	40	BOX		?	U
f110-3	41	h		e	H
f110-3	42	ff		n|o	M
f110-3	43	i		i|e	M
f110-3	44	w		?	U
f110-3	45	BOX		?	U
f110-3	46	o		i	H
f110-3	47	z		?	U
f110-3	48	o		i	H
f110-3	49	B		i|y	M
f110-3	50	m		t	H
f110-3	51	e		r	H
f110-3	52	h		e	H
f110-3	53	z		?	U
f110-3	54	o		i	H
f110-3	55	d		s	H
f110-3	56	e		r	H
f110-3	57	U		?	U
f110-3	58	ff		n|o	M
f110-3	59	7		o	H
f110-3	60	6		i|n|s	M
f110-3	61	z		?	U
f110-3	62	ff		n|o	M
f110-4	1	n		l	H
f110-4	2	t		e	H
f110-4	3	.v.		n	H
f110-4	4	z		?	U
f110-4	5	A		l	H
f110-4	6	m		t	H
f110-4	7	w-		d	H
f110-4	8	h		e	H
f110-4	9	z		?	U
f110-4	10	T		?	U
f110-4	11	o		i	H
f110-4	12	o		i	H
f110-4	13	w-		d	H
f110-4	14	t		e	H
f110-4	15	ff		n|o	M
f110-4	16	7		o	H
f110-4	17	6		i|n|s	M
f110-4	18	z		?	U
f110-4	19	z		?	U
f110-4	20	w-		d	H
f110-4	21	h		e	H
f110-4	22	7		o	H
f110-4	23	f		c|u	M
f110-4	24	t		e	H
f110-4	25	E		i|y	M
f110-4	26	U		?	U
f110-4	27	z		?	U
f110-4	28	e		r	H
f110-4	29	h		e	H
f110-4	30	f		c|u	M
f110-4	31	A		l	H
f110-4	32	T		?	U
f110-4	33	m		t	H
f110-4	34	e		r	H
f110-4	35	ff		n|o	M
f110-4	36	BOX		?	U
f110-4	37	n		l	H
f110-4	38	o		i	H
f110-4	39	4+		m	H
f110-4	40	e		r	H
f110-4	41	t		e	H
f110-4	42	o		i	H
f110-4	43	A		l	H
f110-4	44	B		i|y	M
f110-4	45	m		t	H
f110-5	1	f		c|u	M
f110-5	2	BOX		?	U
f110-5	3	w-		d	H
f110-5	4	e		r	H
f110-5	5	o		i	H
f110-5	6	n		l	H
f110-5	7	t		e	H
f110-5	8	ff		n|o	M
f110-5	9	4+		m	H
f110-5	10	4		?	U
f110-5	11	d		s	H
f110-5	12	o		i	H
f110-5	13	6		i|n|s	M
f110-5	14	ff		n|o	M
f110-5	15	h		e	H
f110-5	16	4		?	U
f110-5	17	t		e	H
f110-5	18	6		i|n|s	M
f110-5	19	m		t	H
f110-5	20	f		c|u	M
f110-5	21	7		o	H
f110-5	22	U		?	U
f110-5	23	e		r	H
f110-5	24	n		l	H
f110-5	25	t		e	H
f110-5	26	R		p	H
f110-5	27	h		e	H
f110-5	28	BOX		?	U
f110-5	29	w-		d	H
f110-5	30	t		e	H
f110-5	31	d		s	H
f110-5	32	7		o	H
f110-5	33	z		?	U
f110-5	34	ff		n|o	M
f110-5	35	y		?	U
f110-5	36	w		?	U
f110-5	37	E		i|y	M
f110-5	38	h		e	H
f110-5	39	e		r	H
f110-5	40	o		i	H
f110-5	41	z		?	U
f110-5	42	BOX		?	U
f110-5	43	4+		m	H
f110-5	44	z		?	U
f110-5	45	A		l	H
f110-5	46	BOX		?	U
f110-5	47	7		o	H
f110-5	48	z		?	U
f110-5	49	m		t	H
f110-5	50	Ze		t	H
f110-5	51	t		e	H
f110-5	52	6		i|n|s	M
f110-5	53	w-		d	H
f110-5	54	7		o	H
f110-5	55	z		?	U
f110-5	56	m		t	H
f110-5	57	f		c|u	M
f110-5	58	o		i	H
f110-6	1	p		?	U
f110-6	2	h		e	H
f110-6	3	o		i	H
f110-6	4	BOX		?	U
f110-6	5	H		o	H
f110-6	6	7		o	H
f110-6	7	s		u	H
f110-6	8	f		c|u	M
f110-6	9	w		?	U
f110-6	10	h		e	H
f110-6	11	p		?	U
f110-6	12	7		o	H
f110-6	13	6		i|n|s	M
f110-6	14	q		u	H
f110-6	15	e		r	H
f110-6	16	M		f	H
f110-6	17	L		r	H
f110-6	18	t		e	H
f110-6	19	H		o	H
f110-6	20	m		t	H
f110-6	21	d		s	H
f110-6	22	E		i|y	M
f110-6	23	h		e	H
f110-6	24	n		l	H
f110-6	25	o		i	H
f110-6	26	B		i|y	M
f110-6	27	f		c|u	M
f110-6	28	n		l	H
f110-6	29	BOX		?	U
f110-6	30	e		r	H
f110-6	31	f		c|u	M
f110-6	32	o		i	H
f110-6	33	T		?	U
f110-6	34	m		t	H
f110-6	35	z		?	U
f110-6	36	H		o	H
f110-6	37	BOX		?	U
f110-6	38	BOX		?	U
f110-6	39	n		l	H
f110-6	40	e		r	H
f110-6	41	e		r	H
f110-6	42	t		e	H
f110-6	43	4		?	U
f110-6	44	h		e	H
f110-6	45	6		i|n|s	M
f110-6	46	m		t	H
f110-6	47	e		r	H
f110-6	48	h		e	H
f110-6	49	4		?	U
f110-6	50	o		i	H
f110-6	51	e		r	H
f110-6	52	e		r	H
f110-6	53	t		e	H
f110-6	54	w		?	U
f110-6	55	h		e	H
f110-6	56	f		c|u	M
f110-6	57	t		e	H
f110-6	58	4		?	U
f110-6	59	H		o	H
f110-6	60	e		r	H
f110-6	61	e		r	H
f110-6	62	w		?	U
f110-6	63	BOX		?	U
f110-6	64	h		e	H
f110-6	65	n		l	H
f110-6	66	t		e	H
f110-6	67	T		?	U
f110-6	68	7		o	H
f110-6	69	z		?	U
f110-6	70	o		i	H
f110-6	71	f		c|u	M
f110-6	72	e		r	H
f110-6	73	e		r	H
f110-6	74	d		s	H
f110-7	1	H		o	H
f110-7	2	m		t	H
f110-7	3	w		?	U
f110-7	4	BOX		?	U
f110-7	5	e		r	H
f110-7	6	e		r	H
f110-7	7	q		u	H
f110-7	8	m		t	H
f110-7	9	w		?	U
f110-7	10	o		i	H
f110-7	11	6		i|n|s	M
f110-7	12	e		r	H
f110-7	13	BOX		?	U
f110-7	14	7		o	H
f110-7	15	q		u	H
f110-7	16	m		t	H
f110-7	17	e		r	H
f110-7	18	h		e	H
f110-7	19	w		?	U
f110-7	20	e		r	H
f110-7	21	T		?	U
f110-7	22	6		i|n|s	M
f110-7	23	z		?	U
f110-7	24	h		e	H
f110-7	25	e		r	H
f110-7	26	t		e	H
f110-7	27	w		?	U
f110-7	28	h		e	H
f110-7	29	f		c|u	M
f110-7	30	t		e	H
f110-7	31	q		u	H
f110-7	32	H		o	H
f110-7	33	f		c|u	M
f110-7	34	e		r	H
f110-7	35	w		?	U
f110-7	36	BOX		?	U
f110-7	37	h		e	H
f110-7	38	n		l	H
f110-7	39	t		e	H
f110-7	40	T		?	U
f110-7	41	7		o	H
f110-7	42	z		?	U
f110-7	43	o		i	H
f110-7	44	f		c|u	M
f110-7	45	e		r	H
f110-7	46	e		r	H
f110-7	47	o		i	H
f110-8	1	BOX		?	U
f110-8	2	e		r	H
f110-8	3	w		?	U
f110-8	4	o		i	H
f110-8	5	6		i|n|s	M
f110-8	6	z		?	U
f110-8	7	e		r	H
f110-8	8	h		e	H
f110-8	9	T		?	U
f110-8	10	q		u	H
f110-8	11	w		?	U
f110-8	12	BOX		?	U
f110-8	13	z		?	U
f110-8	14	o		i	H
f110-8	15	e		r	H
f110-8	16	T		?	U
f110-8	17	e		r	H
f110-8	18	BOX		?	U
f110-8	19	t		e	H
f110-8	20	6		i|n|s	M
f110-8	21	m		t	H
f110-8	22	o		i	H
f110-8	23	h		e	H
f110-8	24	H		o	H
f110-8	25	e		r	H
f110-8	26	BOX		?	U
f110-8	27	e		r	H
f110-8	28	w		?	U
f110-8	29	BOX		?	U
f110-8	30	z		?	U
f110-8	31	t		e	H
f110-8	32	6		i|n|s	M
f110-8	33	m		t	H
f110-8	34	e		r	H
f110-8	35	h		e	H
f110-8	36	f		c|u	M
f110-8	37	T		?	U
f110-8	38	t		e	H
f110-8	39	B		i|y	M
f110-8	40	e		r	H
f110-8	41	6		i|n|s	M
f110-8	42	m		t	H
f110-8	43	n		l	H
f110-8	44	o		i	H
f110-8	45	z		?	U
f110-8	46	BOX		?	U
f110-8	47	h		e	H
f110-9	1	n		l	H
f110-9	2	H		o	H
f110-9	3	7		o	H
f110-9	4	BOX		?	U
f110-9	5	t		e	H
f110-9	6	e		r	H
f110-9	7	n		l	H
f110-9	8	o		i	H
f110-9	9	L		r	H
f110-9	10	D2		?	U
f110-9	11	z		?	U
f110-9	12	H		o	H
f110-9	13	m		t	H
f110-9	14	f		c|u	M
f110-9	15	h		e	H
f110-9	16	q		u	H
f110-9	17	m		t	H
f110-9	18	z		?	U
f110-9	19	H		o	H
f110-9	20	e		r	H
f110-9	21	4		?	U
f110-9	22	6		i|n|s	M
f110-9	23	p		?	U
f110-9	24	p		?	U
f110-9	25	e		r	H
f110-9	26	t		e	H
f110-9	27	4		?	U
f110-9	28	h		e	H
f110-9	29	6		i|n|s	M
f110-9	30	m		t	H
f110-9	31	w		?	U
f110-9	32	BOX		?	U
f110-9	33	t		e	H
f110-9	34	q		u	H
f110-9	35	7		o	H
f110-9	36	s		u	H
f110-9	37	p		?	U
f110-9	38	p		?	U
f110-9	39	H		o	H
f110-9	40	h		e	H
f110-9	41	q		u	H
f110-9	42	f		c|u	M
f110-9	43	o		i	H
f110-9	44	e		r	H
f110-9	45	7		o	H
f110-9	46	h		e	H
f110-9	47	e		r	H
f110-9	48	t		e	H
f110-10	1	R		p	H
f110-10	2	n		l	H
f110-10	3	BOX		?	U
f110-10	4	e		r	H
f110-10	5	w		?	U
f110-10	6	h		e	H
f110-10	7	q		u	H
f110-10	8	BOX		?	U
f110-10	9	p		?	U
f110-10	10	p		?	U
f110-10	11	m		t	H
f110-10	12	o		i	H
f110-10	13	6		i|n|s	M
f110-10	14	H		o	H
f110-10	15	t		e	H
f110-10	16	e		r	H
f110-10	17	h		e	H
f110-10	18	m		t	H
f110-10	19	t		e	H
f110-10	20	6		i|n|s	M
f110-10	21	BOX		?	U
f110-10	22	B		i|y	M
f110-10	23	w		?	U
f110-10	24	s		u	H
f110-10	25	s		u	H
f110-10	26	z		?	U
f110-10	27	n		l	H
f110-10	28	o		i	H
f110-10	29	h		e	H
f110-10	30	ff		n|o	M
f110-10	31	f		c|u	M
f110-10	32	o		i	H
f110-10	33	e		r	H
f110-10	34	7		o	H
f110-10	35	z		?	U
f110-10	36	q		u	H
f110-10	37	m		t	H
f110-10	38	E		i|y	M
f110-10	39	n		l	H
f110-10	40	L		r	H
f110-10	41	o		i	H
f110-10	42	BOX		?	U
f110-10	43	n		l	H
f110-10	44	m		t	H
f110-10	45	f		c|u	M
f110-10	46	e		r	H
f110-10	47	e		r	H
f110-11	1	e		r	H
f110-11	2	z		?	U
f110-11	3	n		l	H
f110-11	4	o		i	H
f110-11	5	T		?	U
f110-11	6	7		o	H
f110-11	7	e		r	H
f110-11	8	t		e	H
f110-11	9	p		?	U
f110-11	10	m		t	H
f110-11	11	h		e	H
f110-11	12	B		i|y	M
f110-11	13	BOX		?	U
f110-11	14	z		?	U
f110-11	15	h		e	H
f110-11	16	w		?	U
f110-11	17	t		e	H
f110-11	18	n		l	H
f110-11	19	o		i	H
f110-11	20	z		?	U
f110-11	21	BOX		?	U
f110-11	22	h		e	H
f110-11	23	e		r	H
f110-11	24	T		?	U
f110-11	25	t		e	H
f110-11	26	e		r	H
f110-11	27	m		t	H
f110-11	28	w		?	U
f110-11	29	BOX		?	U
f110-11	30	z		?	U
f110-11	31	n		l	H
f110-11	32	o		i	H
f110-11	33	BOX		?	U
f110-11	34	BOX		?	U
f110-11	35	h		e	H
f110-11	36	s		u	H
f110-11	37	e		r	H
f110-11	38	he		l	H
f110-11	39	t		e	H
f110-11	40	L		r	H
f110-11	41	z		?	U
f110-11	42	6		i|n|s	M
f110-11	43	o		i	H
f110-11	44	e		r	H
f110-12	1	z		?	U
f110-12	2	e		r	H
f110-12	3	h		e	H
f110-12	4	f		c|u	M
f110-12	5	n		l	H
f110-12	6	BOX		?	U
f110-12	7	e		r	H
f110-12	8	z		?	U
f110-12	9	7		o	H
f110-12	10	B		i|y	M
f110-12	11	h		e	H
f110-12	12	q		u	H
f110-12	13	m		t	H
f110-12	14	t		e	H
f110-12	15	4		?	U
f110-12	16	t		e	H
f110-12	17	6		i|n|s	M
f110-12	18	m		t	H
f110-12	19	w		?	U
f110-12	20	BOX		?	U
f110-12	21	h		e	H
f110-12	22	f		c|u	M
f110-12	23	o		i	H
f110-12	24	e		r	H
f110-12	25	n		l	H
f110-12	26	n		l	H
f110-12	27	o		i	H
f110-12	28	T		?	U
f110-12	29	BOX		?	U
f110-12	30	z		?	U
f110-12	31	6		i|n|s	M
f110-12	32	t		e	H
f110-12	33	w		?	U
f110-12	34	h		e	H
f110-12	35	4		?	U
f110-12	36	o		i	H
f110-12	37	e		r	H
f110-12	38	e		r	H
f110-12	39	d		s	H
f110-12	40	f		c|u	M
f110-12	41	BOX		?	U
f110-12	42	m		t	H
f110-12	43	o		i	H
f110-12	44	m		t	H
f110-12	45	e		r	H
f110-12	46	7		o	H
f110-12	47	6		i|n|s	M
f110-12	48	h		e	H
f110-12	49	m		t	H
f110-13	1	f		c|u	M
f110-13	2	7		o	H
f110-13	3	BOX		?	U
f110-13	4	T		?	U
f110-13	5	f		c|u	M
f110-13	6	e		r	H
f110-13	7	h		e	H
f110-13	8	6		i|n|s	M
f110-13	9	t		e	H
f110-13	10	w		?	U
f110-13	11	BOX		?	U
f110-13	12	h		e	H
f110-13	13	n		l	H
f110-13	14	o		i	H
f110-13	15	z		?	U
f110-13	16	BOX		?	U
f110-13	17	h		e	H
f110-13	18	e		r	H
f110-13	19	T		?	U
f110-13	20	t		e	H
f110-13	21	e		r	H
f110-13	22	q		u	H
f110-13	23	m		t	H
f110-13	24	n		l	H
f110-13	25	6		i|n|s	M
f110-13	26	BOX		?	U
f110-13	27	e		r	H
f110-13	28	e		r	H
f110-13	29	z		?	U
f110-13	30	f		c|u	M
f110-13	31	n		l	H
f110-13	32	t		e	H
f110-13	33	B		i|y	M
f110-13	34	m		t	H
f110-13	35	w		?	U
f110-13	36	BOX		?	U
f110-13	37	t		e	H
f110-13	38	he		l	H
f110-13	39	h		e	H
f110-13	40	6		i|n|s	M
f110-13	41	e		r	H
f110-13	42	H		o	H
f110-13	43	t		e	H
f110-13	44	f		c|u	M
f110-13	45	h		e	H
f110-13	46	BOX		?	U
f110-14	1	e		r	H
f110-14	2	o		i	H
f110-14	3	f		c|u	M
f110-14	4	m		t	H
f110-14	5	p		?	U
f110-14	6	7		o	H
f110-14	7	6		i|n|s	M
f110-14	8	m		t	H
f110-14	9	4		?	U
f110-14	10	h		e	H
f110-14	11	q		u	H
f110-14	12	6		i|n|s	M
f110-14	13	6		i|n|s	M
f110-14	14	ff		n|o	M
f110-14	15	t		e	H
f110-14	16	4		?	U
f110-14	17	4		?	U
f110-14	18	z		?	U
f110-14	19	e		r	H
f110-14	20	w		?	U
f110-14	21	BOX		?	U
f110-14	22	e		r	H
f110-14	23	n		l	H
f110-14	24	BOX		?	U
f110-14	25	z		?	U
f110-14	26	BOX		?	U
f110-14	27	h		e	H
f110-14	28	s		u	H
f110-14	29	n		l	H
f110-14	30	e		r	H
f110-14	31	e		r	H
f110-14	32	6		i|n|s	M
f110-14	33	m		t	H
f110-14	34	f		c|u	M
f110-14	35	h		e	H
f110-14	36	e		r	H
f110-14	37	q		u	H
f110-14	38	BOX		?	U
f110-14	39	o		i	H
f110-14	40	w		?	U
f110-15	1	4		?	U
f110-15	2	z		?	U
f110-15	3	e		r	H
f110-15	4	w		?	U
f110-15	5	BOX		?	U
f110-15	6	e		r	H
f110-15	7	n		l	H
f110-15	8	BOX		?	U
f110-15	9	z		?	U
f110-15	10	BOX		?	U
f110-15	11	h		e	H
f110-15	12	s		u	H
f110-15	13	n		l	H
f110-15	14	e		r	H
f110-15	15	e		r	H
f110-15	16	6		i|n|s	M
f110-15	17	m		t	H
f110-15	18	f		c|u	M
f110-15	19	t		e	H
f110-15	20	s		u	H
f110-15	21	n		l	H
f110-15	22	m		t	H
f110-15	23	f		c|u	M
f110-15	24	o		i	H
f110-15	25	z		?	U
f110-15	26	n		l	H
f110-15	27	BOX		?	U
f110-15	28	e		r	H
f110-15	29	o		i	H
f110-15	30	BOX		?	U
f110-15	31	e		r	H
f110-15	32	t		e	H
f110-15	33	q		u	H
f110-15	34	m		t	H
f110-15	35	e		r	H
f110-15	36	z		?	U
f110-15	37	6		i|n|s	M
f110-15	38	f		c|u	M
f110-15	39	BOX		?	U
f110-15	40	e		r	H
f110-15	41	p		?	U
f110-15	42	w		?	U
f110-15	43	z		?	U
f110-15	44	e		r	H
f110-15	45	h		e	H
f110-15	46	w		?	U
f110-15	47	BOX		?	U
f110-15	48	z		?	U
f110-15	49	e		r	H
f110-16	1	e		r	H
f110-16	2	o		i	H
f110-16	3	z		?	U
f110-16	4	z		?	U
f110-16	5	T		?	U
f110-16	6	h		e	H
f110-16	7	w		?	U
f110-16	8	BOX		?	U
f110-16	9	z		?	U
f110-16	10	n		l	H
f110-16	11	6		i|n|s	M
f110-16	12	h		e	H
f110-16	13	6		i|n|s	M
f110-16	14	q		u	H
f110-16	15	t		e	H
f110-16	16	f		c|u	M
f110-16	17	7		o	H
f110-16	18	BOX		?	U
f110-16	19	6		i|n|s	M
f110-16	20	s		u	H
f110-16	21	7		o	H
f110-16	22	z		?	U
f110-16	23	m		t	H
f110-16	24	4		?	U
f110-16	25	z		?	U
f110-16	26	h		e	H
f110-16	27	BOX		?	U
f110-16	28	p		?	U
f110-16	29	f		c|u	M
f110-16	30	o		i	H
f110-16	31	z		?	U
f110-16	32	e		r	H
f110-16	33	h		e	H
f110-16	34	w		?	U
f110-16	35	BOX		?	U
f110-16	36	t		e	H
f110-16	37	w		?	U
f110-16	38	h		e	H
f110-16	39	n		l	H
f110-16	40	o		i	H
f110-16	41	H		o	H
f110-16	42	7		o	H
f110-16	43	6		i|n|s	M
f110-16	44	q		u	H
f110-16	45	h		e	H
f110-16	46	e		r	H
f110-16	47	BOX		?	U
f110-16	48	t		e	H
f110-16	49	t		e	H
f110-16	50	T		?	U
f110-16	51	H		o	H
f110-16	52	7		o	H
f110-16	53	o		i	H
f110-16	54	e		r	H
f110-16	55	z		?	U
f110-16	56	o		i	H
f110-16	57	e		r	H
f110-16	58	L		r	H
f110-16	59	o		i	H
f110-16	60	z		?	U
f110-17	1	z		?	U
f110-17	2	n		l	H
f110-17	3	6		i|n|s	M
f110-17	4	h		e	H
f110-17	5	4		?	U
f110-17	6	t		e	H
f110-17	7	6		i|n|s	M
f110-17	8	n		l	H
f110-17	9	e		r	H
f110-17	10	T		?	U
f110-17	11	BOX		?	U
f110-17	12	z		?	U
f110-17	13	e		r	H
f110-17	14	o		i	H
f110-17	15	n		l	H
f110-17	16	A		l	H
f110-17	17	q		u	H
f110-17	18	o		i	H
f110-17	19	z		?	U
f110-17	20	e		r	H
f110-17	21	7		o	H
f110-17	22	6		i|n|s	M
f110-17	23	h		e	H
f110-17	24	m		t	H
f110-17	25	o		i	H
f110-17	26	o		i	H
f110-17	27	BOX		?	U
f110-17	28	e		r	H
f110-17	29	7		o	H
f110-17	30	H		o	H
f110-17	31	f		c|u	M
f110-17	32	o		i	H
f110-17	33	q		u	H
f110-17	34	z		?	U
f110-17	35	7		o	H
f110-17	36	6		i|n|s	M
f110-17	37	d		s	H
f110-17	38	w		?	U
f110-17	39	BOX		?	U
f110-18	1	H		o	H
f110-18	2	m		t	H
f110-18	3	o		i	H
f110-18	4	BOX		?	U
f110-18	5	h		e	H
f110-18	6	H		o	H
f110-18	7	w		?	U
f110-18	8	q		u	H
f110-18	9	z		?	U
f110-18	10	f		c|u	M
f110-18	11	h		e	H
f110-18	12	BOX		?	U
f110-18	13	w		?	U
f110-18	14	e		r	H
f110-18	15	w		?	U
f110-18	16	h		e	H
f110-18	17	e		r	H
f110-18	18	f		c|u	M
f110-18	19	t		e	H
f110-18	20	6		i|n|s	M
f110-18	21	H		o	H
f110-18	22	h		e	H
f110-18	23	f		c|u	M
f110-18	24	7		o	H
f110-18	25	7		o	H
f110-18	26	q		u	H
f110-18	27	e		r	H
f110-18	28	e		r	H
f110-18	29	q		u	H
f110-18	30	z		?	U
f110-18	31	6		i|n|s	M
f110-18	32	6		i|n|s	M
f110-18	33	e		r	H
f110-18	34	s		u	H
f110-18	35	f		c|u	M
f110-18	36	BOX		?	U
f110-18	37	z		?	U
f110-18	38	e		r	H
f110-18	39	4		?	U
f110-18	40	e		r	H
f110-18	41	e		r	H
f110-18	42	6		i|n|s	M
f110-18	43	m		t	H
f110-18	44	BOX		?	U
f110-18	45	z		?	U
f110-18	46	z		?	U
f110-18	47	n		l	H
f110-18	48	z		?	U
f110-18	49	h		e	H
f110-18	50	t		e	H
f110-18	51	o		i	H
f110-18	52	6		i|n|s	M
f110-18	53	m		t	H
f110-19	1	z		?	U
f110-19	2	q		u	H
f110-19	3	7		o	H
f110-19	4	o		i	H
f110-19	5	o		i	H
f110-19	6	e		r	H
f110-19	7	6		i|n|s	M
f110-19	8	m		t	H
f110-19	9	4		?	U
f110-19	10	o		i	H
f110-19	11	z		?	U
f110-19	12	6		i|n|s	M
f110-19	13	m		t	H
f110-19	14	h		e	H
f110-19	15	ff		n|o	M
f110-19	16	o		i	H
f110-19	17	6		i|n|s	M
f110-19	18	m		t	H
f110-19	19	w		?	U
f110-19	20	BOX		?	U
f110-19	21	o		i	H
f110-19	22	6		i|n|s	M
f110-19	23	w		?	U
f110-19	24	w		?	U
f110-19	25	o		i	H
f110-19	26	n		l	H
f110-19	27	A		l	H
f110-19	28	z		?	U
f110-19	29	BOX		?	U
f110-19	30	h		e	H
f110-19	31	T		?	U
f110-19	32	e		r	H
f110-19	33	h		e	H
f110-19	34	t		e	H
f110-19	35	n		l	H
f110-19	36	T		?	U
f110-19	37	h		e	H
f110-19	38	q		u	H
f110-19	39	t		e	H
f110-19	40	f		c|u	M
f110-19	41	h		e	H
f110-19	42	BOX		?	U
f110-19	43	n		l	H
f110-19	44	m		t	H
f110-19	45	L		r	H
f110-19	46	o		i	H
f110-19	47	e		r	H
f110-19	48	e		r	H
f110-20	1	e		r	H
f110-20	2	q		u	H
f110-20	3	o		i	H
f110-20	4	w		?	U
f110-20	5	BOX		?	U
f110-20	6	7		o	H
f110-20	7	z		?	U
f110-20	8	n		l	H
f110-20	9	e		r	H
f110-20	10	4		?	U
f110-20	11	f		c|u	M
f110-20	12	h		e	H
f110-20	13	q		u	H
f110-20	14	H		o	H
f110-20	15	4		?	U
f110-20	16	t		e	H
f110-20	17	4		?	U
f110-20	18	o		i	H
f110-20	19	6		i|n|s	M
f110-20	20	m		t	H
f110-20	21	w		?	U
f110-20	22	t		e	H
f110-20	23	H		o	H
f110-20	24	t		e	H
f110-20	25	h		e	H
f110-20	26	BOX		?	U
f110-20	27	v		?	U
f110-20	28	w		?	U
f110-20	29	BOX		?	U
f110-20	30	H		o	H
f110-20	31	h		e	H
f110-20	32	e		r	H
f110-20	33	e		r	H
f110-20	34	t		e	H
f110-20	35	6		i|n|s	M
f110-20	36	d		s	H
f110-20	37	q		u	H
f110-20	38	q		u	H
f110-20	39	m		t	H
f110-20	40	f		c|u	M
f110-20	41	f		c|u	M
f110-20	42	z		?	U
f110-20	43	m		t	H
f110-20	44	z		?	U
f110-20	45	e		r	H
f110-20	46	e		r	H
f110-20	47	n		l	H
f110-20	48	w		?	U
f110-20	49	6		i|n|s	M
f110-20	50	A		l	H
f110-20	51	z		?	U
f110-20	52	v		?	U
f110-20	53	f		c|u	M
f110-20	54	z		?	U
f110-20	55	BOX		?	U
f110-20	56	e		r	H
