line	box	pos	x	y	w	h	code	dist	share	cluster_code	marks
15	f54v_15_023	23	1422	1314	30	56	p	3.927	0.80	p	
15	f54v_15_024	24	1451	1342	9	28	_	5.514	1.00	_	
16	f54v_16_001	1	414	1448	30	28	lam	6.532	0.40	+	
16	f54v_16_002	2	448	1443	13	28	g	5.439	0.57	S	
16	f54v_16_003	3	460	1443	14	27	S	4.002	1.00	S	
16	f54v_16_004	4	475	1443	9	25	_	4.723	1.00	_	
16	f54v_16_005	5	485	1441	20	25	S7	5.314	0.59	_	
16	f54v_16_006	6	506	1446	44	21	_	4.831	0.40	_	
16	f54v_16_007	7	573	1417	66	47	Lx	6.092	0.41	ch	
16	f54v_16_008	8	631	1439	51	51	psi	5.836	0.81	psi	
16	f54v_16_009	9	680	1445	17	22	_	5.942	0.80	_	
16	f54v_16_010	10	692	1400	29	37	lam	2.811	0.80	lam	
16	f54v_16_011	11	709	1416	97	74	_	4.946	1.00	_	
16	f54v_16_012	12	809	1441	7	22	_	3.868	1.00	_	
16	f54v_16_013	13	820	1416	56	66	_	6.881	1.00	_	1
16	f54v_16_014	14	889	1446	50	22	_	5.272	0.80	_	dot
16	f54v_16_015	15	943	1414	108	56	_	3.689	1.00	_	dot
16	f54v_16_016	16	1045	1442	33	27	_	3.428	1.00	_	
16	f54v_16_017	17	1073	1438	32	30	N	4.814	1.00	N	
16	f54v_16_018	18	1125	1415	55	52	_	4.962	1.00	_	
16	f54v_16_019	19	1181	1430	61	32	_	4.441	1.00	_	
16	f54v_16_020	20	1242	1394	52	78	_	5.807	1.00	_	
16	f54v_16_021	21	1273	1412	71	46	_	4.966	1.00	_	1
16	f54v_16_022	22	1363	1436	37	56	psi	3.416	0.52	_	
16	f54v_16_023	23	1398	1432	20	45	_	1.833	0.84	_	
16	f54v_16_024	24	1419	1404	41	48	_	3.888	0.63	_	
17	f54v_17_001	1	426	1533	56	24	m	5.217	0.59	_	
17	f54v_17_002	2	482	1523	66	29	_	5.530	1.00	_	
17	f54v_17_003	3	544	1530	18	19	_	5.824	1.00	_	
17	f54v_17_004	4	563	1535	14	19	_	4.478	1.00	_	
17	f54v_17_005	5	599	1524	88	27	_	3.717	1.00	_	
17	f54v_17_006	6	688	1524	27	26	_	6.731	0.60	_	
17	f54v_17_007	7	735	1501	41	51	ch	3.567	1.00	ch	
17	f54v_17_008	8	786	1530	40	33	e	3.091	1.00	e	
17	f54v_17_009	9	807	1493	97	57	_	4.966	1.00	_	
17	f54v_17_010	10	914	1513	115	81	_	5.603	1.00	_	
17	f54v_17_011	11	1047	1534	10	17	_	6.166	1.00	_	
17	f54v_17_012	12	1079	1500	34	49	p	3.273	1.00	p	
17	f54v_17_013	13	1102	1525	63	61	_	7.235	0.40	_	
17	f54v_17_014	14	1175	1533	12	23	_	3.105	1.00	_	
17	f54v_17_015	15	1194	1528	18	36	eps	3.785	1.00	eps	
17	f54v_17_016	16	1209	1521	24	30	+	3.983	1.00	+	
17	f54v_17_017	17	1250	1495	33	55	_	3.164	1.00	_	
17	f54v_17_018	18	1285	1478	155	85	_	6.538	1.00	_	
17	f54v_17_019	19	1448	1526	12	19	_	4.781	1.00	_	dot
18	f54v_18_001	1	411	1594	46	49	S4	4.246	1.00	S4	
18	f54v_18_002	2	467	1592	41	43	dl	2.175	1.00	dl	
18	f54v_18_003	3	494	1604	31	36	+	2.823	0.64	+	
18	f54v_18_004	4	539	1589	29	45	_	2.859	1.00	_	
18	f54v_18_005	5	559	1612	35	47	y	2.503	0.82	y	
18	f54v_18_006	6	589	1611	27	28	lam	2.070	1.00	lam	1
18	f54v_18_007	7	628	1604	39	35	H	2.705	1.00	H	1|o
18	f54v_18_008	8	676	1612	32	25	Z	3.452	0.82	Z	ot
18	f54v_18_009	9	721	1608	30	64	_	4.837	0.81	_	
18	f54v_18_010	10	755	1605	24	33	tee	3.923	1.00	tee	
18	f54v_18_011	11	784	1611	22	24	_	2.168	1.00	_	
18	f54v_18_012	12	803	1580	27	75	bh	1.519	1.00	bh	
18	f54v_18_013	13	831	1581	42	64	Z	3.889	0.65	Z	
18	f54v_18_014	14	865	1574	45	89	g	1.962	1.00	g	dot
18	f54v_18_015	15	907	1603	27	28	lam	1.845	1.00	lam	
18	f54v_18_016	16	929	1606	33	47	y	2.503	0.83	y	
18	f54v_18_017	17	963	1584	37	48	L	2.935	1.00	L	
18	f54v_18_018	18	998	1611	27	37	g	2.146	1.00	g	
18	f54v_18_019	19	1034	1605	37	60	y	2.610	1.00	y	~
18	f54v_18_020	20	1071	1604	17	31	tee	3.606	1.00	tee	
18	f54v_18_021	21	1095	1588	30	53	K	3.664	1.00	K	
18	f54v_18_022	22	1132	1606	25	25	o.	4.344	1.00	o.	
18	f54v_18_023	23	1160	1608	25	29	S7	2.117	1.00	S7	
18	f54v_18_024	24	1193	1581	19	72	bh	1.304	1.00	bh	
18	f54v_18_025	25	1216	1604	36	25	_	3.768	0.66	_	
18	f54v_18_026	26	1254	1610	21	27	S7	2.648	1.00	S7	
18	f54v_18_027	27	1277	1608	24	25	o.	3.037	1.00	o.	
18	f54v_18_028	28	1313	1577	53	81	g	4.404	0.81	g	5
18	f54v_18_029	29	1369	1585	30	62	phi	1.807	1.00	phi	
18	f54v_18_030	30	1403	1574	47	57	Z	4.423	1.00	Z	
18	f54v_18_031	31	1453	1603	7	16	_	4.968	1.00	_	
19	f54v_19_001	1	423	1698	22	27	o.	3.709	1.00	o.	
19	f54v_19_002	2	447	1683	15	57	bh	2.274	1.00	bh	
19	f54v_19_003	3	464	1706	25	30	S7	2.269	1.00	S7	
19	f54v_19_004	4	477	1671	34	30	#	3.558	1.00	#	
19	f54v_19_005	5	508	1664	45	59	L	3.936	1.00	L	
19	f54v_19_006	6	547	1700	25	40	g	2.504	1.00	g	~
19	f54v_19_007	7	595	1695	45	24	m	3.799	1.00	m	1
19	f54v_19_008	8	632	1696	30	43	g	2.093	1.00	g	
19	f54v_19_009	9	666	1696	27	24	S7	2.444	1.00	S7	~
19	f54v_19_010	10	697	1686	30	30	lam	2.428	1.00	lam	
19	f54v_19_011	11	731	1692	51	38	e	3.421	1.00	e	dot|+
19	f54v_19_012	12	797	1691	21	28	eps	3.329	1.00	eps	5
19	f54v_19_013	13	821	1696	27	26	S7	3.431	1.00	S7	
19	f54v_19_014	14	861	1666	57	55	_	4.288	1.00	_	
19	f54v_19_015	15	919	1669	39	75	phi	3.018	0.83	phi	
19	f54v_19_016	16	971	1658	44	61	Z	3.647	1.00	Z	
19	f54v_19_017	17	1006	1686	28	33	tee	2.615	0.59	tee	
19	f54v_19_018	18	1045	1698	44	35	e	3.121	1.00	e	+
19	f54v_19_019	19	1089	1692	38	33	e	3.199	1.00	e	#
19	f54v_19_020	20	1121	1695	31	26	S7	3.032	1.00	S7	
19	f54v_19_021	21	1165	1693	41	29	#	3.280	1.00	#	dot|ot
19	f54v_19_022	22	1206	1666	20	74	bh	1.611	1.00	bh	
19	f54v_19_023	23	1226	1694	55	17	w	2.139	1.00	w	
19	f54v_19_024	24	1286	1675	39	47	Z	4.613	1.00	Z	dot
19	f54v_19_025	25	1341	1687	42	31	e	3.421	1.00	e	#
19	f54v_19_026	26	1362	1681	44	30	nt	2.873	1.00	nt	
19	f54v_19_027	27	1400	1681	32	43	psi	2.795	0.62	psi	
19	f54v_19_028	28	1428	1661	32	156	_	5.261	0.80	_	dot
