line	box	pos	x	y	w	h	code	dist	share	cluster_code	marks
2	f56v_02_005	5	538	247	53	15	w	2.495	1.00	w	
2	f56v_02_006	6	598	243	34	21	Z	4.334	1.00	Z	ot
2	f56v_02_007	7	636	239	25	27	lam	2.449	1.00	lam	
2	f56v_02_008	8	657	244	30	39	g	1.544	1.00	g	~
2	f56v_02_009	9	708	228	40	51	e	3.804	1.00	e	
2	f56v_02_010	10	748	240	20	28	tee	3.624	1.00	tee	
2	f56v_02_011	11	774	231	30	47	K	2.698	1.00	K	1
2	f56v_02_012	12	806	237	42	58	phi	3.719	0.81	phi	5
2	f56v_02_013	13	849	245	31	28	U	4.944	1.00	U	
2	f56v_02_014	14	878	255	54	18	w	2.145	1.00	w	
2	f56v_02_015	15	932	221	27	77	bh	1.784	1.00	bh	
2	f56v_02_016	16	958	244	30	32	lam	1.976	1.00	lam	~
2	f56v_02_017	17	996	221	27	55	_	2.205	1.00	_	
2	f56v_02_018	18	1019	224	27	74	bh	1.657	1.00	bh	
2	f56v_02_019	19	1040	256	26	34	g	2.955	1.00	g	
2	f56v_02_020	20	1055	237	26	13	Z	6.372	0.82	Z	
2	f56v_02_021	21	1090	229	47	51	Z	4.137	1.00	Z	
2	f56v_02_022	22	1127	259	33	37	g	2.587	1.00	g	
2	f56v_02_023	23	1153	228	14	25	S	3.986	1.00	S	
2	f56v_02_024	24	1181	237	45	59	e	4.308	1.00	e	
2	f56v_02_025	25	1237	242	31	42	p	3.372	1.00	p	1
2	f56v_02_026	26	1310	250	26	38	eps	4.555	1.00	eps	o
2	f56v_02_027	27	1337	244	23	32	tee	4.421	0.79	tee	
2	f56v_02_028	28	1368	248	23	46	p	3.376	1.00	p	
2	f56v_02_029	29	1391	243	69	59	nt	5.894	0.60	_	
3	f56v_03_001	1	386	329	37	50	y	3.356	1.00	y	dot
3	f56v_03_002	2	424	299	18	64	_	2.528	0.85	_	dot
3	f56v_03_003	3	453	301	37	66	_	4.247	0.80	_	
3	f56v_03_004	4	487	324	13	22	_	5.920	0.80	_	dot
3	f56v_03_005	5	500	319	9	20	_	2.950	1.00	_	
3	f56v_03_006	6	517	313	86	53	_	5.870	0.81	_	dot
3	f56v_03_007	7	603	321	65	84	_	4.835	0.80	_	
3	f56v_03_008	8	662	326	15	22	_	4.577	1.00	_	
3	f56v_03_009	9	682	287	28	30	lam	2.238	0.63	lam	
3	f56v_03_010	10	699	300	61	51	_	4.204	1.00	_	
3	f56v_03_011	11	753	319	33	32	#	4.667	0.81	#	
3	f56v_03_012	12	794	323	32	30	lam	4.330	1.00	lam	
3	f56v_03_013	13	812	328	30	36	f	5.794	0.41	f	
3	f56v_03_014	14	843	319	32	35	Z	3.373	0.43	Z	
3	f56v_03_015	15	861	327	44	52	y	2.900	1.00	y	
3	f56v_03_016	16	909	312	38	55	e	4.111	1.00	e	dot
3	f56v_03_017	17	954	332	49	48	_	4.761	0.83	_	
3	f56v_03_018	18	994	330	44	22	rz	3.654	1.00	rz	
3	f56v_03_019	19	1029	335	33	40	g	2.512	1.00	g	7
3	f56v_03_020	20	1060	337	25	38	g	2.093	1.00	g	
3	f56v_03_021	21	1079	320	26	16	Z	5.063	1.00	Z	
3	f56v_03_022	22	1114	340	33	36	S7	3.619	1.00	S7	
3	f56v_03_023	23	1139	315	29	26	#	4.674	0.59	#	
3	f56v_03_024	24	1154	339	54	22	rz	3.325	1.00	rz	dot
3	f56v_03_025	25	1210	342	27	28	S7	2.375	1.00	S7	
3	f56v_03_026	26	1231	340	29	31	lam	2.261	1.00	lam	
3	f56v_03_027	27	1253	316	68	52	nt	8.840	0.61	_	
3	f56v_03_028	28	1306	310	33	26	Lx	4.973	0.78	Lx	
3	f56v_03_029	29	1329	295	46	72	g	6.009	0.62	_	
3	f56v_03_030	30	1375	336	22	59	p	3.043	0.81	p	
3	f56v_03_031	31	1390	312	17	23	_	3.291	0.61	_	
3	f56v_03_032	32	1406	314	53	65	_	5.650	0.81	_	
4	f56v_04_001	1	404	410	31	24	w	4.528	1.00	w	
4	f56v_04_002	2	440	404	20	31	tee	3.288	1.00	tee	
4	f56v_04_003	3	463	403	48	24	rz	2.157	1.00	rz	
4	f56v_04_004	4	516	408	36	52	y	2.367	1.00	y	
4	f56v_04_005	5	547	406	28	30	lam	2.542	1.00	lam	
4	f56v_04_006	6	574	407	27	32	lam	2.689	1.00	lam	1
4	f56v_04_007	7	600	455	22	25	S7	3.286	1.00	S7	
4	f56v_04_008	8	614	406	35	26	U	4.154	0.82	U	
4	f56v_04_009	9	653	412	52	20	w	4.135	1.00	w	
4	f56v_04_010	10	706	385	28	70	bh	1.541	1.00	bh	
4	f56v_04_011	11	738	412	19	23	a	3.914	1.00	a	~
4	f56v_04_012	12	766	411	46	46	nt	3.937	0.78	_	
4	f56v_04_013	13	818	381	26	76	bh	1.460	1.00	bh	
4	f56v_04_014	14	851	399	50	37	dl	4.308	1.00	dl	
4	f56v_04_015	15	892	406	49	48	Lx	3.667	1.00	Lx	
4	f56v_04_016	16	934	420	39	48	y	2.927	0.82	f	
4	f56v_04_017	17	975	416	60	39	w	7.168	0.40	w	
4	f56v_04_018	18	1041	412	27	31	tee	3.798	0.81	tee	
4	f56v_04_019	19	1086	400	35	48	y	4.311	0.41	Z	dot
4	f56v_04_020	20	1137	421	20	31	eps	3.571	1.00	eps	~
4	f56v_04_021	21	1163	425	30	39	g	1.544	1.00	g	
4	f56v_04_022	22	1187	403	26	15	Z	5.395	1.00	Z	
4	f56v_04_023	23	1211	412	40	50	phi	2.355	1.00	phi	
4	f56v_04_024	24	1261	422	33	23	w	4.059	0.61	w	
4	f56v_04_025	25	1292	428	60	45	w	3.788	1.00	w	
4	f56v_04_026	26	1350	420	25	45	psi	4.240	1.00	psi	
4	f56v_04_027	27	1373	425	23	29	S7	2.020	1.00	S7	
4	f56v_04_028	28	1409	398	23	56	_	3.186	1.00	_	
4	f56v_04_029	29	1434	429	26	23	S7	3.146	1.00	S7	
5	f56v_05_001	1	407	494	24	26	eps	4.087	1.00	eps	~
5	f56v_05_002	2	435	464	43	49	wd	3.931	1.00	wd	
5	f56v_05_003	3	482	488	24	25	o.	3.544	1.00	o.	
5	f56v_05_004	4	507	486	45	43	w	5.716	1.00	w	
5	f56v_05_005	5	556	492	16	29	g	4.461	1.00	g	5
5	f56v_05_006	6	589	490	26	40	g	6.158	0.42	_	
5	f56v_05_007	7	616	487	56	57	_	7.081	0.82	_	
5	f56v_05_008	8	674	462	83	50	_	2.731	1.00	_	
5	f56v_05_009	9	776	492	28	34	e	2.526	0.66	g	+
5	f56v_05_010	10	805	511	16	13	_	2.555	1.00	_	dot
5	f56v_05_011	11	813	491	30	49	psi	3.793	1.00	psi	
5	f56v_05_012	12	847	456	25	65	_	4.126	1.00	_	
5	f56v_05_013	13	869	496	80	52	w	5.176	1.00	w	
5	f56v_05_014	14	941	463	37	77	g	3.331	0.75	_	
5	f56v_05_015	15	979	496	41	22	m	3.821	1.00	m	~
5	f56v_05_016	16	1029	502	59	16	w	1.673	1.00	w	
5	f56v_05_017	17	1097	500	42	20	m	3.133	1.00	m	1
5	f56v_05_018	18	1145	502	59	18	w	2.470	1.00	w	
5	f56v_05_019	19	1205	498	28	32	lam	2.261	1.00	lam	~
5	f56v_05_020	20	1257	480	46	59	e	4.211	1.00	e	
5	f56v_05_021	21	1297	474	47	47	wd	4.997	1.00	wd	
5	f56v_05_022	22	1345	472	29	106	bh	3.053	0.83	_	
5	f56v_05_023	23	1381	489	41	53	K	5.465	1.00	K	1
5	f56v_05_024	24	1427	474	33	70	_	6.059	0.60	_	
6	f56v_06_001	1	411	537	59	83	_	6.415	0.64	_	dot
6	f56v_06_002	2	471	548	55	50	_	4.808	1.00	_	
6	f56v_06_003	3	524	573	36	24	_	4.488	0.59	_	dot
6	f56v_06_004	4	581	570	20	27	_	5.337	0.39	g	1
6	f56v_06_005	5	602	575	64	25	_	4.085	1.00	_	
6	f56v_06_006	6	676	556	64	58	_	4.075	1.00	_	
6	f56v_06_007	7	722	556	47	66	_	4.692	1.00	_	
6	f56v_06_008	8	771	548	50	78	_	5.650	0.82	_	
6	f56v_06_009	9	824	569	43	38	Lx	2.449	1.00	Lx	
6	f56v_06_010	10	880	571	26	29	lam	2.250	1.00	lam	
6	f56v_06_011	11	911	579	30	28	S7	1.819	1.00	S7	~
6	f56v_06_012	12	940	572	27	31	lam	2.960	1.00	lam	
6	f56v_06_013	13	962	579	30	39	g	2.254	1.00	g	1|~
6	f56v_06_014	14	1014	576	58	40	nt	3.933	1.00	nt	
6	f56v_06_015	15	1075	583	27	33	S7	3.036	1.00	S7	
6	f56v_06_016	16	1092	556	25	26	+	4.489	0.80	+	
6	f56v_06_017	17	1119	569	40	34	dl	6.810	0.59	_	5
6	f56v_06_018	18	1164	549	28	61	_	3.658	1.00	_	
6	f56v_06_019	19	1191	587	27	28	S7	2.715	1.00	S7	
6	f56v_06_020	20	1231	578	18	29	S	4.016	0.62	tee	~
6	f56v_06_021	21	1273	571	41	36	H	3.057	1.00	H	1|o
6	f56v_06_022	22	1321	582	41	19	m	3.871	1.00	m	
6	f56v_06_023	23	1372	579	33	21	w	3.405	1.00	w	
6	f56v_06_024	24	1404	577	22	31	tee	4.457	1.00	tee	
6	f56v_06_025	25	1430	584	25	22	o.	3.574	1.00	o.	
7	f56v_07_001	1	0	699	6	12	_	3.934	1.00	_	
7	f56v_07_002	2	397	652	41	55	y	2.680	1.00	y	
7	f56v_07_003	3	438	652	42	43	nt	3.961	0.76	_	
7	f56v_07_004	4	485	652	22	26	o.	3.620	1.00	o.	
7	f56v_07_005	5	508	656	26	32	S7	2.269	1.00	S7	
7	f56v_07_006	6	530	627	27	28	#	2.917	1.00	#	
7	f56v_07_007	7	552	657	49	68	Z	6.155	0.79	Z	o
7	f56v_07_008	8	610	630	47	89	_	5.156	1.00	_	
7	f56v_07_009	9	649	627	34	50	L	3.015	1.00	L	~
7	f56v_07_010	10	698	664	25	47	_	5.103	0.80	_	
7	f56v_07_011	11	711	628	37	77	g	3.036	1.00	g	
7	f56v_07_012	12	742	634	26	72	bh	1.503	1.00	bh	
7	f56v_07_013	13	768	670	26	26	S7	2.020	1.00	S7	#
7	f56v_07_014	14	815	646	41	53	e	2.917	1.00	e	
7	f56v_07_015	15	853	645	40	42	wd	3.146	1.00	wd	
7	f56v_07_016	16	875	664	41	47	y	2.009	1.00	y	
7	f56v_07_017	17	932	661	43	44	y	4.302	0.43	y	
7	f56v_07_018	18	976	662	25	23	o.	3.574	1.00	o.	
7	f56v_07_019	19	1004	662	41	22	rz	2.515	1.00	rz	
7	f56v_07_020	20	1033	633	44	72	g	3.421	1.00	g	
7	f56v_07_021	21	1087	643	39	58	e	4.134	1.00	e	
7	f56v_07_022	22	1123	655	24	35	tee	3.625	1.00	tee	
7	f56v_07_023	23	1157	657	29	43	K	3.551	1.00	K	
7	f56v_07_024	24	1181	626	20	28	g	4.999	1.00	g	
7	f56v_07_025	25	1207	667	42	34	e	2.478	1.00	e	#
7	f56v_07_026	26	1253	665	31	22	Z	3.452	0.81	Z	#
7	f56v_07_027	27	1290	667	29	25	S7	3.541	1.00	S7	dot
7	f56v_07_028	28	1308	638	26	26	#	5.487	0.81	#	
7	f56v_07_029	29	1325	661	30	27	lam	2.514	1.00	lam	dot
7	f56v_07_030	30	1346	665	35	36	y	3.623	1.00	y	1
7	f56v_07_031	31	1381	667	33	26	S7	2.790	1.00	S7	#
7	f56v_07_032	32	1428	649	32	66	phi	2.948	1.00	phi	dot
8	f56v_08_001	1	250	739	10	11	_	8.941	1.00	_	dot|dot
8	f56v_08_002	2	417	707	36	53	L	5.037	0.61	L	
8	f56v_08_003	3	452	713	24	74	bh	2.083	1.00	bh	
8	f56v_08_004	4	479	743	16	26	g	3.882	1.00	g	
8	f56v_08_005	5	501	742	25	26	S7	1.824	1.00	S7	~
8	f56v_08_006	6	533	731	27	30	lam	1.758	1.00	lam	
8	f56v_08_007	7	569	742	28	26	S7	1.824	1.00	S7	
8	f56v_08_008	8	599	724	49	83	_	4.835	0.79	_	+
8	f56v_08_009	9	654	742	37	32	e	2.457	1.00	e	#
8	f56v_08_010	10	698	735	23	31	tee	2.807	1.00	tee	
8	f56v_08_011	11	720	745	31	38	g	2.172	1.00	g	
8	f56v_08_012	12	743	743	41	46	y	2.898	1.00	y	~
8	f56v_08_013	13	789	743	21	45	_	6.158	0.43	g	~
8	f56v_08_014	14	830	725	41	55	e	3.611	1.00	e	dot
8	f56v_08_015	15	872	731	33	39	p	3.810	1.00	p	1
8	f56v_08_016	16	930	720	34	77	bh	3.847	0.81	bh	~
8	f56v_08_017	17	966	743	36	34	H	2.363	1.00	H	o|1
8	f56v_08_018	18	1017	749	26	27	eps	5.285	1.00	eps	7
8	f56v_08_019	19	1032	749	38	49	y	2.582	1.00	y	
8	f56v_08_020	20	1070	749	30	43	psi	2.275	1.00	psi	
8	f56v_08_021	21	1109	713	20	62	_	3.213	1.00	_	
8	f56v_08_022	22	1132	754	27	26	S7	1.922	1.00	S7	
8	f56v_08_023	23	1152	728	35	26	#	3.127	1.00	#	dot
8	f56v_08_024	24	1196	750	20	27	eps	5.422	0.77	eps	5
8	f56v_08_025	25	1223	756	24	22	_	2.003	1.00	_	
8	f56v_08_026	26	1249	738	33	51	f	2.341	1.00	f	
8	f56v_08_027	27	1279	758	53	16	w	2.387	1.00	w	
8	f56v_08_028	28	1337	751	22	22	o.	4.473	1.00	o.	
8	f56v_08_029	29	1364	729	33	43	_	3.054	1.00	_	dot
8	f56v_08_030	30	1403	750	25	23	o.	4.736	1.00	o.	dot
8	f56v_08_031	31	1429	752	31	36	nt	5.470	0.58	_	
9	f56v_09_001	1	250	832	5	21	_	3.107	1.00	_	
9	f56v_09_002	2	371	855	6	12	_	3.704	1.00	_	
9	f56v_09_003	3	410	819	23	26	o.	3.259	1.00	o.	
9	f56v_09_004	4	438	821	40	20	m	3.830	1.00	m	~
9	f56v_09_005	5	483	825	58	49	w	6.194	1.00	w	
9	f56v_09_006	6	556	827	17	12	_	5.499	1.00	_	1
9	f56v_09_007	7	586	817	15	17	_	4.725	1.00	_	
9	f56v_09_008	8	613	804	31	36	f	6.749	0.40	Z	
9	f56v_09_009	9	651	844	5	10	_	3.669	1.00	_	dot
9	f56v_09_010	10	656	814	32	55	_	6.495	0.80	_	ot
9	f56v_09_011	11	699	794	41	49	wd	3.135	1.00	wd	
9	f56v_09_012	12	737	794	30	76	bh	1.722	1.00	bh	
9	f56v_09_013	13	753	796	43	78	g	3.086	1.00	g	
9	f56v_09_014	14	804	821	26	33	e	2.526	0.49	g	#
9	f56v_09_015	15	834	819	51	36	nt	5.110	1.00	nt	
9	f56v_09_016	16	890	821	23	25	o.	3.232	1.00	o.	
9	f56v_09_017	17	924	826	36	18	]	3.261	1.00	]	ot
9	f56v_09_018	18	975	830	18	27	g	3.986	0.80	g	
9	f56v_09_019	19	998	819	41	42	Lx	3.867	1.00	Lx	5
9	f56v_09_020	20	1064	806	31	49	p	5.541	0.59	p	
9	f56v_09_021	21	1090	825	35	61	p	2.669	1.00	p	
9	f56v_09_022	22	1124	833	16	21	_	3.833	1.00	_	
9	f56v_09_023	23	1142	826	80	29	_	5.303	1.00	_	
9	f56v_09_024	24	1237	806	24	51	_	4.027	1.00	_	
9	f56v_09_025	25	1263	833	27	22	_	6.603	0.40	_	
9	f56v_09_026	26	1291	836	41	22	_	3.483	1.00	_	
9	f56v_09_027	27	1331	841	34	35	_	5.223	0.45	_	
9	f56v_09_028	28	1373	808	28	51	_	3.633	1.00	_	
9	f56v_09_029	29	1396	839	31	32	S7	5.043	0.80	#	
9	f56v_09_030	30	1430	838	30	25	_	5.159	0.61	_	
10	f56v_10_001	1	415	900	13	21	_	3.145	1.00	_	
10	f56v_10_002	2	429	896	42	25	_	4.491	0.63	_	dot
10	f56v_10_003	3	492	871	21	67	_	5.711	0.80	_	
10	f56v_10_004	4	687	871	63	41	w	9.291	0.60	w	~
10	f56v_10_005	5	766	877	47	48	_	5.068	0.40	_	
10	f56v_10_006	6	802	896	49	29	_	4.837	0.42	_	
10	f56v_10_007	7	860	906	30	34	_	6.311	0.61	_	
10	f56v_10_008	8	893	897	46	37	Lx	3.151	1.00	Lx	
10	f56v_10_009	9	945	890	40	54	phi	3.469	1.00	phi	
10	f56v_10_010	10	987	904	33	21	]	4.574	1.00	]	#
10	f56v_10_011	11	1037	885	45	46	wd	5.134	1.00	wd	
10	f56v_10_012	12	1087	910	24	25	o.	3.590	1.00	o.	
10	f56v_10_013	13	1120	873	23	61	_	4.051	1.00	_	
10	f56v_10_014	14	1155	908	43	32	H	3.032	1.00	H	1
10	f56v_10_015	15	1207	917	20	31	g	3.798	1.00	g	o
10	f56v_10_016	16	1220	893	43	71	g	5.098	1.00	g	
10	f56v_10_017	17	1263	913	25	29	lam	2.250	1.00	lam	1
10	f56v_10_018	18	1293	920	39	35	nt	3.695	0.79	nt	
10	f56v_10_019	19	1337	919	22	25	o.	4.220	1.00	o.	
10	f56v_10_020	20	1362	926	26	25	S7	2.033	1.00	S7	
10	f56v_10_021	21	1385	896	32	27	#	3.303	1.00	#	
10	f56v_10_022	22	1413	903	47	49	Z	5.257	1.00	Z	dot
11	f56v_11_001	1	399	970	56	43	nt	3.404	1.00	nt	dot|1
11	f56v_11_002	2	460	972	22	26	o.	4.262	1.00	o.	
11	f56v_11_003	3	482	972	42	22	rz	5.941	1.00	rz	
11	f56v_11_004	4	719	971	37	60	_	9.717	1.00	_	dot
11	f56v_11_005	5	790	977	11	25	tee	6.375	0.79	tee	
11	f56v_11_006	6	802	983	30	30	S7	3.290	1.00	S7	#
11	f56v_11_007	7	852	981	26	28	o.	3.836	1.00	o.	dot
11	f56v_11_008	8	878	982	65	54	_	5.688	0.81	_	
11	f56v_11_009	9	942	989	56	16	w	1.702	1.00	w	
11	f56v_11_010	10	1006	988	21	20	a	4.998	1.00	a	1
11	f56v_11_011	11	1033	987	29	27	lam	3.303	1.00	lam	1
11	f56v_11_012	12	1074	980	45	31	dl	3.202	1.00	dl	
11	f56v_11_013	13	1112	980	36	38	+	3.143	0.61	f	
11	f56v_11_014	14	1168	970	32	45	y	3.753	0.84	y	
11	f56v_11_015	15	1211	968	53	65	f	1.971	0.65	_	
11	f56v_11_016	16	1245	993	44	22	_	3.903	1.00	_	
11	f56v_11_017	17	1286	996	20	22	_	4.960	0.63	_	
11	f56v_11_018	18	1313	1000	63	37	w	5.544	0.83	w	
11	f56v_11_019	19	1380	980	27	39	_	3.208	1.00	_	
11	f56v_11_020	20	1401	969	56	50	ch	6.089	0.62	ch	
12	f56v_12_001	1	414	1058	46	51	w	4.083	0.84	w	dot
12	f56v_12_002	2	456	1051	41	45	f	4.360	0.24	Z	
12	f56v_12_003	3	496	1058	13	22	tee	4.582	1.00	tee	
12	f56v_12_004	4	509	1055	17	24	_	3.142	1.00	_	
12	f56v_12_005	5	525	1049	30	29	N	2.935	1.00	N	
12	f56v_12_006	6	569	1051	20	44	_	5.727	1.00	_	
12	f56v_12_007	7	579	1060	28	42	_	5.333	0.42	_	
12	f56v_12_008	8	672	1082	35	33	dl	3.541	0.61	dl	
12	f56v_12_009	9	746	1058	19	18	lam	4.888	0.80	_	
12	f56v_12_010	10	766	1030	71	67	_	6.080	1.00	_	1
12	f56v_12_011	11	830	1057	15	22	tee	4.506	1.00	tee	
12	f56v_12_012	12	844	1049	18	42	tee	5.233	0.61	_	1
12	f56v_12_013	13	874	1054	29	35	+	2.823	0.80	+	dot
12	f56v_12_014	14	904	1062	40	38	Lx	3.934	1.00	Lx	
12	f56v_12_015	15	948	1036	33	86	bh	1.722	1.00	bh	
12	f56v_12_016	16	986	1064	25	28	o.	3.848	1.00	o.	
12	f56v_12_017	17	1016	1072	27	29	S7	2.117	1.00	S7	
12	f56v_12_018	18	1034	1065	46	58	y	4.375	1.00	y	
12	f56v_12_019	19	1083	1066	50	47	_	4.761	0.84	_	
12	f56v_12_020	20	1117	1070	62	18	w	2.564	1.00	w	
12	f56v_12_021	21	1182	1071	27	24	o.	4.548	1.00	o.	
12	f56v_12_022	22	1216	1046	20	55	_	3.186	1.00	_	
12	f56v_12_023	23	1246	1040	25	84	bh	2.067	1.00	bh	
12	f56v_12_024	24	1309	1073	19	32	tee	3.949	1.00	tee	
12	f56v_12_025	25	1328	1059	39	56	f	2.018	1.00	f	
12	f56v_12_026	26	1361	1083	50	18	w	3.920	1.00	w	
12	f56v_12_027	27	1417	1057	30	69	bh	1.911	1.00	bh	
13	f56v_13_001	1	410	1115	56	80	_	4.462	1.00	_	
13	f56v_13_002	2	464	1125	48	66	phi	2.811	1.00	phi	
13	f56v_13_003	3	511	1105	81	93	_	5.075	0.61	_	1|o
13	f56v_13_004	4	593	1145	46	20	m	3.657	1.00	m	~
13	f56v_13_005	5	644	1145	53	49	y	4.917	0.43	_	
13	f56v_13_006	6	688	1110	20	28	S	5.048	0.43	g	
13	f56v_13_007	7	700	1144	40	36	nt	3.244	1.00	nt	
13	f56v_13_008	8	749	1142	26	28	o.	3.479	1.00	o.	
13	f56v_13_009	9	784	1145	46	40	e	3.879	1.00	e	dot|#
13	f56v_13_010	10	844	1140	37	31	sq	6.091	0.61	sq	?
13	f56v_13_011	11	885	1139	27	32	tee	3.563	1.00	tee	
13	f56v_13_012	12	919	1138	41	38	H	2.903	1.00	H	1
13	f56v_13_013	13	982	1151	23	20	a	5.023	1.00	a	o
13	f56v_13_014	14	1002	1117	14	29	S	3.462	1.00	S	
13	f56v_13_015	15	1013	1128	47	58	e	4.731	1.00	e	dot
13	f56v_13_016	16	1073	1131	40	58	e	5.205	1.00	e	
13	f56v_13_017	17	1110	1158	30	26	S7	2.483	1.00	S7	dot
13	f56v_13_018	18	1137	1133	42	60	f	2.018	1.00	f	
13	f56v_13_019	19	1167	1160	57	18	w	2.542	1.00	w	
13	f56v_13_020	20	1209	1156	48	56	y	2.923	1.00	y	
13	f56v_13_021	21	1261	1078	68	103	_	7.004	1.00	_	
13	f56v_13_022	22	1341	1165	26	28	S7	2.330	1.00	S7	
13	f56v_13_023	23	1358	1132	29	24	#	4.085	1.00	#	
13	f56v_13_024	24	1375	1165	63	15	w	2.370	1.00	w	
14	f56v_14_001	1	414	1224	39	22	]	4.049	1.00	]	o|o
14	f56v_14_002	2	456	1211	49	45	Lx	3.173	0.77	Lx	
14	f56v_14_003	3	543	1204	28	45	p	3.299	1.00	p	dot
14	f56v_14_004	4	565	1226	49	22	_	3.626	1.00	_	
14	f56v_14_005	5	611	1228	37	21	#	6.323	0.61	Z	
14	f56v_14_006	6	658	1230	68	39	w	4.283	0.84	w	
14	f56v_14_007	7	723	1203	53	50	_	4.090	1.00	_	
14	f56v_14_008	8	794	1203	27	48	L	3.422	0.41	_	
14	f56v_14_009	9	816	1230	80	23	_	3.019	1.00	_	
14	f56v_14_010	10	918	1200	30	56	_	2.106	1.00	_	
14	f56v_14_011	11	942	1225	54	31	_	5.175	0.65	_	
14	f56v_14_012	12	978	1233	55	52	S4	5.061	0.61	_	
14	f56v_14_013	13	1041	1241	38	23	m	5.145	1.00	m	
14	f56v_14_014	14	1078	1241	57	24	_	3.554	1.00	_	dot
14	f56v_14_015	15	1130	1212	38	56	_	3.809	1.00	_	
14	f56v_14_016	16	1190	1242	21	32	eps	3.333	1.00	eps	
14	f56v_14_017	17	1208	1237	28	32	+	4.451	1.00	+	
14	f56v_14_018	18	1245	1246	52	21	_	5.462	0.82	_	
14	f56v_14_019	19	1296	1204	49	94	_	5.960	0.61	g	
14	f56v_14_020	20	1350	1248	15	18	_	5.076	1.00	_	
14	f56v_14_021	21	1360	1222	44	45	ch	6.089	0.61	ch	
14	f56v_14_022	22	1408	1245	46	22	w	4.753	0.83	w	
15	f56v_15_001	1	396	1348	23	28	_	4.951	0.79	lam	
15	f56v_15_002	2	420	1309	20	46	psi	4.147	1.00	psi	
15	f56v_15_003	3	441	1284	62	48	_	4.565	1.00	_	dot
15	f56v_15_004	4	517	1298	121	33	_	4.245	1.00	_	
15	f56v_15_005	5	636	1280	26	51	_	2.238	1.00	_	
15	f56v_15_006	6	666	1302	53	35	Lx	3.654	0.79	Lx	
15	f56v_15_007	7	725	1300	32	34	+	3.020	0.60	+	
15	f56v_15_008	8	765	1317	31	27	S7	2.671	1.00	S7	
15	f56v_15_009	9	812	1283	53	55	wd	3.806	1.00	wd	#
15	f56v_15_010	10	864	1282	39	86	bh	1.867	1.00	bh	
15	f56v_15_011	11	892	1313	37	55	y	3.121	1.00	y	
15	f56v_15_012	12	926	1316	62	39	nt	3.033	0.82	nt	
15	f56v_15_013	13	992	1283	37	85	bh	1.867	1.00	bh	
15	f56v_15_014	14	1020	1327	65	17	w	2.170	1.00	w	
15	f56v_15_015	15	1095	1307	44	55	e	3.144	1.00	e	dot
15	f56v_15_016	16	1144	1315	44	38	Lx	2.673	0.83	Lx	
15	f56v_15_017	17	1194	1313	43	36	dl	5.062	1.00	dl	
15	f56v_15_018	18	1265	1328	42	22	rz	5.311	0.58	_	
15	f56v_15_019	19	1308	1327	12	16	_	2.169	1.00	_	
15	f56v_15_020	20	1356	1325	19	27	S	3.424	1.00	S	
