line	position	sign	confidence	alt	why
hstam_4_h_1411_0024_L01	1	7	M	B:-	gap
hstam_4_h_1411_0024_L01	2	97	H		agree
hstam_4_h_1411_0024_L01	3	29	H		agree
hstam_4_h_1411_0024_L01	4	16	M	B:18	differ
hstam_4_h_1411_0024_L01	5	16	H		agree
hstam_4_h_1411_0024_L01	6	29	H		agree
hstam_4_h_1411_0024_L01	7	61	M	B:81	differ
hstam_4_h_1411_0024_L01	8	83	H		agree
hstam_4_h_1411_0024_L01	9	29	H		agree
hstam_4_h_1411_0024_L01	10	84	H		agree
hstam_4_h_1411_0024_L01	11	30	H		agree
hstam_4_h_1411_0024_L01	12	14	M	A:-	gap
hstam_4_h_1411_0024_L01	13	140	M	B:0	differ
hstam_4_h_1411_0024_L01	14	42	H		agree
hstam_4_h_1411_0024_L01	15	66	H		agree
hstam_4_h_1411_0024_L01	16	26	H		agree
hstam_4_h_1411_0024_L01	17	46	H		agree
hstam_4_h_1411_0024_L01	18	16	H	B:16	settled:precedent-bMAL23(26/16->16,H)
hstam_4_h_1411_0024_L01	19	44	M	B:24	differ
hstam_4_h_1411_0024_L01	20	92	M	B:9	differ
hstam_4_h_1411_0024_L01	21	Q	H		agree
hstam_4_h_1411_0024_L01	22	W	H		agree
hstam_4_h_1411_0024_L01	23	84	H		agree
hstam_4_h_1411_0024_L01	24	25	H		agree
hstam_4_h_1411_0024_L01	25	15	H		agree
hstam_4_h_1411_0024_L01	26	11	H		agree
hstam_4_h_1411_0024_L01	27	N	H		agree
hstam_4_h_1411_0024_L01	28	48	H		agree
hstam_4_h_1411_0024_L01	29	24	M	B:44	differ
hstam_4_h_1411_0024_L01	30	80	H		agree
hstam_4_h_1411_0024_L01	31	35	H		agree
hstam_4_h_1411_0024_L01	32	R	H		agree
hstam_4_h_1411_0024_L01	33	11	H		agree
hstam_4_h_1411_0024_L01	34	P	H		agree
hstam_4_h_1411_0024_L01	35	70	H		agree
hstam_4_h_1411_0024_L02	1	7	M	B:-	gap
hstam_4_h_1411_0024_L02	2	11	H		agree
hstam_4_h_1411_0024_L02	3	#	M	B:49	differ
hstam_4_h_1411_0024_L02	4	83	H		agree
hstam_4_h_1411_0024_L02	5	28	H		agree
hstam_4_h_1411_0024_L02	6	15	H		agree
hstam_4_h_1411_0024_L02	7	13	H		agree
hstam_4_h_1411_0024_L02	8	27	H		agree
hstam_4_h_1411_0024_L02	9	29	H		agree
hstam_4_h_1411_0024_L02	10	42	H		agree
hstam_4_h_1411_0024_L02	11	137	H		agree
hstam_4_h_1411_0024_L02	12	163	M	A:-	gap
hstam_4_h_1411_0024_L02	13	177	M	A:-	gap
hstam_4_h_1411_0024_L02	14	Y	M	A:-	gap
hstam_4_h_1411_0024_L02	15	103	M	B:44	differ
hstam_4_h_1411_0024_L02	16	61	H		agree
hstam_4_h_1411_0024_L02	17	83	H		agree
hstam_4_h_1411_0024_L02	18	83	H		agree
hstam_4_h_1411_0024_L02	19	97	H		agree
hstam_4_h_1411_0024_L02	20	11	H		agree
hstam_4_h_1411_0024_L02	21	84	H		agree
hstam_4_h_1411_0024_L02	22	27	H		agree
hstam_4_h_1411_0024_L02	23	48	H		agree
hstam_4_h_1411_0024_L02	24	44	H		agree
hstam_4_h_1411_0024_L02	25	39	H		agree
hstam_4_h_1411_0024_L02	26	12	M	B:72	differ
hstam_4_h_1411_0024_L02	27	70	H		agree
hstam_4_h_1411_0024_L02	28	30	H		agree
hstam_4_h_1411_0024_L02	29	60	H		agree
hstam_4_h_1411_0024_L02	30	90	H		agree
hstam_4_h_1411_0024_L03	1	88	M	B:-	gap
hstam_4_h_1411_0024_L03	2	91	M	B:-	gap
hstam_4_h_1411_0024_L03	3	28	M	B:-	gap
hstam_4_h_1411_0024_L03	4	80	M	B:-	gap
hstam_4_h_1411_0024_L03	5	90	M	B:-	gap
hstam_4_h_1411_0024_L03	6	09	M	B:9	differ
hstam_4_h_1411_0024_L03	7	05	M	B:45	differ
hstam_4_h_1411_0024_L03	8	61	H		agree
hstam_4_h_1411_0024_L03	9	63	H		agree
hstam_4_h_1411_0024_L03	10	42	M	B:72	differ
hstam_4_h_1411_0024_L03	11	66	H		agree
hstam_4_h_1411_0024_L03	12	41	M	B:44	differ
hstam_4_h_1411_0024_L03	13	91	H		agree
hstam_4_h_1411_0024_L03	14	65	H		agree
hstam_4_h_1411_0024_L03	15	28	H		agree
hstam_4_h_1411_0024_L03	16	N	H		agree
hstam_4_h_1411_0024_L03	17	60	H		agree
hstam_4_h_1411_0024_L03	18	82	H		agree
hstam_4_h_1411_0024_L03	19	70	H		agree
hstam_4_h_1411_0024_L03	20	10	H		agree
hstam_4_h_1411_0024_L03	21	16	H		agree
hstam_4_h_1411_0024_L03	22	83	H		agree
hstam_4_h_1411_0024_L03	23	13	H		agree
hstam_4_h_1411_0024_L03	24	75	M	B:45	differ
hstam_4_h_1411_0024_L03	25	99	H		agree
hstam_4_h_1411_0024_L03	26	94	H		agree
hstam_4_h_1411_0024_L03	27	79	M	B:49	differ
hstam_4_h_1411_0024_L04	1	ILLEGIBLE	M	A:-	gap
hstam_4_h_1411_0024_L04	2	58	H		agree
hstam_4_h_1411_0024_L04	3	83	H		agree
hstam_4_h_1411_0024_L04	4	W	H		agree
hstam_4_h_1411_0024_L04	5	79	H		agree
