line	tomo	inv_no	shelfmark	date	place	sender	recipient	class	index_wording	key_route
2868	A	180	A-2, f.141.	Sin fecha	Carta de ... (imposible de descifrar a causa de la humedad) a Jaime Il de Aragón, en que le da			P	Carta de ... (imposible de descifrar a causa de la humedad) a Jaime Il de Aragón, en que le da	none known
9395	A	645	A-7, f.172	1475.07.23	Roma			P	Original, en cifra toda ella.	none known
9405	A	646	A-7, f.173.	1475.07.23	Roma			P	Antonio Moranda. El resto de la carta está en cifra.	none known
9481	A	651	A-7, f.180.	1476.01.01	Olite (Navarra)			P	Original. Parte en cifra. Otra parte resulta casi ilegible, a causa de la humedad. El sitio donde	none known
9810	A	675	A-7, f.219 y 220.	1477.11.07	Nápoles	Luis Despuig		P	cifra.	none known -- 1478, Catholic Monarchs era, pre-dates Kolosova's corpus
9898	A	681	A-7, f.236.	1478.12.03	Nápoles	Luis Despuig	los Reyes Católicos	D	Carta del maestre de Montesa, Luis Despuig, a los Reyes Católicos, Fernando e Isabel, en cifra.	none known -- 1478, Catholic Monarchs era, pre-dates Kolosova's corpus
9908	A	682	A-7, f.237.	1478.07.10	Barcelona			U	No existe el texto descifrado de esta carta.	none known
10068	A	693	A-7, f.247.	1478.12.15	Nápoles	Luis Despuig		P	la cifra para su correspondencia con los Reyes Católicos con mosén Ariño.	none known -- 1478, Catholic Monarchs era, pre-dates Kolosova's corpus
10259	A	706	A-8, f.20 y 21.	1500.05.29	Nápoles			P	Original, con algunos párrafos en cifra.	none known
10458	A	714	A-8, f.32.	Sin fecha	Carta del secretario Juan Coloma a Fernando el Católico, en la que trataba de las negociaciones			P	Copia manuscrita sacada de la original en cifra.	none known
10532	A	719	A-8, f.40 y 41.				los Reyes Católicos	P	Original. El final de la carta se halla escrito en cifra.	none known
10754	A	733	A-8, f.79.					P	Original, escrita en cifra la mayor parte de ella.	none known
10970	A	748	A-8, f.114.	Sin fecha	Carta del arzobispo de Toledo, don Alonso Carrillo, a (una persona que no nombra), dándole			P	Original, con algunas palabras en cifra.	none known
11031	A	752	A-8, f.118.	Sin fecha	Escrito anónimo, dirigido a Fernando el Católico, sobre la situación política del principado de			P	Original, con el sello de armas del remitente, que aparece boroso e imposible de descifrar.	none known
11602	A	794	A-8, f.199 y 200.	Sin fecha	Carta de ... (no tiene firma) a Fernando el Católico, que empieza: Recibí la carta de V.M. de los xiiij			P	Original, en su mayor parte en cifra.	none known
11613	A	795	A-8, f.201 y 202.	Sin fecha	Carta de Gonzalo Fernández de Córdoba, el Gran Capitán a los Reyes Católicos Fernando e Isabel,		los Reyes Católicos	P	Original, en su mayor parte en cifra.	none known
11625	A	796	A-8, f.203 a 208.	Sin fecha	Carta de ... a los Reyes Católicos Fernando e Isabel, comunicándoles la entrada de Gonzalo		los Reyes Católicos	P	Manuscrito de la época, en gran parte en cifra, algo fracturado y manchado, que impide leer	none known
12168	A	831	A-9, f.35.	Sin fecha	Carta de N... a N..., tratando del peligro que existía de que el rey de Francia, Carlos VIIl, hiciera			P	Minuta manuscrita, de letra de finales del siglo XV, y preparada para enviarla transcrita en cifra a	none known
12825	A	879	A-9, f.108, 109 y 107.	Sin fecha	Carta de la reina de Nápoles (no expresa nombre) a la reina Isabel la Católica, indescifrable por su			P	Carta de la reina de Nápoles (no expresa nombre) a la reina Isabel la Católica, indescifrable por su	none known
12970	A	890	A-9, f.126 y 127.				los Reyes Católicos	U	Original, cuyo texto descifrado no existe a continuación.	none known
13824	A	949	A-9, f.230 a 237.	Sin fecha	Cuatro cartas cifradas, que carecen de firma, de lugar y de fecha, dirigidas a los Reyes Católicos,		los Reyes Católicos	P	Cuatro cartas cifradas, que carecen de firma, de lugar y de fecha, dirigidas a los Reyes Católicos,	none known
13875	A	952	A-10, f.3.	1472.08.24	Tarragona			P	solicita; y sigue la carta en cifra.	none known
13965	A	958	A-10, f.9.	1478.04.00	Madrid			P	Carta de Fernando el Católico al rey Juan |!, su padre, en cifra.	none known
14007	A	961	A-10, f.12.	1483.12.27	Carta de Fadrique ll, rey de Nápoles, a Fernando el Católico, ofreciéndosele con todos sus			P	súbditos. El resto de la carta en cifra.	none known
14086	A	966	A-10, f.17.	1503.05.07	Venecia			P	éstos, comunicándoles las primeras noticias de la batalla de Ceriñola. El resto de la carta en cifra.	none known
14134	A	969	A-10, f.20.	1504.02.05	Venecia			P	cifra.	none known
14146	A	970	A-10, f.21.	1504.12.16	Toro			P	Domingo; el resto de la carta en cifra.	none known
15568	A	1067	A-11, f.109 a 111.	1496.10.03	Carta de Garcilaso de la Vega, embajador de los Reyes Católicos en Roma, a Fernando el Católico.			P	En cifra.	none known
15595	A	1069	A-11, f.114 y 115.	Sin fecha	Capítulos que llevó Gonzalo Amarillo, que partió a VI!Il de noviembre.			P	Original, en cifra.	none known
15682	A	1076	A-11, f.125	1496.10.03	, 1496.12.31			P	descifradas de letra de Pascual de Gayangos.	none known
15709	A	1078	A-11, f.127 a 129.	1497.01.14	Milán		los Reyes Católicos	P	Carta de Antonio de Fonseca a los Reyes Católicos, Fernando e Isabel. En cifra.	none known
15719	A	1079	A-11, f.131 y 132.	1497.06.23	Milán		los Reyes Católicos	P	Original, con algunos párrafos en cifra.	none known
15733	A	1080	A-11, f.133.	1497.06.23	Milán			P	Los párrafos en cifra de la carta reseñada en el número anterior (1079).	none known
15967	A	1097	A-11, f.154.	1497.04.04	Brujas			P	Católicos en Inglaterra, anunciándole la remisión de una cifra para su correspondencia.	none known
16383	A	1127	A-11, f.194,	1498.09.07	Aviñón			P	Carta de Iñigo de Córdoba y del doctor Ponce a Fernando el Católico, en cifra.	none known
16596	A	1143	A-11, f.247 y 248.	1500.03.01	Malinas			P	debería efectuar el pago de transporte de la correspondencia. Parte de la carta se halla en cifra.	none known
16712	A	1151	A-11, f.258 y 259.	1500.07.02	Nápoles			P	en cifra.	none known
16770	A	1155	A-11, f.263 y 264.	1500.07.22	Nápoles			P	parecer, los franceses iban camino de invadir Lombardía. El resto de la carta está en cifra.	none known
16795	A	1157	A-11, f.267 y 268.	1500.08.31	Carta de ... (no se expresa su nombre) a Fernando el Católico, en cifra.			P	Carta de ... (no se expresa su nombre) a Fernando el Católico, en cifra.	none known
16821	A	1159	A-11, f.270.	1500.09.21	En la carraca camillas			P	escrita toda ella en cifra.	none known
17453	A	1204	A-11, f.332.	1502.12.28	Barleta		los Reyes Católicos	P	Fernando e Isabel, toda en cifra.	none known
17690	A	1222	A-11, f.366.	1503.03.21	Barleta		los Reyes Católicos	P	Original, con algunos párrafos en cifra.	none known
17808	A	1231	A-11, f.377 y 378.	1503.06.28	Roma			P	Original, con algunos párrafos en cifra.	none known
18078	A	1249	A-11, f.400.	1504.02.10	Venecia			P	Original en cifra.	none known
18241	A	1261	A-11, f.2	1504.09.08	Nápoles			P	Original. Parte de ella en cifra.	none known
18258	A	1262	A-11, f.416 y 417.	1504.09.08	Nápoles			P	Original en cifra.	none known
18326	A	1266	A-11, f.422.	1504.12.19	Venecia			P	Original en cifra.	none known
18408	A	1272	A-12, f.1.	1505.01.10	Nápoles			P	Original en cifra.	none known
18456	A	1275	A-12, f.5.	1505.02.08	Bruselas			P	Original en cifra, muy afectado por la humedad, sobre todo la segunda mitad de su texto.	none known
18833	A	1303	A-12, f.40.	1506.05.10	Nápoles			P	Original, cuya primera mitad se halla en cifra.	none known
19706	A	1361	A-12, f.145 a 148.	1507.06.26	Carta de Diego Pérez a Fernando el Católico.			P	Original, en cifra.	none known
20525	A	1417	A-12, f.236.	1508.05.19	Nápoles			P	Almazán, comunicándole que las noticias de la corte de Roma las había escrito con la cifra de	none known
20652	A	1426	A-12, f.250.	1508.08.04	Londres			P	Original en cifra.	none known
21298	A	1470	A-13, f.30 y 31.	1509.08.04	Sevilla			P	Autógrafa, y parte de ella en cifra.	none known
21321	A	1471	A-13, f.32.	1509.08.04	Sevilla			P	Los párrafos en cifra de la carta reseñada en el número anterior (1470) descifrados. Tratan de la	none known
22259	A	1533	A-13, f.178.	1511.09.28	Traburs			P	Carta de Pedro de Urrea al secretario Miguel Pérez de Almazán, rogándole le enviara la cifra con la	none known
22784	A	1569	A-14, f.27.	1512.08.20	Mántua			P	cifras nuevas por lo cual había mandado quemar las viejas; trataba además de las dificultades que	none known
22822	A	1571	A-14, f.31.	1512.08.24	Trento			P	Original en cifra.	none known
24227	A	1668	A-14, f.185.	1513.10.22	Amberes			P	Original en cifra.	none known
24733		1704		Sin fecha	Cifra del visorrey.			P	Cifra del visorrey.	none known
24742	A	1705	A-15, f.729.	Sin fecha	Cifra general.			P	Cifra general.	none known
24751	A	1706	A-15, f.11 a 14.	Sin fecha	Cifra entre Alonso de Silva y Garcilaso de la Vega, (embajador en Roma).			P	Cifra entre Alonso de Silva y Garcilaso de la Vega, (embajador en Roma).	none known
24759	A	1707	A-15, f.15.	Sin fecha	Cifra con Muros. (Don Diego de Muros, obispo de Oviedo.)			P	Cifra con Muros. (Don Diego de Muros, obispo de Oviedo.)	none known
24767	A	1708	A-15, f.16.	Sin fecha	Cifra con Fray Juan de Mauleón.			P	Cifra con Fray Juan de Mauleón.	none known
24782	A	1709	A-15, f.22.	Sin fecha	Cifra con el obispo de Badajoz (don Juan Ruiz de Medina, embajador en Roma).			P	Cifra con el obispo de Badajoz (don Juan Ruiz de Medina, embajador en Roma).	none known
24790	A	1711	A-15, f.23.	Sin fecha	Cifra entre (Juan Claros de Guzmán, Xl) duque de Medina Sidonia y duque de Medina de las			P	Cifra con el arzobispo de Zaragoza, (don Alonso de Aragón, hijo del Rey Católico y gobernador	none known
25419	A	1750	A-16, f.103.	1516.07.06	Carta de D. Juan de Castro y de Pinós, obispo de Jorgeto, a su hermano, Francisco de Castro y de			P	Original, en cifra.	none known
26668	A	1834	A-17, f.31 y 32.	1517.12.13	La Mirándula	Lope de Soria	Carlos V	P	Original, en parte en cifra, ilegible por faltarle varios trozos de papel.	Ko.6 (Kolosova, subst. p.284, nomenclature p.307)
33521	A	2391	A-19, f.27 a 29.	1520.05.02	Roma	Juan Manuel	Carlos V	P	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
33531	A	2392	A-19, f.31 y 32.	1520.05.02	Roma	Juan Manuel	Carlos V	P	dirigida a éste, en cifra.	Ko.2 (Kolosova)
33543	A	2393	A-19, f.34 a 36.	1520.05.02	Roma	Juan Manuel	Carlos V	P	en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
33595	A	2396	A-19, f.43 a 50.	1520.05.12	Roma	Juan Manuel	Carlos V	P	Original en cifra, con su traducción entre líneas, de letra del siglo XIX.	Ko.2 (Kolosova)
33609	A	2397	A-19, f.51 a 60.	1520.05.12	Roma	Juan Manuel	Carlos V	P	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra en su mayor parte.	Ko.2 (Kolosova)
33642	A	2398	A-19, f.62 a 68.	1520.05.12	Roma	Juan Manuel	Carlos V	P	en cifra del documento anterior, en que trataba de los deseos del papa León X de que el Rey	Ko.2 (Kolosova)
33674	A	2400	A-19, f.72 a 76.	1520.05.31	Roma	Juan Manuel	Carlos V	P	Original, en su mayor parte en cifra.	Ko.2 (Kolosova)
33688	A	2401	A-19, f.77 y 78.	1520.05.31	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
33712	A	2403	A-19, f.81 a 83.	1520.05.30	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
33741	A	2405	A-19, f.89 a 91.	1520.06.13	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
33802	A	2409	A-19, f.102 a 106.	1520.06.20	Roma	Juan Manuel	Carlos V	P	Original, en su mayor parte en cifra.	Ko.2 (Kolosova)
33820	A	2410	A-19, f.107.	1520.06.20	Roma	Juan Manuel	Carlos V	P	Traducción de los párrafos en cifra del documento anterior: Carta de Juan Manuel, embajador de	Ko.2 (Kolosova)
33852	A	2412	A-19, f.112 a 114.	1520.06.27	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
33887	A	2414	A-19, f.118 a 120.	1520.06.26	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
33916	A	2416	A-19, f.123 a 125.	1520.07.05	Roma	Juan Manuel	Carlos V	P	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra. Su traducción, en	Ko.2 (Kolosova)
33941	A	2418	A-19, f.128.	1520.07.05	Roma	Juan Manuel	Carlos V	D	Original en cifra, descifrada entre líneas con letra del siglo XIX.	Ko.2 (Kolosova)
33954	A	2419	A-19, f.129.	1520.06.05	Roma	Juan Manuel		P	Original en cifra, descifrada con letra del siglo XIX.	Ko.2 (Kolosova)
33999	A	2422	A-19, f.135 a 138.	1520.07.13	Roma	Juan Manuel	Carlos V	P	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
34041	A	2425	A-19, f.145 a 147.	1520.07.22	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
34070	A	2427	A-19, f.150.	1520.07.22	Roma	Juan Manuel	Carlos V	P	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
34080	A	2428	A-19, f.151.	1520.07.22	Roma	Juan Manuel	Carlos V	P	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
34090	A	2429	A-19, f.153.	1520.07.27	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
34115	A	2431	A-19, f.156 y 157.	1520.08.04	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
34174	A	2435	A-19, f.167 a 170.	1520.08.20	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
34209	A	2438	A-19, f.176 a 178.	1520.08.22	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
34240	A	2440	A-19, f.181 y 182.	1520.08.22	Roma	Juan Manuel	Carlos V	P	Traducción de un documento en cifra, cuyo original no existe: Carta de Juan Manuel, embajador de	Ko.2 (Kolosova)
34277	A	2442	A-19, f.186 a 189.	1520.09.03	Roma	Juan Manuel	Carlos V	P	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
34287	A	2443	A-19, f.191 a 194.	1520.09.03	Roma	Juan Manuel		P	a éste, en cifra.	Ko.2 (Kolosova)
34322	A	2445	A-19, f.200.	1520.09.05	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
34357	A	2448	A-19, f.205.	1520.09.08	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
34386	A	2450	A-19, f.210 a 212.	1520.09.12	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
34452	A	2455	A-19, f.227 a 231.	1520.09.25	Roma	Juan Manuel	Carlos V	P	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
34468	A	2456	A-19, f.233 a 238.	1520.09.25	Roma	Juan Manuel		P	a éste, en cifra.	Ko.2 (Kolosova)
34494	A	2458	A-19, f.243.	1520.09.26	Roma	Juan Manuel	Carlos V	P	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
34509	A	2459	A-19, f.245.	1520.09.26	Roma	Juan Manuel		P	a éste, en cifra.	Ko.2 (Kolosova)
34578	A	2463	A-19, f.251 y 252.	1520.10.02	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
34601	A	2465	A-19, f.255 a 257.	1520.10.02	Roma	Juan Manuel	Carlos V	P	Traducción de un documento en cifra, cuyo original no existe: Carta de Juan Manuel, embajador de	Ko.2 (Kolosova)
34617	A	2466	A-19, f.259 y 260.	1520.10.04	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
34688	A	2471	A-19, f.272 a 276.	1520.10.10	Nápoles	Hugo de Moncada	Carlos V	P	Original, gran parte de ella, en cifra.	none confirmed -- Tomokiyo notes a separate Moncada BNE cipher (6 Oct 1524) does not match Ko.1-17
34707	A	2472	A-19, f.277 a 280.	1520.10.12	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
34752	A	2475	A-19, f.288 a 292.	1520.10.19	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
34775	A	2477	A-19, f.297 a 301.	1520.10.22	Roma	Juan Manuel	Carlos V	P	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
34917	A	2487	A-19, f.315 a 317.	1520.10.26	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
34940	A	2489	A-19, f.323 y 324.	1520.10.28	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
34982	A	2492	A-19, f.330 y 331.	1520.11.03	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
35018	A	2495	A-19, f.337.	1520.11.09	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
35058	A	2498	A-19, f.342 y 343.	1520.11.14	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
35117	A	2502	A-19, f.349.	1520.11.20	Roma	Juan Manuel	Carlos V	P	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
35127	A	2503	A-19, f.351 y 352.	1520.11.20	Roma	Juan Manuel	Carlos V	P	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
35168	A	2506	A-19, f.360 a 365.	1520.12.03	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
35213	A	2509	A-19, f.375 a 380.	1520.12.12	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
35237	A	2511	A-19, f.386.	1520.12.14	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
35281	A	2514	A-19, f.392 a 395.	1520.12.20	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
35303	A	2516	A-19, f.400 y 401.	1520.12.22	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
35362	A	2520	A-20, f.1 y 2.	1521.01.01	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
35391	A	2522	A-20, f.2	1521.01.07	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
35414	A	2524	A-20, f.15 y 16.	1521.01.10	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
35444	A	2526	A-20, f.19 y 20.	1521.01.11	Roma	Juan Manuel	Carlos V	P	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
35454	A	2527	A-20, f.21 a 23.	1521.01.13	Roma	Lope Hurtado de Mendoza	Carlos V	P	Original, parte de ella en cifra.	Ko.7 (Kolosova, subst. p.312, nomenclature p.333) / Ko.10 secondary
35465	A	2528	A-20, f.25 y 26.	1521.01.16	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
35492	A	2530	A-20, f.30 y 31.	1521.01.30	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
35523	A	2532	A-20, f.34 y 35.	1521.02.04	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
35549	A	2534	A-20, f.38 a 41.	1521.02.06	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
35572	A	2536	A-20, f.44.	1521.02.13	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
35646	A	2541	A-20, f.54 a 56.	1521.02.20	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
35698	A	2545	A-20, f.64.	1521.02.25	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
35723	A	2547	A-20, f.68 a 70.	1521.02.25	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
35770	A	2550	A-20, f.77 a 80.	1521.03.07	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
35790	A	2552	A-20, f.85 y 86.	1521.03.12	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
35813	A	2554	A-20, f.90 y 91.	1521.03.13	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
35836	A	2556	A-20, f.94 a 96.	1521.03.06	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
35865	A	2558	A-20, f.100 y 101.	1521.03.20	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
35901	A	2561	A-20, f.106 y 107.	1521.03.27	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
35924	A	2563	A-20, f.111.	1521.03.29	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
35955	A	2565	A-20, f.115 a 118.	1521.04.03	Roma	Juan Manuel	Carlos V	P	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
35993	A	2568	A-20, f.123.	1521.04.07	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
36023	A	2570	A-20, f.127 y 128.	1521.04.08	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
36072	A	2574	A-20, f.139.	1521.04.11	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
36102	A	2576	A-20, f.143 y 144.	1521.04.14	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
36139	A	2579	A-20, f.148 y 149.	1521.04.17	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
36164	A	2581	A-20, f.152 y 153.	1521.04.22	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
36193	A	2583	A-20, f.156 a 159.	1521.04.27	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
36234	A	2586	A-20, f.166 y 167.	1521.05.03	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
36263	A	2588	A-20, f.170 a 175.	1521.05.12	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
36286	A	2590	A-20, f.180.	1521.05.15	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
36322		2593		1521.05.22	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
36352	A	2595	A-20, f.193 a 196.	1521.05.26	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
36376	A	2597	A-20, f.200 a 203.	1521.05.29	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
36439	A	2601	A-20, f.216 a 219.	1521.06.04	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
36462	A	2603	A-20, f.225 a 228.	1521.06.06	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
36487	A	2605	A-20, f.234.	1521.06.07	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
