line	tomo	inv_no	shelfmark	date	place	sender	recipient	class	index_wording	key_route
225471	A	6217	A-41, f.253.	1527.10.28	Venecia	Alonso Sánchez	Carlos V	P	Original, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
225484	A	6218	A-41, f.255.	1527.10.28	Venecia	Alonso Sánchez	Carlos V	D	Original, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
225497	A	6219	A-41, f.257.	1527.10.28	Venecia	Alonso Sánchez	Carlos V	D	Texto descifrado de los dos documentos anteriores: Carta de Alonso Sánchez, embajador de Carlos	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
226315	A	6223	A-41, f.261.	1527.10.13	Milán	Marino Caracciolo	Carlos V	D	Carta del protonotario Marino Caracciolo a Carlos V, en cifra.	Ko.8 (Kolosova, subst. p.338, nomenclature p.348) -- Italian
226325	A	6224	A-41, f.262.	1527.10.13	Milán	Marino Caracciolo		D	Texto descifrado de la carta anterior, en la que el protonotario Marino Caracciolo comunica a	Ko.8 (Kolosova, subst. p.338, nomenclature p.348) -- Italian
227140	A	6227	A-41, f.265.	1527.10.17	Milán	Marino Caracciolo	Carlos V	D	Carta del protonotario Marino Caracciolo a Carlos V, en cifra.	Ko.8 (Kolosova, subst. p.338, nomenclature p.348) -- Italian
227156	A	6228	A-41, f.266.	1527.10.17	Milán	Marino Caracciolo		D	Texto descifrado de la carta anterior, en la que el protonotario Marino Caracciolo comunica a	Ko.8 (Kolosova, subst. p.338, nomenclature p.348) -- Italian
227169	A	6229	A-41, f.267 a 269.	1527.10.18	Milán	Antonio de Leyva	Carlos V	P	Original, con algunos párrafos en cifra.	Ko.12 (1525, simple) / Ko.17 (1527, syllabic)
227199	A	6231	A-41, f.270 y 271.	1527.10.18	Milán		Carlos V	D	Texto descifrado de las frases en cifra del documento reseñado con el n2 6229: Carta de Antonio	none known
228076	A	6234	A-41, f.277 a 279.	1527.10.27	Venecia	Alonso Sánchez	Fernando de Austria	D	Original, en gran parte en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
228091	A	6235	A-41, f.281 y 282.	1527.10.27	Venecia	Alonso Sánchez	Fernando de Austria	D	Texto descifrado de los párrafos en cifra del documento anterior: Carta de Alonso Sánchez,	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
228875	A	6236	A-41, f.283 a 286.	1527.10.29	Mirandula	Lope de Soria	Carlos V	P	al obispo de Grassa, señor de Mónaco; y otros asuntos, que están en cifra.	Ko.6 (Kolosova, subst. p.284, nomenclature p.307)
228894	A	6237	A-41, f.287 y 288.	1527.11.03	Mirandula	Lope de Soria	Carlos V	D	Carta de Lope de Soria, embajador de Carlos V en Génova, dirigida a éste, en cifra.	Ko.6 (Kolosova, subst. p.284, nomenclature p.307)
228908	A	6238	A-41, f.290 y 291.	1527.11.03	Mirandula	Lope de Soria	Carlos V	D	Texto descifrado del documento anterior: Carta de Lope de Soria, embajador de Carlos V en	Ko.6 (Kolosova, subst. p.284, nomenclature p.307)
228924	A	6239	A-41, f.292 a 294.	1527.11.04	Venecia	Alonso Sánchez	Carlos V	P	Carta de Alonso Sánchez, embajador de Carlos V en Venecia, dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
228934	A	6240	A-41, f.295 a 297.	1527.11.04	Venecia	Alonso Sánchez	Carlos V	D	Venecia, dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
228946	A	6241	A-41, f.298 y 299.	1527.11.04	Venecia	Alonso Sánchez	Carlos V	D	Texto descifrado de las dos cartas anteriores, en que Alonso Sánchez comunica a Carlos V las	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
229754	A	6242	A-41, f.300 a 302.	1527.11.04	Venecia	Alonso Sánchez	Carlos V	D	de Carlos V en Venecia, dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
229772	A	6243	A-41, f.304 y 305.	1527.11.04	Venecia	Alonso Sánchez	Carlos V	P	Ejemplar duplicado del documento reseñado con el n2 6241: Texto descifrado de las cartas	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
229799	A	6245	A-41, f.308 y 312.	1527.11.16	; 1527.11.17. Venecia	Alonso Sánchez	Carlos V	P	Carta de Alonso Sánchez, embajador de Carlos V en Venecia, dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
229814	A	6246	A-41, f.309.	1527.11.11	Carta de Andrés del Burgo al embajador en Venecia de Fernando de Austria, rey de Hungría y de	Alonso Sánchez		P	Bohemia, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
229826	A	6247	A-41, f.310.	1527.11.12	Carta de Buenaventura, secretario del Duque de Ferrara, a Alonso Sánchez, embajador de Carlos V	Alonso Sánchez		P	en Venecia, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
230638	A	6249	A-41, f.313.	1527.11.11	Ejemplar duplicado del documento reseñado con el n2 6246: Carta de Andrés del Burgo al	Alonso Sánchez		D	embajador en Venecia de Fernando de Austria, rey de Hungría y de Bohemia, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
230650	A	6250	A-41, f.314.	1527.11.11	Texto descifrado de las cartas reseñadas con los números 6246 y 6249, en las que Andrés del			D	Texto descifrado de las cartas reseñadas con los números 6246 y 6249, en las que Andrés del	none known
230663	A	6251	A-41, f.314 y 314 v.	1527.11.12	Texto descifrado de la carta reseñada con el n2 6247, en la que el secretario del Duque de Ferrara,	Alonso Sánchez		D	Texto descifrado de la carta reseñada con el n2 6247, en la que el secretario del Duque de Ferrara,	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
230676	A	6252	A-41, f.315.	1527.11.12	Ejemplar duplicado del documento reseñado con el n2 6247: Carta de Buenaventura, secretario del	Alonso Sánchez		P	Duque de Ferrara, a Alonso Sánchez, embajador de Carlos V en Venecia, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
231492	A	6254	A-41, f.318.	1527.11.16	; 1527.11.17. Venecia	Alonso Sánchez		D	Texto descifrado de la carta reseñada con el n2 6245, en la que Alonso Sánchez comunica al	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
231509	A	6255	A-41, f.319.	1527.11.11	Ejemplar duplicado del texto descifrado, reseñado con el n2 6250: Carta de Andrés del Burgo al			D	Ejemplar duplicado del texto descifrado, reseñado con el n2 6250: Carta de Andrés del Burgo al	none known
231522	A	6256	A-41, f.319 v.	1527.11.12	Ejemplar duplicado del texto descifrado, reseñado con el n2 6251: Carta de Buenaventura,	Alonso Sánchez		P	Ejemplar duplicado del texto descifrado, reseñado con el n2 6251: Carta de Buenaventura,	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
231535	A	6257	A-41, f.320 y 321.	1527.11.16	; 1527.11.17. Venecia	Alonso Sánchez	Carlos V	D	de Carlos V en Venecia, dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
231547	A	6258	A-41, f.322.	1527.11.16	; 1527.11.17. Venecia	Alonso Sánchez	Carlos V	P	Ejemplar duplicado del texto descifrado, reseñado con el n2 6254: Carta de Alonso Sánchez,	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
233269	A	6267	A-41, f.332 y 333.	1527.12.05	Mirandula	Lope de Soria	Carlos V	D	Original, en cifra.	Ko.6 (Kolosova, subst. p.284, nomenclature p.307)
233284	A	6268	A-41, f.334 y 335.	1527.12.05	; 1527.12.06. Mirandula, Roma	Lope de Soria	Carlos V	D	Texto descifrado del documento anterior: Carta de Lope de Soria a Carlos V, en la que se queja de	Ko.6 (Kolosova, subst. p.284, nomenclature p.307)
234186	A	6271	A-41, f.342 y 343.	1527.12.11	Milán	Marino Caracciolo	Carlos V	D	Carta del protonotario Marino Caracciolo a Carlos V, en cifra.	Ko.8 (Kolosova, subst. p.338, nomenclature p.348) -- Italian
234196	A	6272	A-41, f.344 y 345.	1527.12.11	Milán	Marino Caracciolo	Carlos V	D	Texto descifrado del documento anterior: Carta del protonotario Marino Caracciolo a Carlos V,	Ko.8 (Kolosova, subst. p.338, nomenclature p.348) -- Italian
235049	A	6277	A-41, f.355 y 356.	1527.12.19	Nápoles	Charles de Lannoy		P	Original, en italiano, con algunas frases en cifra.	Ko.5 (Kolosova)
235947	A	6281	A-41, f.362.	1527.12.23	Venecia	Alonso Sánchez	Carlos V	P	Original, con algunas frases en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
236898	A	6286	A-41, f.372 y 373.	1527.08.18	Roma		Carlos V	P	El sobrescrito de esta carta y el texto descifrado de un párrafo cifrado de la misma, están	none known
241998	A	6318	A-42, f.38 y 39.	1528.01.02	Mirandula	Lope de Soria		P	Original, con algunas frases en cifra.	Ko.6 (Kolosova, subst. p.284, nomenclature p.307)
242746	A	6319	A-42, f.40.	1528.01.02	Mirandula	Lope de Soria		D	Texto descifrado de las frases en cifra del documento anterior: Carta de Lope de Soria a Juan	Ko.6 (Kolosova, subst. p.284, nomenclature p.307)
243679	A	6324	A-42, f.50 y 51.	1528.01.08	Venecia	Alonso Sánchez	Carlos V	D	Original, con algunos pasajes en cifra, descifrados al margen.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
243699	A	6325	A-42, f.52 a 54.	1528.01.16	Roma		Carlos V	P	Original, con un pasaje en cifra.	none known
243715	A	6326	A-42, f.56 a 58.	1528.01.16	Roma			D	Original, con un pasaje en cifra.	none known
243735	A	6327	A-42, f.60.	1528.01.16	Roma		Carlos V	D	Texto descifrado del pasaje en cifra del documento anterior: Carta de Juan Pérez, secretario de	none known
244640	A	6331	A-42, f.70 y 71.	1528.01.19	Venecia	Alonso Sánchez	Carlos V	U+D	Original, con algunos párrafos en cifra que no se encuentran descifrados a continuación.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
245568	A	6337	A-42, f.84 y 85.	1528.01.28	Venecia	Alonso Sánchez	Carlos V	P	Carta de Alonso Sánchez, embajador de Carlos V en Venecia, dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
245578	A	6338	A-42, f.86 y 87.	1528.01.28	Venecia	Alonso Sánchez	Carlos V	D	Texto descifrado del documento anterior: Carta de Alonso Sánchez, embajador de Carlos V en	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
247325	A	6345	A-42, f.101 y 102.	1528.02.03	Venecia	Alonso Sánchez	Carlos V	P	Original, con algunos párrafos en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
247338	A	6346	A-42, f.103 y 104.	1528.02.03	Venecia	Alonso Sánchez	Carlos V	D	Original, con algunos párrafos en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
247352	A	6347	A-42, f.105.	1528.02.03	Venecia	Alonso Sánchez	Carlos V	D	Texto descifrado de los párrafos en cifra del documento anterior: Carta de Alonso Sánchez,	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
247366	A	6348	A-42, f.107 y 108.	1528.02.03	Venecia	Alonso Sánchez	Carlos V	D	Original, con algunos párrafos en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
247380	A	6349	A-42, f.109.	1528.02.03	Venecia	Alonso Sánchez	Carlos V	D	Texto descifrado del documento anterior: Carta de Alonso Sánchez, embajador de Carlos V en	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
248260	A	6352	A-42, f.115.	1528.02.03	Milán	Marino Caracciolo	Carlos V	D	Carta del protonotario Marino Caracciolo a Carlos V, en cifra.	Ko.8 (Kolosova, subst. p.338, nomenclature p.348) -- Italian
248270	A	6353	A-42, f.117.	1528.02.03	Milán	Marino Caracciolo	Carlos V	D	Texto descifrado del documento anterior: Carta del protonotario Marino Caracciolo a Carlos V,	Ko.8 (Kolosova, subst. p.338, nomenclature p.348) -- Italian
249176	A	6356	A-42, f.123 y 124.	1528.02.08	Mirandula	Lope de Soria	Mercurino de Gattinara	P	Original, en gran parte en cifra.	Ko.6 (Kolosova, subst. p.284, nomenclature p.307)
249189	A	6357	A-42, f.125 y 126.	1528.02.08	Mirandula	Lope de Soria	Mercurino de Gattinara	D	Texto descifrado del documento anterior: Carta de Lope de Soria, embajador de Carlos V en	Ko.6 (Kolosova, subst. p.284, nomenclature p.307)
249207	A	6358	A-42, f.127.	1528.02.08	Venecia	Alonso Sánchez		D	Texto descifrado de una carta de Alonso Sánchez, embajador de Carlos V en Venecia, a Mercurino	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
249219	A	6359	A-42, f.128.	1528.02.08	Venecia	Alonso Sánchez	Mercurino de Gattinara	D	Original en cifra del documento cuyo texto descifrado se reseña en el número anterior: Carta de	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
250022	A	6360	A-42, f.130 a 132.	1528.02.09	Venecia	Alonso Sánchez	Carlos V	P	Original, en gran parte en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
250043	A	6361	A-42, f.133 y 134.	1528.02.09	Venecia	Alonso Sánchez	Carlos V	D	Texto descifrado del documento anterior: Carta de Alonso Sánchez, embajador de Carlos V en	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
250062	A	6362	A-42, f.136 a 139.	1528.02.11	Mirandula	Lope de Soria	Carlos V	D	Original, con algunos párrafos en cifra.	Ko.6 (Kolosova, subst. p.284, nomenclature p.307)
250079	A	6363	A-42, f.141 y 142.	1528.02.11	Mirandula	Lope de Soria	Carlos V	D	Texto descifrado de los párrafos en cifra del documento anterior: Carta de Lope de Soria,	Ko.6 (Kolosova, subst. p.284, nomenclature p.307)
250909	A	6364	A-42, f.143 a 148.	1528.02.12	Nápoles	Hugo de Moncada	Carlos V	U	Original, con muchos párrafos en cifra que no se hallan descifrados.	none confirmed -- Tomokiyo notes a separate Moncada BNE cipher (6 Oct 1524) does not match Ko.1-17
250930	A	6365	A-42, f.149 a 151.	1528.02.12	Nápoles			D	Original en italiano, con algunos párrafos en cifra.	none known
250943	A	6366	A-42, f.152.	1528.02.12	Nápoles	Hugo de Moncada		D	Texto descifrado de los párrafos en cifra del documento anterior: Carta de Jerónimo de Francisco a	none confirmed -- Tomokiyo notes a separate Moncada BNE cipher (6 Oct 1524) does not match Ko.1-17
251856		6370		1528.02.21	Venecia	Alonso Sánchez	Mercurino de Gattinara	D	canciller del Emperador, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
251873	A	6371	A-42, f.159.	1528.02.21	Venecia	Alonso Sánchez	Mercurino de Gattinara	D	Texto descifrado de la carta anterior, en la que Alonso Sánchez, embajador de Carlos Y en	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
251885	A	6372	A-42, f.160 y 161.	1528.02.22	Venecia	Alonso Sánchez	Carlos V	D	Original, con algunos párrafos en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
251899	A	6373	A-42, f.163.	1528.02.22	Venecia	Alonso Sánchez	Carlos V	D	Texto descifrado de los párrafos en cifra del documento anterior: Carta de Alonso Sánchez,	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
252775	A	6376	A-42, f.169 y 170.	1528.03.04	Venecia	Alonso Sánchez	Carlos V	D	Original, con algunos párrafos en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
252788	A	6377	A-42, f.171.	1528.03.04	Venecia	Alonso Sánchez	Carlos V	D	Texto descifrado de los párrafos en cifra del documento anterior: Carta de Alonso Sánchez,	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
252802	A	6378	A-42, f.172 y 173.	1528.02.07	Istrigona	Alonso Sánchez		P	Carlos V en Venecia, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
252814	A	6379	A-42, f.173 y 173 v.	1528.02.12	Istrigona	Alonso Sánchez		P	Carlos V en Venecia, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
253645	A	6380	A-42, f.174 y 175.	1528.02.07	Istrigona	Alonso Sánchez		D	Texto descifrado de la carta reseñada con el n2 6378, en la que Fernando de Austria, rey de	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
253665	A	6381	A-42, f.175.	1528.02.12	Istrigona	Alonso Sánchez		D	Texto descifrado de la carta reseñada con el n2 6379, en la que Fernando de Austria, rey de	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
253685	A	6382	A-42, f.176.	1528.02.13	Istrigona	Alonso Sánchez		D	Venecia, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
253697	A	6383	A-42, f.177.	1528.02.13	Istrigona	Alonso Sánchez		D	Texto descifrado de la carta anterior, en la que Bernardo de Clés, obispo de Trento, comunica a	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
254607	A	6387	A-42, f.187 y 188.	1528.03.09	Venecia	Alonso Sánchez	Carlos V	P	Carta de Alonso Sánchez, embajador de Carlos V en Venecia, dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
255469	A	6388	A-42, f.189 y 190.	1528.03.09	Venecia	Alonso Sánchez		D	Texto descifrado de la carta anterior, en la que Alonso Sánchez, embajador de Carlos Y en	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
255491	A	6389	A-42, f.191 y 192.	1528.03.11	Venecia	Alonso Sánchez	Fernando de Austria	D	Original, en gran parte, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
255507	A	6390	A-42, f.193.	1528.03.11	Venecia	Alonso Sánchez	Carlos V	D	Texto descifrado del documento anterior: Carta de Alonso Sánchez, embajador de Carlos V en	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
256491	A	6396	A-42, f.203 y 204.	1528.03.21	Venecia	Alonso Sánchez	Fernando de Austria	P	Original, en gran parte en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
257328	A	6398	A-42, f.206 y 207.	1528.03.21	Venecia	Alonso Sánchez		D	Original, en gran parte en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
257345	A	6399	A-42, f.208.	1528.03.21	Venecia	Alonso Sánchez		D	Texto descifrado de la parte en cifra de la carta anterior, en la que Alonso Sánchez, embajador de	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
257359	A	6400	A-42, f.210.	1528.03.23	Venecia	Alonso Sánchez	Carlos V	D	Texto descifrado de un párrafo de carta de Alonso Sánchez, embajador de Carlos V en Venecia,	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
258233	A	6403	A-42, f.215 y 216.	1528.04.06	Venecia	Alonso Sánchez	Fernando de Austria	P	Original, con algunas frases en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
258258	A	6405	A-42, f.217.	1528.03.29	Viena	Alonso Sánchez		P	Venecia, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
258270	A	6406	A-42, f.218 y 2109.	1528.04.06	Venecia	Alonso Sánchez	Fernando de Austria	P	Original, con algunas frases en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
259127	A	6408	A-42, f.220.	1528.03.29	Viena	Alonso Sánchez	Carlos V	D	Trento, a Alonso Sánchez, embajador de Carlos V en Venecia, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
259153	A	6409	A-42, f.221.	1528.04.06	Venecia		Fernando de Austria	D	Texto descifrado de los documentos reseñados en los números 6403 y 6406: Carta de Alonso	none known
259167	A	6410	A-42, f.223 y 224.	1528.04.06	Nápoles		Carlos V	D	Original, con algunas frases en cifra, descifradas entre líneas.	none known
259182	A	6411	A-42, f.226 y 227,	1528.04.06	Nápoles			P	Original, con algunas frases en cifra.	none known
260027	A	6412	A-42, f.229 a 231.	1528.04.07	Mirandula	Lope de Soria	Carlos V	P	dispensa, y que el dicho rey (cifra) esté contento de darla, con tal condición que se gastase en la	Ko.6 (Kolosova, subst. p.284, nomenclature p.307)
260056	A	6413	A-42, f.233 y 234.	1528.04.07	Mirandula	Lope de Soria	Fernando de Austria	D	Texto descifrado del documento anterior: Carta de Lope de Soria, embajador de Carlos V en	Ko.6 (Kolosova, subst. p.284, nomenclature p.307)
260886	A	6414	A-42, f.235 a 237.	1528.04.07	Mirandula	Lope de Soria	Fernando de Austria	D	(cifra) esté contento de darla, con tal condición que se gastase en la guerra contra V. Mad. Piensa	Ko.6 (Kolosova, subst. p.284, nomenclature p.307)
260916	A	6415	A-42, f.239 y 240.	1528.04.07	Mirandula	Lope de Soria	Fernando de Austria	D	Texto descifrado de las frases en cifra del documento anterior: Carta de Lope de Soria, embajador	Ko.6 (Kolosova, subst. p.284, nomenclature p.307)
261757	A	6417	A-42, f.243 y 244.	1528.04.14	Mirandula	Lope de Soria	Carlos V	U	Original, con frases en cifra que están sin descifrar.	Ko.6 (Kolosova, subst. p.284, nomenclature p.307)
261784	A	6418	A-42, f.246 a 250.	1528.04.16	Venecia	Alonso Sánchez	Fernando de Austria	P	Original, en su mayor parte en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
261802	A	6419	A-42, f.251 a 255.	1528.04.16	Venecia	Alonso Sánchez	Fernando de Austria	P	Original, en su mayor parte en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
262668	A	6420	A-42, f.256 a 259.	1528.04.16	Venecia	Alonso Sánchez	Fernando de Austria	D	Texto descifrado de los dos documentos anteriores: Cartas de Alonso Sánchez, embajador de	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
262727	A	6423	A-42, f.266 a 269.	1528.04.16	Venecia	Alonso Sánchez	Fernando de Austria	P	Ejemplar duplicado del texto descifrado reseñado con el n2 6420, correspondiente a una carta de	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
263494	A	6424	A-42, f.270 y 271.	1528.04.24	Venecia	Alonso Sánchez	Carlos V	D	Original, con algunos párrafos en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
263524	A	6425	A-42, f.272.	1528.04.24	Venecia	Alonso Sánchez	Carlos V	D	Texto descifrado de los párrafos en cifra del documento anterior: Carta de Alonso Sánchez,	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
263540	A	6426	A-42, f.274 y 275.	1528.04.24	Venecia	Alonso Sánchez	Carlos V	D	Original, con algunos párrafos en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
263556	A	6427	A-42, f.276 y 277.	1528.04.24	Venecia	Alonso Sánchez	Carlos V	D	Texto descifrado del documento anterior: Carta de Alonso Sánchez, embajador de Carlos V en	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
264396	A	6428	A-42, f.279 y 280.	1528.04.25	Mirandula	Lope de Soria	Fernando de Austria	D	Original, con algunos párrafos en cifra.	Ko.6 (Kolosova, subst. p.284, nomenclature p.307)
264417	A	6429	A-42, f.282 y 283.	1528.04.25	Mirandula	Lope de Soria	Fernando de Austria	D	Texto descifrado de los párrafos en cifra del documento anterior: Carta de Lope de Soria a Carlos	Ko.6 (Kolosova, subst. p.284, nomenclature p.307)
264458	A	6432	A-42, f.288.	1528.04.30	; 1528.05.01. Nápoles		Carlos V	P	Original, con algunas frases en cifra.	none known
266243	A	6437	A-42, f.304.	1528.04.30	; 1528.05.01. Nápoles		Carlos V	P	Original, con algunas frases en cifra.	none known
266256	A	6438	A-42, f.306.	1528.04.30	; 1528.05.01. Nápoles			P	Original, con algunas frases en cifra.	none known
267226	A	6442	A-42, f.316.	1528.05.06	Venecia	Alonso Sánchez	Carlos V	D	Texto descifrado de un párrafo de una carta de Alonso Sánchez, embajador de Carlos V en	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
267240	A	6443	A-42, f.318 a 321.	1528.05.09	Venecia	Alonso Sánchez	Carlos V	D	Original, con algunos párrafos en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
267255	A	6444	A-42, f.323 a 325.	1528.05.09	Venecia	Alonso Sánchez	Carlos V	D	Texto descifrado de los párrafos en cifra del documento anterior: Carta de Alonso Sánchez,	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
268091	A	6445	A-42, f.326.	1528.05.11	Venecia	Alonso Sánchez	Carlos V	P	Original, con algunas frases en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
268110	A	6446	A-42, f.328 y 329.	1528.05.12	Nápoles		Carlos V	P	Original, con un párrafo en cifra.	none known
268127	A	6447	A-42, f.330 y 331.	1528.05.12	Nápoles			P	Original, con un párrafo en cifra.	none known
268145	A	6448	A-42, f.332 y 333.	1528.05.12	Nápoles			P	Original, con un párrafo en cifra.	none known
269029	A	6449	A-42, f.334.	1528.05.13	Venecia	Alonso Sánchez	Carlos V	P	Original, con algunos párrafos en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
269048	A	6450	A-42, f.335 y 336.	1528.05.23	Venecia	Alonso Sánchez	Fernando de Austria	P	Copia, manuscrita en la cifra de Alonso Sánchez.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
269074	A	6452	A-42, f.339.	1528.05.23	Venecia	Alonso Sánchez	Fernando de Austria	D	Texto descifrado del documento reseñado con el n2 6450: Carta de Alonso Sánchez, embajador de	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
269093	A	6453	A-42, f.339 y 340.	1528.05.01	Gaeta	Hugo de Moncada		D	Texto descifrado del documento reseñado con el n£ 6451: Carta del cardenal Pompeyo Colonna al	none confirmed -- Tomokiyo notes a separate Moncada BNE cipher (6 Oct 1524) does not match Ko.1-17
269927	A	6456	A-42, f.345.	1528.05.17	Venecia	Alonso Sánchez	Mercurino de Gattinara	P	Original, en gran parte en cifra, descifrada a continuación.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
269941	A	6457	A-42, f.346 y 347.	1528.05.17	Venecia	Alonso Sánchez	Carlos V	P	Original, con algunos párrafos en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
