line	position	sign	confidence	alt	why
04614_p1_L08_d	5	82	H		agree
04614_p1_L08_d	6	36	H		agree
04614_p1_L08_d	7	46	H		agree
04614_p1_L08_d	8	12	H		agree
04614_p1_L08_d	9	7	H		agree
04614_p1_L08_d	10	37	H		agree
04614_p1_L08_d	11	22	H		agree
04614_p1_L08_d	12	40	H		agree
04614_p1_L08_d	13	8	H		agree
04614_p1_L08_d	14	36	H		agree
04614_p1_L08_d	15	111	H		agree
04614_p1_L08_d	16	113	H		agree
04614_p1_L08_d	17	13	M	A:-	gap
04614_p1_L08_d	18	21	H		agree
04614_p1_L08_d	19	71	M		agree-flagged
04614_p1_L08_d	20	10	H		agree
04614_p1_L08_d	21	2	H		agree
04614_p1_L09_a	1	31	H		agree
04614_p1_L09_a	2	101	H		agree
04614_p1_L09_a	3	3	H		agree
04614_p1_L09_a	4	37	H		agree
04614_p1_L09_a	5	83	H		agree
04614_p1_L09_a	6	23	H		agree
04614_p1_L09_a	7	82	H		agree
04614_p1_L09_a	8	5	H		agree
04614_p1_L09_a	9	73	M		agree-flagged
04614_p1_L09_a	10	10	H		agree
04614_p1_L09_a	11	23	H		agree
04614_p1_L09_a	12	70	M		agree-flagged
04614_p1_L09_a	13	9	H		agree
04614_p1_L09_a	14	118	H		agree
04614_p1_L09_a	15	7	H		agree
04614_p1_L09_a	16	107	M		agree-flagged
04614_p1_L09_a	17	28	H		agree
04614_p1_L09_a	18	115	H		agree
04614_p1_L09_a	19	81	H		agree
04614_p1_L09_a	20	36	H		agree
04614_p1_L09_a	21	25	H		agree
04614_p1_L09_b	1	21	H		agree
04614_p1_L09_b	2	81	H		agree
04614_p1_L09_b	3	36	H		agree
04614_p1_L09_b	4	31	H		agree
04614_p1_L09_b	5	96	H		agree
04614_p1_L09_b	6	85	H		agree
04614_p1_L09_b	7	22	H		agree
04614_p1_L09_b	8	76	M		agree-flagged
04614_p1_L09_b	9	101	H		agree
04614_p1_L09_b	10	1	M		agree-flagged
04614_p1_L09_b	11	26	H		agree
04614_p1_L09_b	12	31	H		agree
04614_p1_L09_b	13	120	H		agree
04614_p1_L09_b	14	62	H		agree
04614_p1_L09_b	15	103	H		agree
04614_p1_L09_b	16	27	H		agree
04614_p1_L09_b	17	105	H		agree
04614_p1_L09_b	18	111	H		agree
04614_p1_L09_b	19	1	M		agree-flagged
04614_p1_L09_b	20	6	H		agree
04614_p1_L09_b	21	2	H		agree
04614_p1_L09_c	1	15	H		agree
04614_p1_L09_c	2	62	H		agree
04614_p1_L09_c	3	28	H		agree
04614_p1_L09_c	4	39	H		agree
04614_p1_L09_c	5	7	H		agree
04614_p1_L09_c	6	40	M	B:70	differ
04614_p1_L09_c	7	112	H		agree
04614_p1_L09_c	8	39	H		agree
04614_p1_L09_c	9	102	H		agree
04614_p1_L09_c	10	65	H		agree
04614_p1_L09_c	11	115	H		agree
04614_p1_L09_c	12	111	H		agree
04614_p1_L09_c	13	81	H		agree
04614_p1_L09_c	14	92	H		agree
04614_p1_L09_c	15	37	M		agree-flagged
04614_p1_L09_c	16	63	H		agree
04614_p1_L09_c	17	3	H		agree
04614_p1_L09_c	18	27	H		agree
04614_p1_L09_c	19	16	H		agree
04614_p1_L09_c	20	36	H		agree
04614_p1_L09_c	21	82	H		agree
04614_p1_L09_d	1	101	H		agree
04614_p1_L09_d	2	65	H		agree
04614_p1_L09_d	3	120	H		agree
04614_p1_L09_d	4	64	H		agree
04614_p1_L09_d	5	101	H		agree
04614_p1_L09_d	6	26	H		agree
04614_p1_L09_d	7	61	H		agree
04614_p1_L09_d	8	81	H		agree
04614_p1_L09_d	9	27	H		agree
04614_p1_L09_d	10	31	H		agree
04614_p1_L09_d	11	83	H		agree
04614_p1_L09_d	12	6	H		agree
04614_p1_L09_d	13	36	H		agree
04614_p1_L09_d	14	51	M		agree-flagged
04614_p1_L09_d	15	17	M		agree-flagged
04614_p1_L09_d	16	38	H		agree
04614_p1_L09_d	17	82	H		agree
04614_p1_L09_d	18	21	H		agree
04614_p1_L09_d	19	87	H		agree
04614_p1_L09_d	20	40	H		agree
04614_p1_L09_d	21	35	H		agree
04614_p1_L09_d	22	96	H		agree
04614_p1_L09_d	23	81	H		agree
04614_p1_L10_a	1	61	H		agree
04614_p1_L10_a	2	52	M		agree-flagged
04614_p1_L10_a	3	81	H		agree
04614_p1_L10_a	4	1	M		agree-flagged
04614_p1_L10_a	5	31	H		agree
04614_p1_L10_a	6	86	H		agree
04614_p1_L10_a	7	61	H		agree
04614_p1_L10_a	8	105	H		agree
04614_p1_L10_a	9	71	M		agree-flagged
04614_p1_L10_a	10	31	H		agree
04614_p1_L10_a	11	75	H		agree
04614_p1_L10_a	12	84	H		agree
04614_p1_L10_a	13	20	H		agree
04614_p1_L10_a	14	40	H		agree
04614_p1_L10_a	15	85	H		agree
04614_p1_L10_a	16	101	H		agree
04614_p1_L10_a	17	111	H		agree
04614_p1_L10_a	18	60	M		agree-flagged
04614_p1_L10_a	19	64	M	B:61	differ
04614_p1_L10_a	20	1	M		agree-flagged
04614_p1_L10_a	21	31	H		agree
04614_p1_L10_a	22	90	M		agree-flagged
04614_p1_L10_b	1	64	H		agree
04614_p1_L10_b	2	104	H		agree
04614_p1_L10_b	3	73	M		agree-flagged
04614_p1_L10_b	4	33	H		agree
04614_p1_L10_b	5	40	H		agree
04614_p1_L10_b	6	5	H		agree
04614_p1_L10_b	7	120	H		agree
04614_p1_L10_b	8	10	H		agree
04614_p1_L10_b	9	105	H		agree
04614_p1_L10_b	10	30	H		agree
04614_p1_L10_b	11	85	H		agree
04614_p1_L10_b	12	31	H		agree
04614_p1_L10_b	13	77	H		agree
04614_p1_L10_b	14	84	H		agree
04614_p1_L10_b	15	118	H		agree
04614_p1_L10_b	16	101	H		agree
04614_p1_L10_b	17	w:comme	M		agree-flagged
04614_p1_L10_b	18	w:il	M	B:-	gap
04614_p1_L10_b	19	w:faisoit	M	B:w:scavoit	differ
04614_p1_L10_c	1	w:en	H		agree
04614_p1_L10_c	2	w:verite	M		agree-flagged
04614_p1_L10_c	3	w:que	H		agree
04614_p1_L10_c	4	w:je	H		agree
04614_p1_L10_c	5	w:confesse	M		agree-flagged
04614_p1_L10_c	6	w:que	M		agree-flagged
04614_p1_L10_c	7	w:jen	M	B:w:j'en	differ
04614_p1_L10_c	8	w:trouue	M	B:w:trouve	differ
04614_p1_L10_c	9	w:pas	H		agree
04614_p1_L10_c	10	w:aussi	H		agree
04614_p1_L10_c	11	w:que	H		agree
04614_p1_L10_c	12	w:puis	M	B:w:peust	differ
04614_p1_L10_c	13	w:estre	H		agree
04614_p1_L10_c	14	40	H		agree
04614_p1_L10_c	15	6	H		agree
04614_p1_L10_c	16	26	H		agree
04614_p1_L10_c	17	31	H		agree
04614_p1_L10_c	18	81	H		agree
04614_p1_L10_d	1	27	H		agree
04614_p1_L10_d	2	81	H		agree
04614_p1_L10_d	3	20	H		agree
04614_p1_L10_d	4	40	H		agree
04614_p1_L10_d	5	101	H		agree
04614_p1_L10_d	6	71	M		agree-flagged
04614_p1_L10_d	7	82	H		agree
04614_p1_L10_d	8	76	M		agree-flagged
04614_p1_L10_d	9	80	H		agree
04614_p1_L10_d	10	112	H		agree
04614_p1_L10_d	11	85	H		agree
04614_p1_L10_d	12	75	H		agree
04614_p1_L10_d	13	10	H		agree
04614_p1_L10_d	14	1	M		agree-flagged
04614_p1_L10_d	15	32	H		agree
04614_p1_L10_d	16	105	H		agree
04614_p1_L10_d	17	2	H		agree
04614_p1_L10_d	18	20	H		agree
04614_p1_L10_d	19	84	H		agree
04614_p1_L10_d	20	21	H		agree
04614_p1_L10_d	21	12	H		agree
04614_p1_L10_d	22	111	H		agree
04614_p1_L10_d	23	76	M		agree-flagged
04614_p1_L11_a	1	30	H		agree
04614_p1_L11_a	2	115	H		agree
04614_p1_L11_a	3	10	H		agree
04614_p1_L11_a	4	5	H		agree
04614_p1_L11_a	5	94	M		agree-flagged
04614_p1_L11_a	6	31	H		agree
04614_p1_L11_a	7	82	H		agree
04614_p1_L11_a	8	120	H		agree
04614_p1_L11_a	9	15	H		agree
04614_p1_L11_a	10	30	H		agree
04614_p1_L11_a	11	65	H		agree
04614_p1_L11_a	12	36	H		agree
04614_p1_L11_a	13	77	H		agree
04614_p1_L11_a	14	102	H		agree
04614_p1_L11_a	15	71	M		agree-flagged
04614_p1_L11_a	16	32	H		agree
04614_p1_L11_a	17	21	H		agree
04614_p1_L11_a	18	82	H		agree
04614_p1_L11_a	19	36	H		agree
04614_p1_L11_a	20	31	H		agree
04614_p1_L11_a	21	96	H		agree
04614_p1_L11_a	22	81	H		agree
04614_p1_L11_a	23	23	H		agree
04614_p1_L11_b	1	76	M		agree-flagged
04614_p1_L11_b	2	101	H		agree
04614_p1_L11_b	3	81	M	B:82	differ
04614_p1_L11_b	4	2	H		agree
04614_p1_L11_b	5	26	H		agree
04614_p1_L11_b	6	33	H		agree
04614_p1_L11_b	7	w:Vous	M	B:w:veult	differ
04614_p1_L11_b	8	w:priez	M	B:w:que	differ
04614_p1_L11_b	9	w:quon	M	B:w:on	differ
04614_p1_L11_b	10	w:en	H		agree
04614_p1_L11_b	11	w:feist	M	B:w:peult	differ
04614_p1_L11_b	12	w:tenir	M	B:w:tirer	differ
04614_p1_L11_b	13	111	H		agree
04614_p1_L11_b	14	6	H		agree
04614_p1_L11_b	15	67	M		agree-flagged
04614_p1_L11_b	16	81	H		agree
04614_p1_L11_b	17	101	H		agree
04614_p1_L11_b	18	26	H		agree
04614_p1_L11_b	19	62	H		agree
04614_p1_L11_b	20	2	H		agree
04614_p1_L11_b	21	71	M		agree-flagged
04614_p1_L11_b	22	85	H		agree
04614_p1_L04_e	1	85	M	A:-	gap
04614_p1_L04_e	2	4	M	A:-	gap
04614_p1_L04_e	3	65	M	A:-	gap
04614_p1_L04_e	4	37	M	A:-	gap
04614_p1_L04_e	5	8	M	A:-	gap
04614_p1_L04_e	6	2	M	A:-	gap
04614_p1_L04_e	7	27	M	A:-	gap
04614_p1_L04_e	8	87	M	A:-	gap
