line	pos	sign
hstam_4_h_1411_0016_L24	1	49
hstam_4_h_1411_0016_L24	2	44
hstam_4_h_1411_0016_L24	3	98
hstam_4_h_1411_0016_L24	4	35
hstam_4_h_1411_0016_L24	5	H
hstam_4_h_1411_0016_L24	6	12
hstam_4_h_1411_0016_L24	7	22
hstam_4_h_1411_0016_L24	8	[PLAIN:Rud?]
hstam_4_h_1411_0016_L24	9	28
hstam_4_h_1411_0016_L24	10	11
hstam_4_h_1411_0016_L24	11	30
hstam_4_h_1411_0016_L24	12	60
hstam_4_h_1411_0016_L24	13	20
hstam_4_h_1411_0016_L24	14	70
hstam_4_h_1411_0016_L24	15	15
hstam_4_h_1411_0016_L24	16	41
hstam_4_h_1411_0016_L24	17	58
hstam_4_h_1411_0016_L24	18	35
hstam_4_h_1411_0016_L24	19	83
hstam_4_h_1411_0016_L24	20	z
hstam_4_h_1411_0016_L24	21	1
hstam_4_h_1411_0016_L24	22	36
hstam_4_h_1411_0016_L24	23	97
hstam_4_h_1411_0016_L24	24	98
hstam_4_h_1411_0016_L24	25	36
hstam_4_h_1411_0016_L24	26	z
hstam_4_h_1411_0016_L24	27	1
hstam_4_h_1411_0016_L24	28	48
hstam_4_h_1411_0016_L24	29	83
hstam_4_h_1411_0016_L24	30	77
hstam_4_h_1411_0016_L24	31	93
hstam_4_h_1411_0016_L24	32	25
hstam_4_h_1411_0016_L25	1	54
hstam_4_h_1411_0016_L25	2	84
hstam_4_h_1411_0016_L25	3	27
hstam_4_h_1411_0016_L25	4	12?
hstam_4_h_1411_0016_L25	5	30
hstam_4_h_1411_0016_L25	6	37
hstam_4_h_1411_0016_L25	7	12?
hstam_4_h_1411_0016_L25	8	54
hstam_4_h_1411_0016_L25	9	61?
hstam_4_h_1411_0016_L25	10	83
hstam_4_h_1411_0016_L25	11	z
hstam_4_h_1411_0016_L25	12	39
hstam_4_h_1411_0016_L25	13	63
hstam_4_h_1411_0016_L25	14	18?
hstam_4_h_1411_0016_L25	15	79
hstam_4_h_1411_0016_L25	16	97?
hstam_4_h_1411_0016_L25	17	27
hstam_4_h_1411_0016_L25	18	28
hstam_4_h_1411_0016_L25	19	77
hstam_4_h_1411_0016_L25	20	36?
hstam_4_h_1411_0016_L25	21	N
hstam_4_h_1411_0016_L25	22	S
hstam_4_h_1411_0016_L25	23	25
hstam_4_h_1411_0016_L25	24	4?
hstam_4_h_1411_0016_L25	25	11
hstam_4_h_1411_0016_L25	26	84
hstam_4_h_1411_0016_L25	27	23
hstam_4_h_1411_0016_L25	28	84
hstam_4_h_1411_0016_L25	29	15
hstam_4_h_1411_0016_L25	30	27
hstam_4_h_1411_0016_L26	1	48
hstam_4_h_1411_0016_L26	2	25
hstam_4_h_1411_0016_L26	3	71?
hstam_4_h_1411_0016_L26	4	36
hstam_4_h_1411_0016_L26	5	99
hstam_4_h_1411_0016_L26	6	37
hstam_4_h_1411_0016_L26	7	79
hstam_4_h_1411_0016_L26	8	31?
hstam_4_h_1411_0016_L26	9	11
hstam_4_h_1411_0016_L26	10	54
hstam_4_h_1411_0016_L26	11	84
hstam_4_h_1411_0016_L26	12	97?
hstam_4_h_1411_0016_L26	13	F
hstam_4_h_1411_0016_L26	14	86
hstam_4_h_1411_0016_L26	15	27?
hstam_4_h_1411_0016_L26	16	95
hstam_4_h_1411_0016_L26	17	48
hstam_4_h_1411_0016_L26	18	55
hstam_4_h_1411_0016_L26	19	10
hstam_4_h_1411_0016_L26	20	29
hstam_4_h_1411_0016_L26	21	79
hstam_4_h_1411_0016_L26	22	97
hstam_4_h_1411_0016_L26	23	48
hstam_4_h_1411_0016_L26	24	A
hstam_4_h_1411_0016_L26	25	79
hstam_4_h_1411_0016_L26	26	26?
hstam_4_h_1411_0016_L26	27	79
hstam_4_h_1411_0016_L26	28	30?
hstam_4_h_1411_0016_L26	29	56
hstam_4_h_1411_0016_L26	30	59
hstam_4_h_1411_0016_L27	1	63
hstam_4_h_1411_0016_L27	2	49
hstam_4_h_1411_0016_L27	3	24
hstam_4_h_1411_0016_L27	4	84
hstam_4_h_1411_0016_L27	5	37?
hstam_4_h_1411_0016_L27	6	99
hstam_4_h_1411_0016_L27	7	55
hstam_4_h_1411_0016_L27	8	W
hstam_4_h_1411_0016_L27	9	49
hstam_4_h_1411_0016_L27	10	24?
hstam_4_h_1411_0016_L27	11	11?
hstam_4_h_1411_0016_L27	12	[PLAIN:Rud?]
hstam_4_h_1411_0016_L27	13	F
hstam_4_h_1411_0016_L27	14	70
hstam_4_h_1411_0016_L27	15	39
hstam_4_h_1411_0016_L27	16	94
hstam_4_h_1411_0016_L27	17	57
hstam_4_h_1411_0016_L27	18	28
hstam_4_h_1411_0016_L27	19	D
hstam_4_h_1411_0016_L27	20	49
hstam_4_h_1411_0016_L27	21	83
hstam_4_h_1411_0016_L27	22	92?
hstam_4_h_1411_0016_L27	23	25?
hstam_4_h_1411_0016_L27	24	N
