line	pos	sign
45	1	42
45	2	30
45	3	X
45	4	42
45	5	16
45	6	10
45	7	61
45	8	zz
45	9	37
45	10	61
45	11	44
45	12	16
45	13	13
45	14	31
45	15	71
45	16	36
45	17	67
45	18	79
45	19	P
45	20	73
45	21	76
45	22	36
45	23	53
45	24	16
45	25	44
45	26	86
45	27	7
45	28	zz
45	29	60
45	30	77
45	31	8z
45	32	70
45	33	18
45	34	10
45	35	79
45	36	65
45	37	95
45	38	T
45	39	16
45	40	30
45	41	43
45	42	16
45	43	X
46	1	16
46	2	z
46	3	1
46	4	61
46	5	44
46	6	97
46	7	z
46	8	39
46	9	63
46	10	6
46	11	z
46	12	11
46	13	N
46	14	44
46	15	11
46	16	z
46	17	90
46	18	88
46	19	71
46	20	76
46	21	16
46	22	z
46	23	5
46	24	7
46	25	99
46	26	16
46	27	zz
46	28	77
46	29	78
46	30	zz
46	31	32
46	32	16
46	33	z
46	34	5
46	35	zz
46	36	79
46	37	30
46	38	F
46	39	46
46	40	16
46	41	77
46	42	1
46	43	zz
46	44	37
46	45	11
46	46	32
46	47	16
46	48	30
47	1	8z
47	2	71
47	3	zz
47	4	zz
47	5	z
47	6	0
47	7	F
47	8	W
47	9	42
47	10	z
47	11	14
47	12	67
47	13	16
47	14	30
47	15	27
47	16	55
47	17	44
47	18	77
47	19	73
47	20	76
47	21	55
47	22	15
47	23	60
47	24	79
47	25	30
47	26	39
47	27	78
47	28	7
47	29	z
47	30	36
47	31	75
47	32	27
47	33	11
47	34	46
47	35	16
47	36	30
47	37	39
47	38	zz
47	39	43
47	40	16
47	41	99
47	42	70
47	43	zz
47	44	45
47	45	z
47	46	6
47	47	36
47	48	F
48	1	6
48	2	zz
48	3	z
48	4	0
48	5	z
48	6	90
48	7	63
48	8	15
48	9	42
48	10	61
48	11	zz
48	12	90
48	13	47
48	14	1
48	15	88
48	16	43
48	17	61
48	18	z
48	19	16
48	20	83
48	21	37
48	22	11
48	23	46
48	24	90
48	25	98
48	26	93
48	27	7
48	28	z
48	29	55
48	30	z
48	31	74
48	32	36
48	33	N
48	34	32
48	35	16
48	36	30
48	37	86
48	38	7
48	39	zz
48	40	60
48	41	98
48	42	16
48	43	99
48	44	D
48	45	29
49	1	F
49	2	77
49	3	ILLEGIBLE
49	4	36
49	5	70
49	6	44
49	7	32
49	8	37
49	9	16
49	10	30
49	11	60
49	12	68
49	13	89
49	14	90
49	15	71
49	16	42
49	17	S
49	18	86
49	19	76
49	20	30
49	21	88
49	22	N
49	23	69
49	24	11
49	25	ILLEGIBLE
49	26	40
49	27	37
49	28	11
49	29	X
49	30	61
49	31	44
49	32	65
49	33	71
49	34	7
49	35	30
49	36	ILLEGIBLE
50	1	69
50	2	23
50	3	16
50	4	46
50	5	70
50	6	F
50	7	42
50	8	70
50	9	D
50	10	29
50	11	60
50	12	13
50	13	30
50	14	N
50	15	37
50	16	16
50	17	zz
50	18	32
50	19	16
50	20	44
50	21	98
50	22	16
50	23	30
50	24	32
50	25	61
50	26	44
50	27	79
50	28	30
50	29	O
50	30	5
50	31	z
50	32	88
50	33	77
50	34	16
50	35	7
50	36	z
50	37	61
50	38	zz
50	39	Und
50	40	90
50	41	24
50	42	98
50	43	70
50	44	30
51	1	60
51	2	16
51	3	zz
51	4	7
51	5	z
51	6	16
51	7	ILLEGIBLE
51	8	79
51	9	44
51	10	67
51	11	70
51	12	C
51	13	zz
51	14	36
51	15	61
51	16	38
51	17	73
51	18	zz
51	19	32
51	20	71
51	21	38
51	22	60
51	23	11
51	24	73
51	25	zz
51	26	[PLAIN:minirt das Rothfalt muß und zu Ihrem Jüngsten]
