line	pos	sign
15	1	12
15	2	22
15	3	44
15	4	54
15	5	D
15	6	61
15	7	63
15	8	20
15	9	37
15	10	35
15	11	78
15	12	B
15	13	z73
15	14	z13
15	15	M
15	16	80
15	17	39
15	18	z73
15	19	44
15	20	77
15	21	4z
15	22	11
15	23	D443
15	24	16
15	25	8z73
15	26	25
15	27	11
15	28	z9
15	29	16
15	30	30
15	31	z08
15	32	Und
15	33	X
15	34	X
15	35	9z30
15	36	Q
15	37	44
15	38	6755
15	39	30
16	1	8
16	2	63
16	3	23
16	4	16
16	5	99
16	6	55
16	7	67
16	8	61
16	9	zz
16	10	Und
16	11	4z
16	12	36
16	13	1
16	14	z73
16	15	A71
16	16	z75
16	17	B
16	18	60
16	19	36
16	20	45
16	21	79
16	22	31
16	23	194
16	24	Und
16	25	86
16	26	88
16	27	z16
16	28	30
16	29	88
16	30	zz
16	31	43
16	32	61
16	33	z4
16	34	58
16	35	16
16	36	30
16	37	73
16	38	167
16	39	z61
16	40	zz
16	41	98
16	42	16
16	43	30
17	1	z10
17	2	zz
17	3	68
17	4	93
17	5	78
17	6	26
17	7	61
17	8	44
17	9	74
17	10	V
17	11	zz
17	12	4z
17	13	58
17	14	O
17	15	61
17	16	zz
17	17	67
17	18	16
17	19	77
17	20	4z
17	21	97
17	22	35
17	23	W
17	24	16
17	25	zz
17	26	58
17	27	zz
17	28	9z
17	29	35
17	30	z61
17	31	74
17	32	4z
17	33	16
17	34	zz
17	35	60
17	36	20
17	37	99
17	38	11
17	39	N
17	40	16
17	41	zz
17	42	40
17	43	71
17	44	4z
18	1	11
18	2	X
18	3	z9
18	4	zz
18	5	16
18	6	zz
18	7	Und
18	8	9z
18	9	70
18	10	zz
18	11	38
18	12	73
18	13	z66
18	14	30
18	15	7z
18	16	25
18	17	11
18	18	37
18	19	36
18	20	74
18	21	26
18	22	9z
18	23	73
18	24	R
18	25	61
18	26	63
18	27	67
18	28	55
18	29	Y
18	30	z6
18	31	55
18	32	ILLEGIBLE
18	33	66
18	34	63
18	35	7
18	36	ILLEGIBLE
18	37	ILLEGIBLE
18	38	K
18	39	98
18	40	45
18	41	N
18	42	61
18	43	74
18	44	zz
18	45	11
18	46	K
19	1	6
19	2	Y
19	3	78
19	4	Y
19	5	X
19	6	97
19	7	36
19	8	76
19	9	37
19	10	V
19	11	66
19	12	82
19	13	36
19	14	z87
19	15	79
19	16	25
19	17	35
19	18	67
19	19	61
19	20	75
19	21	58
19	22	93
19	23	97
19	24	68
19	25	35
19	26	N
19	27	9z
19	28	73
19	29	E
19	30	8z
19	31	8z
19	32	9z
19	33	55
19	34	zz
19	35	70
19	36	88
19	37	67
19	38	79
19	39	zz
19	40	61
19	41	77
19	42	75
19	43	zz
19	44	Y
19	45	F
19	46	16
19	47	zz
20	1	zz
20	2	61
20	3	16
20	4	69
20	5	58
20	6	4z
20	7	91
20	8	V
20	9	83
20	10	16
20	11	4z
20	12	86
20	13	30
20	14	G
20	15	61
20	16	zz
20	17	81
20	18	39
20	19	W
20	20	84
20	21	30
20	22	74
20	23	88
20	24	N
20	25	4z
20	26	98
20	27	61
20	28	30
20	29	32
20	30	16
20	31	zz
20	32	ILLEGIBLE
20	33	70
20	34	44
20	35	G
20	36	31
20	37	43
20	38	55
20	39	30
20	40	zz
20	41	11
20	42	73
20	43	73
20	44	zz
20	45	35
20	46	44
21	1	61
21	2	79
21	3	70
21	4	17
21	5	z5
21	6	44
21	7	W
21	8	16
21	9	zz
21	10	76
21	11	61
21	12	23
21	13	79
21	14	15
21	15	D
21	16	Y
21	17	44
21	18	69
21	19	73
21	20	99
21	21	N
21	22	39
21	23	zz
21	24	ILLEGIBLE
21	25	70
21	26	99
21	27	X
21	28	66
21	29	61
21	30	ILLEGIBLE
21	31	z9
21	32	98
21	33	71
21	34	30
21	35	32
21	36	zz
21	37	76
21	38	81
21	39	70
21	40	W
21	41	11
21	42	30
21	43	16
21	44	zz
21	45	99
21	46	70
21	47	W
21	48	84
21	49	63
22	1	88
22	2	73
22	3	25
22	4	74
22	5	27
22	6	25
22	7	30
22	8	ILLEGIBLE
22	9	16
22	10	98
22	11	71
22	12	97
22	13	3z
22	14	zz
22	15	16
22	16	67
22	17	16
22	18	30
22	19	z3
22	20	Y
22	21	zz
22	22	41
22	23	179
22	24	30
22	25	44
22	26	26
22	27	16
22	28	z4
22	29	91
22	30	11
22	31	98
22	32	z4
22	33	67
22	34	55
22	35	30
22	36	S
22	37	D
22	38	99
22	39	Y
22	40	N
22	41	90
22	42	55
22	43	76
22	44	63
22	45	16
22	46	zz
23	1	84
23	2	zz
23	3	Und
23	4	40
23	5	71
23	6	zz
23	7	73
23	8	97
23	9	9z
23	10	73
23	11	R
23	12	84
23	13	83
23	14	47
23	15	11
23	16	16
23	17	30
23	18	60
23	19	61
23	20	zz
23	21	77
23	22	74
23	23	35
23	24	9z
23	25	39
23	26	zz
23	27	F
23	28	D
23	29	88
23	30	20
23	31	16
23	32	30
23	33	67
23	34	36
23	35	16
23	36	74
23	37	61
23	38	13
23	39	D
23	40	68
23	41	67
