line	pos	sign
15	1	77
15	2	77
15	3	4z
15	4	59
15	5	D
15	6	61
15	7	63
15	8	20
15	9	37
15	10	35
15	11	78
15	12	B
15	13	z73
15	14	z13
15	15	M
15	16	80
15	17	39
15	18	zz
15	19	73
15	20	44
15	21	77
15	22	4z
15	23	11
15	24	R
15	25	43
15	26	16
15	27	8z
15	28	73
15	29	z5
15	30	11
15	31	z9
15	32	16
15	33	30
15	34	z08
15	35	Und
15	36	X
15	37	X
15	38	9z
15	39	30
15	40	Q
15	41	44
15	42	67
15	43	55
15	44	30
16	1	S
16	2	61
16	3	33
16	4	16
16	5	99
16	6	55
16	7	67
16	8	61
16	9	zz
16	10	Und
16	11	4z
16	12	36
16	13	1
16	14	zz
16	15	73
16	16	A
16	17	71
16	18	z5
16	19	B
16	20	60
16	21	36
16	22	43
16	23	79
16	24	31
16	25	194
16	26	Und
16	27	86
16	28	88
16	29	L
16	30	16
16	31	30
16	32	88
16	33	zz
16	34	43
16	35	61
16	36	44
16	37	58
16	38	16
16	39	30
16	40	73
16	41	16
16	42	7z
16	43	61
16	44	zz
16	45	98
16	46	16
16	47	30
17	1	1
17	2	z0
17	3	zz
17	4	68
17	5	93
17	6	78
17	7	z6
17	8	61
17	9	44
17	10	74
17	11	V
17	12	zz
17	13	4z
17	14	58
17	15	O
17	16	61
17	17	zz
17	18	67
17	19	16
17	20	77
17	21	4z
17	22	97
17	23	35
17	24	W
17	25	16
17	26	zz
17	27	58
17	28	zz
17	29	9z
17	30	35
17	31	E
17	32	61
17	33	44
17	34	74
17	35	4z
17	36	16
17	37	zz
17	38	60
17	39	z0
17	40	99
17	41	11
17	42	N
17	43	16
17	44	zz
17	45	40
17	46	71
17	47	4z
18	1	1
18	2	X
18	3	z
18	4	16
18	5	zz
18	6	Und
18	7	9z
18	8	70
18	9	zz
18	10	38
18	11	73
18	12	z
18	13	66
18	14	30
18	15	70
18	16	z5
18	17	11
18	18	37
18	19	36
18	20	74
18	21	z6
18	22	9z
18	23	73
18	24	R
18	25	61
18	26	63
18	27	67
18	28	55
18	29	9
18	30	zz
18	31	55
18	32	44
18	33	66
18	34	63
18	35	4
18	36	44
18	37	K
18	38	98
18	39	45
18	40	N
18	41	61
18	42	74
18	43	zz
18	44	11
18	45	4
19	1	6
19	2	79
19	3	4
19	4	24
19	5	X
19	6	97
19	7	z6
19	8	z6
19	9	37
19	10	V
19	11	60
19	12	8z
19	13	36
19	14	4z
19	15	67
19	16	79
19	17	z5
19	18	35
19	19	67
19	20	61
19	21	z5
19	22	58
19	23	93
19	24	97
19	25	68
19	26	35
19	27	N
19	28	9z
19	29	73
19	30	E
19	31	84
19	32	44
19	33	9z
19	34	55
19	35	zz
19	36	40
19	37	88
19	38	67
19	39	79
19	40	4z
19	41	61
19	42	77
19	43	75
19	44	4z
19	45	41
19	46	zz
20	1	z
20	2	z6
20	3	16
20	4	16
20	5	9
20	6	58
20	7	4z
20	8	91
20	9	V
20	10	83
20	11	16
20	12	4z
20	13	86
20	14	30
20	15	G
20	16	61
20	17	zz
20	18	81
20	19	39
20	20	W
20	21	84
20	22	30
20	23	74
20	24	88
20	25	N
20	26	41
20	27	98
20	28	61
20	29	30
20	30	32
20	31	16
20	32	zz
20	33	60
20	34	70
20	35	44
20	36	9z
20	37	G
20	38	31
20	39	43
20	40	55
20	41	30
20	42	zz
20	43	11
20	44	73
20	45	73
20	46	zz
20	47	35
20	48	44
21	1	61
21	2	79
21	3	70
21	4	17
21	5	z5
21	6	44
21	7	W
21	8	16
21	9	zz
21	10	76
21	11	61
21	12	z3
21	13	79
21	14	15
21	15	O
21	16	y
21	17	44
21	18	69
21	19	73
21	20	99
21	21	N
21	22	39
21	23	zz
21	24	40
21	25	70
21	26	99
21	27	X
21	28	66
21	29	61
21	30	T
21	31	z9
21	32	98
21	33	71
21	34	30
21	35	37
21	36	z6
21	37	81
21	38	70
21	39	W
21	40	11
21	41	30
21	42	16
21	43	zz
21	44	99
21	45	70
21	46	W
21	47	84
21	48	63
22	1	88
22	2	73
22	3	z5
22	4	74
22	5	z7
22	6	z5
22	7	30
22	8	A
22	9	16
22	10	98
22	11	71
22	12	97
22	13	3z
22	14	16
22	15	67
22	16	16
22	17	30
22	18	z3
22	19	V
22	20	zz
22	21	41
22	22	17
22	23	z9
22	24	30
22	25	44
22	26	z6
22	27	16
22	28	z4
22	29	91
22	30	11
22	31	9z
22	32	44
22	33	67
22	34	55
22	35	30
22	36	S
22	37	O
22	38	99
22	39	V
22	40	N
22	41	90
22	42	55
22	43	76
22	44	63
22	45	16
22	46	zz
23	1	84
23	2	zz
23	3	Und
23	4	40
23	5	71
23	6	z4
23	7	73
23	8	97
23	9	9z
23	10	73
23	11	R
23	12	84
23	13	83
23	14	47
23	15	11
23	16	16
23	17	30
23	18	60
23	19	61
23	20	zz
23	21	77
23	22	74
23	23	35
23	24	9z
23	25	39
23	26	zz
23	27	F
23	28	O
23	29	88
23	30	20
23	31	16
23	32	30
23	33	67
23	34	36
23	35	16
23	36	74
23	37	61
23	38	13
23	39	O
23	40	68
23	41	67
23	42	66
23	43	13
23	44	61
23	45	63
24	1	85
24	2	71
24	3	39
24	4	30
24	5	A
24	6	11
24	7	30
24	8	16
24	9	44
24	10	9z
24	11	O
24	12	83
24	13	193
24	14	137
24	15	V
24	16	H
24	17	3z
24	18	36
24	19	39
24	20	99
24	21	9z
24	22	84
24	23	83
24	24	zz
24	25	3
24	26	X
24	27	37
24	28	39
24	29	N
24	30	77
24	31	V
24	32	zz
24	33	Und
24	34	z7
24	35	36
24	36	16
24	37	31
24	38	61
24	39	137
24	40	16
24	41	44
24	42	83
24	43	11
