line	pos	sign
hstam_4_h_1411_0024_L01	1	97
hstam_4_h_1411_0024_L01	2	z9
hstam_4_h_1411_0024_L01	3	18
hstam_4_h_1411_0024_L01	4	16
hstam_4_h_1411_0024_L01	5	29
hstam_4_h_1411_0024_L01	6	81
hstam_4_h_1411_0024_L01	7	83
hstam_4_h_1411_0024_L01	8	29
hstam_4_h_1411_0024_L01	9	84
hstam_4_h_1411_0024_L01	10	30
hstam_4_h_1411_0024_L01	11	14
hstam_4_h_1411_0024_L01	12	0
hstam_4_h_1411_0024_L01	13	4z
hstam_4_h_1411_0024_L01	14	66
hstam_4_h_1411_0024_L01	15	z6
hstam_4_h_1411_0024_L01	16	46
hstam_4_h_1411_0024_L01	17	16
hstam_4_h_1411_0024_L01	18	z4
hstam_4_h_1411_0024_L01	19	9
hstam_4_h_1411_0024_L01	20	Q
hstam_4_h_1411_0024_L01	21	W
hstam_4_h_1411_0024_L01	22	84
hstam_4_h_1411_0024_L01	23	z5
hstam_4_h_1411_0024_L01	24	15
hstam_4_h_1411_0024_L01	25	11
hstam_4_h_1411_0024_L01	26	N
hstam_4_h_1411_0024_L01	27	48
hstam_4_h_1411_0024_L01	28	44
hstam_4_h_1411_0024_L01	29	80
hstam_4_h_1411_0024_L01	30	35
hstam_4_h_1411_0024_L01	31	R
hstam_4_h_1411_0024_L01	32	11
hstam_4_h_1411_0024_L01	33	P
hstam_4_h_1411_0024_L01	34	70
hstam_4_h_1411_0024_L02	1	11
hstam_4_h_1411_0024_L02	2	49
hstam_4_h_1411_0024_L02	3	83
hstam_4_h_1411_0024_L02	4	z8
hstam_4_h_1411_0024_L02	5	15
hstam_4_h_1411_0024_L02	6	13
hstam_4_h_1411_0024_L02	7	z7
hstam_4_h_1411_0024_L02	8	29
hstam_4_h_1411_0024_L02	9	4z
hstam_4_h_1411_0024_L02	10	137
hstam_4_h_1411_0024_L02	11	163
hstam_4_h_1411_0024_L02	12	177
hstam_4_h_1411_0024_L02	13	Y
hstam_4_h_1411_0024_L02	14	44
hstam_4_h_1411_0024_L02	15	61
hstam_4_h_1411_0024_L02	16	83
hstam_4_h_1411_0024_L02	17	83
hstam_4_h_1411_0024_L02	18	97
hstam_4_h_1411_0024_L02	19	11
hstam_4_h_1411_0024_L02	20	84
hstam_4_h_1411_0024_L02	21	27
hstam_4_h_1411_0024_L02	22	48
hstam_4_h_1411_0024_L02	23	44
hstam_4_h_1411_0024_L02	24	39
hstam_4_h_1411_0024_L02	25	7z
hstam_4_h_1411_0024_L02	26	70
hstam_4_h_1411_0024_L02	27	30
hstam_4_h_1411_0024_L02	28	60
hstam_4_h_1411_0024_L02	29	90
hstam_4_h_1411_0024_L03	1	9
hstam_4_h_1411_0024_L03	2	45
hstam_4_h_1411_0024_L03	3	61
hstam_4_h_1411_0024_L03	4	63
hstam_4_h_1411_0024_L03	5	7z
hstam_4_h_1411_0024_L03	6	66
hstam_4_h_1411_0024_L03	7	44
hstam_4_h_1411_0024_L03	8	91
hstam_4_h_1411_0024_L03	9	65
hstam_4_h_1411_0024_L03	10	z8
hstam_4_h_1411_0024_L03	11	N
hstam_4_h_1411_0024_L03	12	60
hstam_4_h_1411_0024_L03	13	8z
hstam_4_h_1411_0024_L03	14	70
hstam_4_h_1411_0024_L03	15	10
hstam_4_h_1411_0024_L03	16	16
hstam_4_h_1411_0024_L03	17	83
hstam_4_h_1411_0024_L03	18	13
hstam_4_h_1411_0024_L03	19	45
hstam_4_h_1411_0024_L03	20	99
hstam_4_h_1411_0024_L03	21	94
hstam_4_h_1411_0024_L03	22	49
hstam_4_h_1411_0024_L04	1	ILLEGIBLE
hstam_4_h_1411_0024_L04	2	58
hstam_4_h_1411_0024_L04	3	83
hstam_4_h_1411_0024_L04	4	W
hstam_4_h_1411_0024_L04	5	79
hstam_4_h_1411_0024_L04	6	30
hstam_4_h_1411_0024_L04	7	79
hstam_4_h_1411_0024_L04	8	29
hstam_4_h_1411_0024_L04	9	39
hstam_4_h_1411_0024_L04	10	9
hstam_4_h_1411_0024_L04	11	97
hstam_4_h_1411_0024_L04	12	83
hstam_4_h_1411_0024_L04	13	60
hstam_4_h_1411_0024_L04	14	77
hstam_4_h_1411_0024_L04	15	45
hstam_4_h_1411_0024_L04	16	83
hstam_4_h_1411_0024_L04	17	48
hstam_4_h_1411_0024_L04	18	44
hstam_4_h_1411_0024_L04	19	13
hstam_4_h_1411_0024_L04	20	G
hstam_4_h_1411_0024_L04	21	44
hstam_4_h_1411_0024_L04	22	94
hstam_4_h_1411_0024_L05	1	z8
hstam_4_h_1411_0024_L05	2	15
hstam_4_h_1411_0024_L05	3	68
hstam_4_h_1411_0024_L05	4	93
hstam_4_h_1411_0024_L05	5	58
hstam_4_h_1411_0024_L05	6	16
hstam_4_h_1411_0024_L05	7	9z
hstam_4_h_1411_0024_L05	8	46
hstam_4_h_1411_0024_L05	9	z8
hstam_4_h_1411_0024_L05	10	30
hstam_4_h_1411_0024_L05	11	76
hstam_4_h_1411_0024_L05	12	61
hstam_4_h_1411_0024_L05	13	60
hstam_4_h_1411_0024_L05	14	67
hstam_4_h_1411_0024_L05	15	55
hstam_4_h_1411_0024_L05	16	68
hstam_4_h_1411_0024_L05	17	67
hstam_4_h_1411_0024_L05	18	11
hstam_4_h_1411_0024_L05	19	z9
hstam_4_h_1411_0024_L05	20	z00
hstam_4_h_1411_0024_L05	21	83
hstam_4_h_1411_0024_L05	22	35
hstam_4_h_1411_0024_L05	23	94
hstam_4_h_1411_0024_L05	24	08
hstam_4_h_1411_0024_L05	25	ILLEGIBLE
hstam_4_h_1411_0024_L05	26	ILLEGIBLE
hstam_4_h_1411_0024_L06	1	8z
hstam_4_h_1411_0024_L06	2	76
hstam_4_h_1411_0024_L06	3	83
hstam_4_h_1411_0024_L06	4	ILLEGIBLE
hstam_4_h_1411_0024_L06	5	4z
hstam_4_h_1411_0024_L06	6	70
hstam_4_h_1411_0024_L06	7	7z
hstam_4_h_1411_0024_L06	8	76
hstam_4_h_1411_0024_L06	9	79
hstam_4_h_1411_0024_L06	10	31
hstam_4_h_1411_0024_L06	11	13
hstam_4_h_1411_0024_L06	12	89
hstam_4_h_1411_0024_L06	13	15
hstam_4_h_1411_0024_L06	14	46
hstam_4_h_1411_0024_L06	15	z9
hstam_4_h_1411_0024_L06	16	60
hstam_4_h_1411_0024_L06	17	61
hstam_4_h_1411_0024_L06	18	83
hstam_4_h_1411_0024_L06	19	80
hstam_4_h_1411_0024_L06	20	4
hstam_4_h_1411_0024_L06	21	5
hstam_4_h_1411_0024_L06	22	R
hstam_4_h_1411_0024_L06	23	9
hstam_4_h_1411_0024_L06	24	ILLEGIBLE
hstam_4_h_1411_0024_L06	25	z9
hstam_4_h_1411_0024_L06	26	43
hstam_4_h_1411_0024_L06	27	84
hstam_4_h_1411_0024_L07	1	50
hstam_4_h_1411_0024_L07	2	9z
hstam_4_h_1411_0024_L07	3	45
hstam_4_h_1411_0024_L07	4	43
hstam_4_h_1411_0024_L07	5	94
hstam_4_h_1411_0024_L07	6	10
hstam_4_h_1411_0024_L07	7	16
hstam_4_h_1411_0024_L07	8	zz
hstam_4_h_1411_0024_L07	9	4z
hstam_4_h_1411_0024_L07	10	58
hstam_4_h_1411_0024_L07	11	13
hstam_4_h_1411_0024_L07	12	67
hstam_4_h_1411_0024_L07	13	55
hstam_4_h_1411_0024_L07	14	97
hstam_4_h_1411_0024_L07	15	90
hstam_4_h_1411_0024_L07	16	88
hstam_4_h_1411_0024_L07	17	39
hstam_4_h_1411_0024_L07	18	91
