line	pos	sign
hstam_4_h_1411_0012_L44_s1	1	47
hstam_4_h_1411_0012_L44_s1	2	O
hstam_4_h_1411_0012_L44_s1	3	60
hstam_4_h_1411_0012_L44_s1	4	93
hstam_4_h_1411_0012_L44_s1	5	54
hstam_4_h_1411_0012_L44_s1	6	61
hstam_4_h_1411_0012_L44_s1	7	7
hstam_4_h_1411_0012_L44_s1	8	97
hstam_4_h_1411_0012_L44_s1	9	95
hstam_4_h_1411_0012_L44_s1	10	10
hstam_4_h_1411_0012_L44_s1	11	16
hstam_4_h_1411_0012_L44_s1	12	63
hstam_4_h_1411_0012_L44_s1	13	18
hstam_4_h_1411_0012_L44_s1	14	61
hstam_4_h_1411_0012_L44_s1	15	83
hstam_4_h_1411_0012_L44_s1	16	129
hstam_4_h_1411_0012_L44_s1	17	76
hstam_4_h_1411_0012_L44_s1	18	G
hstam_4_h_1411_0012_L44_s1	19	42
hstam_4_h_1411_0012_L44_s1	20	51
hstam_4_h_1411_0012_L44_s1	21	35
hstam_4_h_1411_0012_L44_s1	22	22
hstam_4_h_1411_0012_L44_s1	23	11
hstam_4_h_1411_0012_L44_s1	24	29
hstam_4_h_1411_0012_L44_s1	25	58
hstam_4_h_1411_0012_L44_s1	26	89
hstam_4_h_1411_0012_L44_s1	27	31
hstam_4_h_1411_0012_L44_s1	28	91
hstam_4_h_1411_0012_L44_s1	29	35
hstam_4_h_1411_0012_L44_s1	30	42
hstam_4_h_1411_0012_L44_s1	31	49
hstam_4_h_1411_0012_L44_s1	32	63
hstam_4_h_1411_0012_L45_s1	1	63
hstam_4_h_1411_0012_L45_s1	2	58
hstam_4_h_1411_0012_L45_s1	3	22
hstam_4_h_1411_0012_L45_s1	4	56
hstam_4_h_1411_0012_L45_s1	5	84
hstam_4_h_1411_0012_L45_s1	6	85
hstam_4_h_1411_0012_L45_s1	7	55
hstam_4_h_1411_0012_L45_s1	8	10
hstam_4_h_1411_0012_L45_s1	9	48
hstam_4_h_1411_0012_L45_s1	10	97
hstam_4_h_1411_0012_L45_s1	11	46
hstam_4_h_1411_0012_L45_s1	12	61
hstam_4_h_1411_0012_L45_s1	13	42
hstam_4_h_1411_0012_L45_s1	14	97
hstam_4_h_1411_0012_L45_s1	15	35
hstam_4_h_1411_0012_L45_s1	16	42
hstam_4_h_1411_0012_L45_s1	17	69
hstam_4_h_1411_0012_L45_s1	18	7
hstam_4_h_1411_0012_L45_s1	19	61
hstam_4_h_1411_0012_L45_s1	20	63
hstam_4_h_1411_0012_L45_s1	21	92
hstam_4_h_1411_0012_L45_s1	22	45
hstam_4_h_1411_0012_L45_s1	23	83
hstam_4_h_1411_0012_L45_s1	24	66
hstam_4_h_1411_0012_L45_s1	25	29
hstam_4_h_1411_0012_L45_s1	26	49
hstam_4_h_1411_0012_L45_s1	27	Y
hstam_4_h_1411_0012_L45_s1	28	63
hstam_4_h_1411_0012_L45_s1	29	92
hstam_4_h_1411_0012_L45_s1	30	49
hstam_4_h_1411_0012_L45_s1	31	42
hstam_4_h_1411_0012_L46_s1	1	61
hstam_4_h_1411_0012_L46_s1	2	31
hstam_4_h_1411_0012_L46_s1	3	27
hstam_4_h_1411_0012_L46_s1	4	36
hstam_4_h_1411_0012_L46_s1	5	13
hstam_4_h_1411_0012_L46_s1	6	99
hstam_4_h_1411_0012_L46_s1	7	91
hstam_4_h_1411_0012_L46_s1	8	61
hstam_4_h_1411_0012_L46_s1	9	22
hstam_4_h_1411_0012_L46_s1	10	44
hstam_4_h_1411_0012_L46_s1	11	89
hstam_4_h_1411_0012_L46_s1	12	N
hstam_4_h_1411_0012_L46_s1	13	98
hstam_4_h_1411_0012_L46_s1	14	45
hstam_4_h_1411_0012_L46_s1	15	H
hstam_4_h_1411_0012_L46_s1	16	G
hstam_4_h_1411_0012_L46_s1	17	22
hstam_4_h_1411_0012_L46_s1	18	84
hstam_4_h_1411_0012_L46_s1	19	44
hstam_4_h_1411_0012_L46_s1	20	43
hstam_4_h_1411_0012_L46_s1	21	24
hstam_4_h_1411_0012_L46_s1	22	60
hstam_4_h_1411_0012_L46_s1	23	49
hstam_4_h_1411_0012_L46_s1	24	83
hstam_4_h_1411_0012_L46_s1	25	86
hstam_4_h_1411_0012_L46_s1	26	97
hstam_4_h_1411_0012_L46_s1	27	95
hstam_4_h_1411_0012_L46_s1	28	27
hstam_4_h_1411_0012_L46_s1	29	61
hstam_4_h_1411_0012_L46_s1	30	63
hstam_4_h_1411_0012_L46_s1	31	61
hstam_4_h_1411_0012_L46_s1	32	30
hstam_4_h_1411_0012_L47_s1	1	21
hstam_4_h_1411_0012_L47_s1	2	28
hstam_4_h_1411_0012_L47_s1	3	99
hstam_4_h_1411_0012_L47_s1	4	41
hstam_4_h_1411_0012_L47_s1	5	61
hstam_4_h_1411_0012_L47_s1	6	63
hstam_4_h_1411_0012_L47_s1	7	13
hstam_4_h_1411_0012_L47_s1	8	35
hstam_4_h_1411_0012_L47_s1	9	99
hstam_4_h_1411_0012_L47_s1	10	60
hstam_4_h_1411_0012_L47_s1	11	84
hstam_4_h_1411_0012_L47_s1	12	83
hstam_4_h_1411_0012_L47_s1	13	42
hstam_4_h_1411_0012_L47_s1	14	66
hstam_4_h_1411_0012_L47_s1	15	O
hstam_4_h_1411_0012_L47_s1	16	46
hstam_4_h_1411_0012_L47_s1	17	49
hstam_4_h_1411_0012_L47_s1	18	97
hstam_4_h_1411_0012_L47_s1	19	140
hstam_4_h_1411_0012_L47_s1	20	98
hstam_4_h_1411_0012_L47_s1	21	58
hstam_4_h_1411_0012_L47_s1	22	65
hstam_4_h_1411_0012_L47_s1	23	67
hstam_4_h_1411_0012_L47_s1	24	49
hstam_4_h_1411_0012_L47_s1	25	42
hstam_4_h_1411_0012_L47_s1	26	39
hstam_4_h_1411_0012_L47_s1	27	63
hstam_4_h_1411_0012_L47_s1	28	27
hstam_4_h_1411_0012_L47_s1	29	71
hstam_4_h_1411_0012_L47_s1	30	97
hstam_4_h_1411_0012_L48_s1	1	D
hstam_4_h_1411_0012_L48_s1	2	137
hstam_4_h_1411_0012_L48_s1	3	39
hstam_4_h_1411_0012_L48_s1	4	81
hstam_4_h_1411_0012_L48_s1	5	70
hstam_4_h_1411_0012_L48_s1	6	30
hstam_4_h_1411_0012_L48_s1	7	26
hstam_4_h_1411_0012_L48_s1	8	52
hstam_4_h_1411_0012_L48_s1	9	58
hstam_4_h_1411_0012_L48_s1	10	130
hstam_4_h_1411_0012_L48_s1	11	45
hstam_4_h_1411_0012_L48_s1	12	46
hstam_4_h_1411_0012_L48_s1	13	48
hstam_4_h_1411_0012_L48_s1	14	65
hstam_4_h_1411_0012_L48_s1	15	99
hstam_4_h_1411_0012_L48_s1	16	88
hstam_4_h_1411_0012_L48_s1	17	76
hstam_4_h_1411_0012_L48_s1	18	49
hstam_4_h_1411_0012_L48_s1	19	19
hstam_4_h_1411_0012_L48_s1	20	92
hstam_4_h_1411_0012_L48_s1	21	60
hstam_4_h_1411_0012_L48_s1	22	30
hstam_4_h_1411_0012_L48_s1	23	70
hstam_4_h_1411_0012_L48_s1	24	80
hstam_4_h_1411_0012_L48_s1	25	60
hstam_4_h_1411_0012_L48_s1	26	61
hstam_4_h_1411_0012_L48_s1	27	63
hstam_4_h_1411_0012_L48_s1	28	49
hstam_4_h_1411_0012_L48_s1	29	83
hstam_4_h_1411_0012_L49_s1	1	99
hstam_4_h_1411_0012_L49_s1	2	55
hstam_4_h_1411_0012_L49_s1	3	W
hstam_4_h_1411_0012_L49_s1	4	79
hstam_4_h_1411_0012_L49_s1	5	63
