line	pos	sign
45	1	44
45	2	30
45	3	X
45	4	43
45	5	16
45	6	16
45	7	61
45	8	zz
45	9	7
45	10	37
45	11	61
45	12	44
45	13	16
45	14	13
45	15	31
45	16	71
45	17	36
45	18	67
45	19	79
45	20	H
45	21	73
45	22	76
45	23	36
45	24	51
45	25	16
45	26	44
45	27	86
45	28	1
45	29	zz
45	30	60
45	31	77
45	32	8z
45	33	70
45	34	16
45	35	16
45	36	79
45	37	65
45	38	95
45	39	z
45	40	16
45	41	30
45	42	43
45	43	16
45	44	X
46	1	16
46	2	61
46	3	44
46	4	97
46	5	39
46	6	63
46	7	62
46	8	11
46	9	N
46	10	44
46	11	11
46	12	90
46	13	88
46	14	71
46	15	76
46	16	16
46	17	25
46	18	61
46	19	99
46	20	16
46	21	zz
46	22	77
46	23	78
46	24	zz
46	25	32
46	26	16
46	27	25
46	28	24
46	29	79
46	30	30
46	31	F
46	32	46
46	33	16
46	34	77
46	35	1zz
46	36	37
46	37	11
46	38	3z
46	39	16
46	40	30
47	1	8z
47	2	71
47	3	zz
47	4	23
47	5	30
47	6	F
47	7	W
47	8	44
47	9	zz
47	10	14
47	11	67
47	12	16
47	13	30
47	14	27
47	15	55
47	16	44
47	17	77
47	18	73
47	19	76
47	20	55
47	21	35
47	22	60
47	23	79
47	24	30
47	25	39
47	26	78
47	27	7z
47	28	36
47	29	75
47	30	27
47	31	11
47	32	46
47	33	16
47	34	30
47	35	39
47	36	zz
47	37	43
47	38	16
47	39	99
47	40	70
47	41	zz
47	42	43
47	43	z6
47	44	36
47	45	F
48	1	6zz
48	2	70
48	3	z00
48	4	63
48	5	16
48	6	42
48	7	61
48	8	zz
48	9	Und
48	10	29
48	11	47
48	12	188
48	13	43
48	14	61
48	15	z1
48	16	16
48	17	83
48	18	37
48	19	11
48	20	46
48	21	Und
48	22	98
48	23	93
48	24	7z
48	25	66
48	26	24
48	27	74
48	28	36
48	29	N
48	30	3z
48	31	16
48	32	30
48	33	86
48	34	9
48	35	zz
48	36	60
48	37	98
48	38	16
48	39	99
48	40	D
48	41	29
49	1	97
49	2	91
49	3	19
49	4	13
49	5	35
49	6	E
49	7	77
49	8	zit
49	9	and
49	10	36
49	11	70
49	12	44
49	13	3z
49	14	37
49	15	16
49	16	30
49	17	60
49	18	68
49	19	89
49	20	90
49	21	7
49	22	4z
49	23	S
49	24	86
49	25	76
49	26	30
49	27	88
49	28	N
49	29	69
49	30	11
49	31	O
49	32	40
49	33	37
49	34	11
49	35	X
49	36	61
49	37	44
49	38	65
49	39	71
49	40	7z
49	41	30
50	1	97
50	2	91
50	3	19
50	4	13
50	5	35
50	6	69
50	7	23
50	8	16
50	9	46
50	10	70
50	11	F
50	12	42
50	13	70
50	14	D
50	15	29
50	16	60
50	17	13
50	18	36
50	19	N
50	20	37
50	21	16
50	22	zz
50	23	3z
50	24	16
50	25	44
50	26	98
50	27	16
50	28	30
50	29	3z
50	30	61
50	31	44
50	32	79
50	33	30
50	34	O
50	35	5z
50	36	88
50	37	77
50	38	16
50	39	7z
50	40	61
50	41	zz
50	42	Und
50	43	90
50	44	24
50	45	98
50	46	70
50	47	30
51	1	60
51	2	16
51	3	zz
51	4	7z
51	5	16
51	6	A
51	7	79
51	8	44
51	9	9
51	10	67
51	11	70
51	12	C
51	13	zz
51	14	36
51	15	61
51	16	38
51	17	73
51	18	zz
51	19	36
51	20	9
51	21	38
51	22	60
51	23	11
51	24	73
51	25	zz
51	26	[PLAIN:meinem dem Rathfaltmus und Erndorffs Jungshans]
