line	pos	sign
52	1	[PLAIN:Camb Hoffschreibers nach, so im Duplo abzuschreiben gewesen worden,]
52	2	83
52	3	36
52	4	30
52	5	43
52	6	16
52	7	zz
52	8	60
52	9	74
52	10	79
52	11	7
52	12	z
52	13	16
52	14	30
52	15	Und
52	16	86
52	17	z
52	18	1
52	19	54
52	20	78
52	21	11
52	22	N
52	23	16
52	24	30
53	1	55
53	2	99
53	3	13
53	4	10
53	5	Y
53	6	z
53	7	51
53	8	40
53	9	78
53	10	73
53	11	89
53	12	z
53	13	16
53	14	zz
53	15	76
53	16	88
53	17	30
53	18	43
53	19	93
53	20	z
53	21	7
53	22	16
53	23	z
53	24	5
53	25	71
53	26	79
53	27	N
53	28	60
53	29	61
53	30	43
53	31	61
53	32	7
53	33	79
53	34	7
53	35	z
53	36	16
53	37	83
53	38	67
53	39	55
53	40	44
53	41	77
53	42	11
53	43	16
53	44	16
53	45	7
53	46	z
53	47	44
53	48	65
54	1	z
54	2	84
54	3	73
54	4	14
54	5	4
54	6	z
54	7	11
54	8	zz
54	9	3
54	10	z
54	11	16
54	12	44
54	13	70
54	14	88
54	15	85
54	16	71
54	17	55
54	18	80
54	19	9
54	20	z
54	21	16
54	22	zz
54	23	91
54	24	30
54	25	36
54	26	61
54	27	z
54	28	9
54	29	16
54	30	44
54	31	87
54	32	99
54	33	77
54	34	70
54	35	88
54	36	67
54	37	84
54	38	65
54	39	67
54	40	16
54	41	zz
54	42	z
54	43	8
54	44	44
54	45	67
54	46	61
55	1	30
55	2	55
55	3	44
55	4	6
55	5	30
55	6	13
55	7	Y
55	8	83
55	9	51
55	10	73
55	11	zz
55	12	16
55	13	44
55	14	Und
55	15	8
55	16	z
55	17	55
55	18	91
55	19	16
55	20	zz
55	21	68
55	22	11
55	23	73
55	24	S
55	25	W
55	26	zz
55	27	62
55	28	76
55	29	z
55	30	5
55	31	71
55	32	z
55	33	8
55	34	31
55	35	46
55	36	16
55	37	30
55	38	77
55	39	Y
55	40	60
55	41	61
55	42	63
56	1	9
56	2	z
56	3	57
56	4	83
56	5	S
56	6	N
56	7	71
56	8	73
56	9	4
56	10	z
56	11	z
56	12	3
56	13	S
56	14	44
56	15	60
56	16	36
56	17	7
56	18	z
56	19	z
56	20	5
56	21	9
56	22	z
56	23	Y
56	24	zz
56	25	X
56	26	55
56	27	67
56	28	16
56	29	43
56	30	48
56	31	L
56	32	49
56	33	8
56	34	z
56	35	79
56	36	83
56	37	67
56	38	ILLEGIBLE
56	39	44
56	40	89
56	41	99
56	42	73
56	43	81
56	44	53
56	45	16
56	46	zz
56	47	10
56	48	88
56	49	30
56	50	43
57	1	ILLEGIBLE
