line	pos	sign
25	1	A
25	2	S
25	3	B
25	4	51
25	5	73
25	6	R
25	7	16
25	8	zz
25	9	37
25	10	36
25	11	F
25	12	d
25	13	O
25	14	71
25	15	38
25	16	51
25	17	79
25	18	43
25	19	79
25	20	31
25	21	35
25	22	E
25	23	61
25	24	44
25	25	98
25	26	61
25	27	30
25	28	3z
25	29	16
25	30	zz
25	31	67
25	32	70
25	33	C
25	34	40
25	35	66
25	36	16
25	37	80
25	38	73
25	39	K
25	40	48
25	41	zz
25	42	40
25	43	70
25	44	zz
26	1	G
26	2	16
26	3	zz
26	4	94
26	5	39
26	6	z9
26	7	78
26	8	36
26	9	Y
26	10	z7
26	11	16
26	12	30
26	13	61
26	14	44
26	15	76
26	16	3z
26	17	16
26	18	30
26	19	99
26	20	L
26	21	4z
26	22	16
26	23	z1
26	24	z5
26	25	91
26	26	79
26	27	43
26	28	16
26	29	z5
26	30	61
26	31	44
26	32	79
26	33	W
26	34	77
26	35	Y
26	36	44
26	37	60
26	38	76
26	39	98
26	40	55
26	41	30
26	42	z7
26	43	36
27	1	O
27	2	6z
27	3	16
27	4	37
27	5	16
27	6	40
27	7	37
27	8	73
27	9	78
27	10	50
27	11	53
27	12	z3
27	13	71
27	14	zz
27	15	z7
27	16	11
27	17	43
27	18	16
27	19	F
27	20	84
27	21	38
27	22	51
27	23	16
27	24	71
27	25	35
27	26	44
27	27	zz
27	28	O
27	29	55
27	30	15
27	31	7z
27	32	11
27	33	30
27	34	55
27	35	10
27	36	61
27	37	z5
27	38	73
27	39	Y
27	40	44
27	41	11
27	42	A
27	43	99
27	44	55
28	1	51
28	2	A
28	3	11
28	4	30
28	5	61
28	6	4
28	7	68
28	8	73
28	9	7z
28	10	70
28	11	zz
28	12	70
28	13	zz
28	14	S
28	15	79
28	16	9z
28	17	Y
28	18	zz
28	19	16
28	20	51
28	21	71
28	22	43
28	23	16
28	24	15
28	25	Und
28	26	197
28	27	98
28	28	39
28	29	4z
28	30	61
28	31	44
28	32	80
28	33	73
28	34	31
28	35	O
28	36	70
28	37	76
28	38	16
28	39	99
28	40	13
29	1	ILLEGIBLE
29	2	z
29	3	30
29	4	A
29	5	11
29	6	74
29	7	30
29	8	54
29	9	61
29	10	36
29	11	ILLEGIBLE
29	12	37
29	13	70
29	14	30
29	15	z0
29	16	16
29	17	zz
29	18	16
29	19	16
29	20	30
29	21	73
29	22	39
29	23	76
29	24	43
29	25	16
29	26	67
29	27	55
29	28	zz
29	29	38
29	30	51
29	31	79
29	32	z6
29	33	37
29	34	11
29	35	30
29	36	66
29	37	J
29	38	9
29	39	V
29	40	zz
29	41	71
29	42	31
29	43	56
29	44	16
29	45	30
30	1	1
30	2	z5
30	3	70
30	4	75
30	5	O
30	6	20
30	7	73
30	8	68
30	9	95
30	10	N
30	11	98
30	12	11
30	13	z7
30	14	16
30	15	30
30	16	Y
30	17	44
30	18	99
30	19	70
30	20	W
30	21	16
30	22	44
30	23	z7
30	24	55
30	25	7z
30	26	61
30	27	30
30	28	S
30	29	86
30	30	36
30	31	7z
30	32	zz
30	33	73
30	34	3z
30	35	16
30	36	30
30	37	77
30	38	Y
30	39	83
30	40	z
30	41	55
31	1	44
31	2	60
31	3	z7
31	4	11
31	5	16
31	6	73
31	7	91
31	8	z5
31	9	11
31	10	O
31	11	16
31	12	zz
31	13	71
31	14	B
31	15	16
31	16	99
31	17	Und
31	18	9z
31	19	70
31	20	30
31	21	81
31	22	86
31	23	S
31	24	W
31	25	36
31	26	30
31	27	16
31	28	44
31	29	84
31	30	81
31	31	93
31	32	J
31	33	16
31	34	zz
31	35	37
32	1	37
32	2	16
32	3	30
32	4	zz
32	5	G
32	6	zz
32	7	60
32	8	z3
32	9	79
32	10	71
32	11	z5
32	12	4z
32	13	73
32	14	z5
32	15	77
32	16	16
32	17	H
32	18	Und
32	19	O
32	20	z4
32	21	188
32	22	51
32	23	190
32	24	S
32	25	O
32	26	4z
32	27	181
32	28	83
32	29	76
32	30	70
32	31	N
32	32	37
32	33	39
32	34	z5
32	35	61
32	36	zz
32	37	67
32	38	73
32	39	z5
32	40	B
32	41	z9
32	42	84
33	1	30
33	2	16
33	3	6z
33	4	z9
33	5	16
33	6	11
33	7	zz
33	8	60
33	9	16
33	10	zz
33	11	7z
33	12	30
33	13	73
33	14	44
33	15	55
33	16	71
33	17	6
33	18	79
33	19	30
33	20	4z
33	21	55
33	22	zz
33	23	39
33	24	M
33	25	89
33	26	N
33	27	63
33	28	66
33	29	L
33	30	18
33	31	#
33	32	#
33	33	C
33	34	9
33	35	83
33	36	11
33	37	71
33	38	5z
33	39	71
33	40	31
33	41	16
33	42	4z
34	1	z7
34	2	9z
34	3	zz
34	4	G
34	5	31
34	6	77
34	7	73
34	8	70
34	9	16
34	10	54
34	11	61
34	12	30
34	13	60
34	14	S
34	15	V
34	16	88
34	17	B
34	18	48
34	19	H
34	20	37
34	21	99
34	22	18
34	23	36
34	24	83
34	25	zz
34	26	60
34	27	36
34	28	90
34	29	75
34	30	77
34	31	75
34	32	78
34	33	16
34	34	N
34	35	60
34	36	F
34	37	61
34	38	7z
34	39	16
34	40	60
34	41	31
34	42	11
34	43	C
