line	pos	sign
35	1	39
35	2	10
35	3	10
35	4	88
35	5	10
35	6	39
35	7	z
35	8	38
35	9	51
35	10	16
35	11	44
35	12	S
35	13	D
35	14	37
35	15	11
35	16	30
35	17	60
35	18	16
35	19	30
35	20	58
35	21	z
35	22	29
35	23	16
35	24	30
35	25	z
35	26	36
35	27	44
35	28	z
35	29	15
35	30	88
35	31	z
35	32	60
35	33	16
35	34	30
35	35	23
35	36	7
35	37	z
35	38	60
35	39	16
35	40	30
35	41	73
35	42	26
35	43	61
35	44	z
36	1	O
36	2	61
36	3	7z
36	4	16
36	5	44
36	6	37
36	7	73
36	8	z
36	9	79
36	10	63
36	11	[PLAIN:bin dab allß so muß zu fordern was fleiß haben allein]
36	12	z
36	13	16
36	14	54
36	15	61
36	16	z
36	17	S
36	18	W
36	19	44
36	20	87
36	21	4z
36	22	88
36	23	31
36	24	43
37	1	z
37	2	16
37	3	30
37	4	71
37	5	73
37	6	99
37	7	38
37	8	57
37	9	16
37	10	30
37	11	ILLEGIBLE
37	12	ILLEGIBLE
37	13	11
37	14	3z
37	15	16
37	16	30
37	17	76
37	18	16
37	19	z
37	20	61
37	21	H
37	22	48
37	23	z
37	24	73
37	25	67
37	26	84
37	27	75
37	28	38
37	29	73
37	30	R
37	31	61
37	32	z4
37	33	z6
37	34	39
37	35	z
37	36	z6
37	37	16
37	38	z
37	39	98
37	40	61
37	41	z
37	42	71
37	43	D
37	44	16
37	45	H
37	46	ILLEGIBLE
38	1	80
38	2	39
38	3	30
38	4	53
38	5	50
38	6	91
38	7	G
38	8	3z
38	9	16
38	10	4z
38	11	11
38	12	R
38	13	z
38	14	16
38	15	8z
38	16	61
38	17	z
38	18	13
38	19	35
38	20	78
38	21	z6
38	22	79
38	23	31
38	24	ILLEGIBLE
38	25	11
38	26	L
38	27	3z
38	28	16
38	29	56
38	30	V
38	31	z8
38	32	H
38	33	61
38	34	74
38	35	79
38	36	30
38	37	F
38	38	58
38	39	76
38	40	79
38	41	z5
38	42	99
38	43	16
38	44	z9
38	45	z6
38	46	[PLAIN:aus]
38	47	55
38	48	10
38	49	4z
38	50	ILLEGIBLE
39	1	30
39	2	16
39	3	z
39	4	16
39	5	z6
39	6	3z
39	7	16
39	8	30
39	9	3z
39	10	16
39	11	z
39	12	[PLAIN:welfat das frinom fing forüben nach maening kagen wiedert alsint frim]
39	13	71
39	14	83
39	15	z6
39	16	65
39	17	16
39	18	74
39	19	7z
39	20	78
39	21	88
40	1	60
40	2	11
40	3	73
40	4	31
40	5	58
40	6	73
40	7	z
40	8	3z
40	9	16
40	10	56
40	11	38
40	12	73
40	13	44
40	14	38
40	15	78
40	16	71
40	17	74
40	18	73
40	19	37
40	20	39
40	21	W
40	22	1z6
40	23	Und
40	24	153
40	25	z7
40	26	36
40	27	74
40	28	16
40	29	z
40	30	77
40	31	73
40	32	R
40	33	61
40	34	97
40	35	41
40	36	7z
40	37	71
40	38	z
40	39	Und
40	40	37
40	41	36
40	42	16
40	43	76
40	44	70
40	45	99
41	1	41
41	2	13
41	3	11
41	4	6
41	5	40
41	6	71
41	7	50
41	8	16
41	9	99
41	10	z6
41	11	54
41	12	61
41	13	7z
41	14	16
41	15	z
41	16	37
41	17	16
41	18	30
41	19	27
41	20	16
41	21	z
41	22	7
41	23	45
41	24	ILLEGIBLE
41	25	36
41	26	16
41	27	ILLEGIBLE
41	28	4z
41	29	36
41	30	A
41	31	95
41	32	ILLEGIBLE
41	33	66
41	34	z1
41	35	z5
41	36	79
41	37	39
41	38	H
41	39	1
41	40	55
41	41	z
41	42	38
41	43	16
42	1	31
42	2	16
42	3	56
42	4	16
42	5	6
42	6	z
42	7	3
42	8	56
42	9	88
42	10	F
42	11	16
42	12	30
42	13	53
42	14	78
42	15	70
42	16	z6
42	17	5z
42	18	84
42	19	36
42	20	56
42	21	38
42	22	78
42	23	16
42	24	71
42	25	11
42	26	X
42	27	84
42	28	63
42	29	88
42	30	48
42	31	30
42	32	O
42	33	55
42	34	L
42	35	16
42	36	z9
42	37	A
42	38	X
42	39	X
42	40	ILLEGIBLE
42	41	4
42	42	78
42	43	79
42	44	7z
43	1	z5
43	2	73
43	3	z
43	4	z8
43	5	9z
43	6	7z6
43	7	ILLEGIBLE
43	8	61
43	9	z
43	10	81
43	11	39
43	12	W
43	13	Und
43	14	97
43	15	16
43	16	53
43	17	70
43	18	W
43	19	7
43	20	10
43	21	79
43	22	97
43	23	17
43	24	F
43	25	4z3
43	26	16
43	27	10
43	28	ILLEGIBLE
43	29	z
43	30	Und
43	31	z7
43	32	40
43	33	30
43	34	90
43	35	88
43	36	Y
43	37	z
43	38	61
43	39	76
43	40	30
43	41	71
43	42	38
43	43	51
44	1	11
44	2	z
44	3	61
44	4	30
44	5	99
44	6	G
44	7	z
44	8	16
44	9	44
44	10	98
44	11	73
44	12	H
44	13	79
44	14	83
44	15	4z
44	16	11
44	17	A
44	18	76
44	19	z5
44	20	36
44	21	z
44	22	4z3
44	23	16
44	24	44
44	25	98
44	26	11
44	27	[PLAIN:ILLEGIBLE]
44	28	#
44	29	z7
44	30	73
44	31	N
44	32	73
44	33	7z
44	34	63
44	35	55
44	36	H
44	37	61
44	38	74
