line	pos	sign
hstam_4_h_1411_0016_L33	1	[PLAIN:Wegs gryfstinbrs abex mgt pflingzos vallnzz eis effylnzz mnwvrmg]?
hstam_4_h_1411_0016_L33	2	58
hstam_4_h_1411_0016_L33	3	73
hstam_4_h_1411_0016_L33	4	83
hstam_4_h_1411_0016_L33	5	77
hstam_4_h_1411_0016_L33	6	V
hstam_4_h_1411_0016_L34	1	[PLAIN:männing ybory forcing römners das dünthes nightre werde effgl nigt abfaustg]?
hstam_4_h_1411_0016_L35	1	84?
hstam_4_h_1411_0016_L35	2	65?
hstam_4_h_1411_0016_L35	3	79
hstam_4_h_1411_0016_L35	4	25
hstam_4_h_1411_0016_L35	5	30
hstam_4_h_1411_0016_L35	6	20
hstam_4_h_1411_0016_L35	7	27
hstam_4_h_1411_0016_L35	8	61
hstam_4_h_1411_0016_L35	9	26
hstam_4_h_1411_0016_L35	10	39
hstam_4_h_1411_0016_L35	11	20
hstam_4_h_1411_0016_L35	12	20
hstam_4_h_1411_0016_L35	13	97
hstam_4_h_1411_0016_L35	14	24
hstam_4_h_1411_0016_L35	15	30
hstam_4_h_1411_0016_L35	16	97
hstam_4_h_1411_0016_L35	17	43
hstam_4_h_1411_0016_L35	18	84
hstam_4_h_1411_0016_L35	19	63
hstam_4_h_1411_0016_L35	20	60
hstam_4_h_1411_0016_L35	21	58
hstam_4_h_1411_0016_L35	22	35
hstam_4_h_1411_0016_L35	23	44
hstam_4_h_1411_0016_L35	24	85
hstam_4_h_1411_0016_L35	25	97
hstam_4_h_1411_0016_L35	26	95
hstam_4_h_1411_0016_L35	27	94
hstam_4_h_1411_0016_L35	28	94
hstam_4_h_1411_0016_L35	29	55
hstam_4_h_1411_0016_L35	30	N
hstam_4_h_1411_0016_L36	1	49
hstam_4_h_1411_0016_L36	2	63
hstam_4_h_1411_0016_L36	3	74
hstam_4_h_1411_0016_L36	4	39
hstam_4_h_1411_0016_L36	5	43
hstam_4_h_1411_0016_L36	6	94
hstam_4_h_1411_0016_L36	7	87
hstam_4_h_1411_0016_L36	8	65
hstam_4_h_1411_0016_L36	9	28
hstam_4_h_1411_0016_L36	10	93
hstam_4_h_1411_0016_L36	11	99
hstam_4_h_1411_0016_L36	12	94
hstam_4_h_1411_0016_L36	13	79
hstam_4_h_1411_0016_L36	14	Y
hstam_4_h_1411_0016_L36	15	z
hstam_4_h_1411_0016_L36	16	49
hstam_4_h_1411_0016_L36	17	83
hstam_4_h_1411_0016_L36	18	85
hstam_4_h_1411_0016_L36	19	69
hstam_4_h_1411_0016_L36	20	44
hstam_4_h_1411_0016_L36	21	43
hstam_4_h_1411_0016_L36	22	98
hstam_4_h_1411_0016_L36	23	97
hstam_4_h_1411_0016_L36	24	S
hstam_4_h_1411_0016_L36	25	P?
hstam_4_h_1411_0016_L36	26	z
hstam_4_h_1411_0016_L36	27	79
hstam_4_h_1411_0016_L36	28	97
hstam_4_h_1411_0016_L36	29	50
hstam_4_h_1411_0016_L36	30	4
hstam_4_h_1411_0016_L36	31	3
hstam_4_h_1411_0016_L37	1	26
hstam_4_h_1411_0016_L37	2	30
hstam_4_h_1411_0016_L37	3	71
hstam_4_h_1411_0016_L37	4	57
hstam_4_h_1411_0016_L37	5	70
hstam_4_h_1411_0016_L37	6	43
hstam_4_h_1411_0016_L37	7	84
hstam_4_h_1411_0016_L37	8	76
hstam_4_h_1411_0016_L37	9	28
hstam_4_h_1411_0016_L37	10	63
hstam_4_h_1411_0016_L37	11	67
hstam_4_h_1411_0016_L37	12	70
hstam_4_h_1411_0016_L37	13	W
hstam_4_h_1411_0016_L37	14	#
hstam_4_h_1411_0016_L37	15	26
hstam_4_h_1411_0016_L37	16	84
hstam_4_h_1411_0016_L37	17	44
hstam_4_h_1411_0016_L37	18	70
hstam_4_h_1411_0016_L37	19	85
hstam_4_h_1411_0016_L37	20	84
hstam_4_h_1411_0016_L37	21	28
hstam_4_h_1411_0016_L37	22	71
hstam_4_h_1411_0016_L37	23	7
hstam_4_h_1411_0016_L37	24	61
hstam_4_h_1411_0016_L37	25	63
hstam_4_h_1411_0016_L37	26	91
hstam_4_h_1411_0016_L37	27	30
hstam_4_h_1411_0016_L37	28	11
hstam_4_h_1411_0016_L37	29	16
hstam_4_h_1411_0016_L37	30	B
hstam_4_h_1411_0016_L38	1	58
hstam_4_h_1411_0016_L38	2	73
hstam_4_h_1411_0016_L38	3	z
hstam_4_h_1411_0016_L38	4	82
hstam_4_h_1411_0016_L38	5	66
hstam_4_h_1411_0016_L38	6	97
hstam_4_h_1411_0016_L38	7	24
hstam_4_h_1411_0016_L38	8	35
hstam_4_h_1411_0016_L38	9	65
hstam_4_h_1411_0016_L38	10	20
hstam_4_h_1411_0016_L38	11	30
hstam_4_h_1411_0016_L38	12	39
hstam_4_h_1411_0016_L38	13	z
hstam_4_h_1411_0016_L38	14	51
hstam_4_h_1411_0016_L38	15	71
hstam_4_h_1411_0016_L38	16	31
hstam_4_h_1411_0016_L38	17	23
hstam_4_h_1411_0016_L38	18	26
hstam_4_h_1411_0016_L38	19	18
hstam_4_h_1411_0016_L38	20	16
hstam_4_h_1411_0016_L38	21	54
hstam_4_h_1411_0016_L38	22	42
hstam_4_h_1411_0016_L38	23	84
hstam_4_h_1411_0016_L38	24	X
hstam_4_h_1411_0016_L38	25	95
hstam_4_h_1411_0016_L38	26	38
hstam_4_h_1411_0016_L38	27	51
hstam_4_h_1411_0016_L38	28	72
hstam_4_h_1411_0016_L38	29	z
