line	pos	sign
5	1	66
5	2	d
5	3	24
5	4	88
5	5	zz
5	6	90
5	7	37
5	8	70
5	9	30
5	10	98
5	11	35
5	12	zi
5	13	99
5	14	74
5	15	93
5	16	7b
5	17	55
5	18	15
5	19	60
5	20	4z
5	21	ii
5	22	pl
5	23	#
5	24	z
5	25	b
5	26	30
5	27	ILLEGIBLE
5	28	zi
5	29	58
5	30	35
5	31	83
5	32	4z
5	33	z6
5	34	ib
5	35	z6
5	36	18
5	37	73
5	38	78
5	39	4i
5	40	79
5	41	56
6	1	60
6	2	98
6	3	v
6	4	hf
6	5	zz7
6	6	7i
6	7	z5
6	8	79
6	9	30
6	10	38
6	11	5i
6	12	84
6	13	z5
6	14	7i
6	15	73
6	16	30
6	17	48
6	18	60
6	19	15
6	20	36
6	21	n
6	22	60
6	23	70
6	24	73
6	25	84
6	26	44
6	27	z3
6	28	46
6	29	84
6	30	zz
6	31	37
6	32	70
6	33	ILLEGIBLE
6	34	u
6	35	63
6	36	z40
6	37	4
6	38	99
6	39	55
6	40	zz
7	1	63
7	2	67
7	3	88
7	4	30
7	5	N
7	6	z35
7	7	z8
7	8	3i
7	9	10
7	10	48
7	11	F
7	12	36
7	13	56
7	14	z6
7	15	16
7	16	3i
7	17	73
7	18	30
7	19	z6
7	20	56
7	21	ii
7	22	4i
7	23	4
7	24	73
7	25	A
7	26	v6
7	27	777z
7	28	7i
7	29	99
7	30	B
7	31	48
7	32	55
7	33	14
7	34	i5
7	35	70
7	36	zz
7	37	43
7	38	78
7	39	z
7	40	87
7	41	87
8	1	193
8	2	ziz
8	3	O
8	4	88
8	5	38
8	6	51
8	7	ILLEGIBLE
8	8	197
8	9	7z
8	10	z6
8	11	L
8	12	76
8	13	30
8	14	ii
8	15	zz
8	16	i5
8	17	31
8	18	i5
8	19	73
8	20	K
8	21	77
8	22	i6
8	23	25
8	24	8i
8	25	G
8	26	60
8	27	55
8	28	i0
8	29	i6
8	30	97
8	31	i37
8	32	i6
8	33	99
8	34	N
8	35	61
8	36	130
8	37	ziz
8	38	z
8	39	p
8	40	z78
8	41	36
8	42	N
8	43	79
8	44	10
8	45	i6
8	46	30
9	1	65
9	2	7i
9	3	7z
9	4	30
9	5	89
9	6	44
9	7	3z
9	8	ii
9	9	84
9	10	b
9	11	z73
9	12	193
9	13	e
9	14	n
9	15	z73
9	16	z00
9	17	p
9	18	i
9	19	z73
9	20	94
9	21	25
9	22	70
9	23	54
9	24	53
9	25	zz77
9	26	99
9	27	ii
9	28	37
9	29	79
9	30	83
9	31	7z
9	32	55
9	33	A
9	34	5
9	35	d
9	36	3i
9	37	79
9	38	X
9	39	i
9	40	5i
9	41	24
9	42	148
10	1	99
10	2	73
10	3	ct
10	4	36
10	5	ii
10	6	zz
10	7	54
10	8	i6
10	9	zz
10	10	79
10	11	60
10	12	37
10	13	76
10	14	ct
10	15	4y
10	16	4bi
10	17	zz379
10	18	30
10	19	60
10	20	O
10	21	55
10	22	30
10	23	38
10	24	5i
10	25	b7
10	26	55
10	27	90
10	28	7i
10	29	5i
10	30	73
10	31	R
10	32	6i
10	33	44
10	34	36
10	35	5z
10	36	75
10	37	407i
10	38	77
10	39	55
10	40	E
10	41	i6
10	42	44
10	43	23
10	44	ii
10	45	i
10	46	z
10	47	93
10	48	2124
10	49	N
11	1	iew
11	2	40
11	3	88
11	4	9d
11	5	i6
11	6	15
11	7	60
11	8	37
11	9	36
11	10	99
11	11	77
11	12	73
11	13	68
11	14	O
11	15	47
11	16	76
11	17	84
11	18	55
11	19	15
11	20	55
11	21	44
11	22	60
11	23	40
11	24	58
11	25	z9
11	26	6i
11	27	7z
11	28	i6
11	29	85
11	30	3i
11	31	ii
11	32	L
11	33	04
11	34	58
11	35	3i
11	36	i5
11	37	8i
11	38	N
11	39	40
11	40	88
11	41	37
11	42	55
11	43	W
11	44	48
11	45	30
11	46	55
11	47	i0
11	48	6i
11	49	30
12	1	78
12	2	39
12	3	3i
12	4	z9
12	5	37
12	6	Y
12	7	99
12	8	ii
12	9	73
12	10	2d3
12	11	9z239
12	12	zz
12	13	i3
12	14	73
12	15	i78
12	16	9
12	17	44
12	18	ii
12	19	4z
12	20	83
12	21	ii
12	22	ft
12	23	40
12	24	88
12	25	37
12	26	i6
12	27	36
12	28	38
12	29	5i
