line	pos	sign
hstam_4_h_1411_0023_L44	1	74
hstam_4_h_1411_0023_L44	2	Y
hstam_4_h_1411_0023_L44	3	zz
hstam_4_h_1411_0023_L44	4	9z
hstam_4_h_1411_0023_L44	5	73
hstam_4_h_1411_0023_L44	6	83
hstam_4_h_1411_0023_L44	7	z6
hstam_4_h_1411_0023_L44	8	16
hstam_4_h_1411_0023_L44	9	77
hstam_4_h_1411_0023_L44	10	35
hstam_4_h_1411_0023_L44	11	5z
hstam_4_h_1411_0023_L44	12	11
hstam_4_h_1411_0023_L44	13	7z
hstam_4_h_1411_0023_L44	14	79
hstam_4_h_1411_0023_L44	15	94
hstam_4_h_1411_0023_L44	16	56
hstam_4_h_1411_0023_L44	17	70
hstam_4_h_1411_0023_L44	18	83
hstam_4_h_1411_0023_L44	19	3z
hstam_4_h_1411_0023_L44	20	16
hstam_4_h_1411_0023_L44	21	84
hstam_4_h_1411_0023_L44	22	X
hstam_4_h_1411_0023_L44	23	71
hstam_4_h_1411_0023_L44	24	15
hstam_4_h_1411_0023_L44	25	z7
hstam_4_h_1411_0023_L44	26	78
hstam_4_h_1411_0023_L44	27	30
hstam_4_h_1411_0023_L44	28	74
hstam_4_h_1411_0023_L44	29	77
hstam_4_h_1411_0023_L44	30	35
hstam_4_h_1411_0023_L44	31	97
hstam_4_h_1411_0023_L44	32	z9
hstam_4_h_1411_0023_L44	33	49
hstam_4_h_1411_0023_L44	34	39
hstam_4_h_1411_0023_L44	35	15
hstam_4_h_1411_0023_L44	36	C
hstam_4_h_1411_0023_L45	1	4z
hstam_4_h_1411_0023_L45	2	70
hstam_4_h_1411_0023_L45	3	zz
hstam_4_h_1411_0023_L45	4	S
hstam_4_h_1411_0023_L45	5	z3
hstam_4_h_1411_0023_L45	6	3z
hstam_4_h_1411_0023_L45	7	66
hstam_4_h_1411_0023_L45	8	70
hstam_4_h_1411_0023_L45	9	54
hstam_4_h_1411_0023_L45	10	84
hstam_4_h_1411_0023_L45	11	99
hstam_4_h_1411_0023_L45	12	z7
hstam_4_h_1411_0023_L45	13	16
hstam_4_h_1411_0023_L45	14	30
hstam_4_h_1411_0023_L45	15	9z
hstam_4_h_1411_0023_L45	16	G
hstam_4_h_1411_0023_L45	17	31
hstam_4_h_1411_0023_L45	18	z9
hstam_4_h_1411_0023_L45	19	16
hstam_4_h_1411_0023_L45	20	37
hstam_4_h_1411_0023_L45	21	11
hstam_4_h_1411_0023_L45	22	P
hstam_4_h_1411_0023_L45	23	84
hstam_4_h_1411_0023_L45	24	zz
hstam_4_h_1411_0023_L45	25	79
hstam_4_h_1411_0023_L45	26	O
hstam_4_h_1411_0023_L45	27	39
hstam_4_h_1411_0023_L45	28	94
hstam_4_h_1411_0023_L45	29	5z
hstam_4_h_1411_0023_L45	30	58
hstam_4_h_1411_0023_L45	31	58
hstam_4_h_1411_0023_L45	32	70
hstam_4_h_1411_0023_L45	33	N
hstam_4_h_1411_0023_L45	34	84
hstam_4_h_1411_0023_L45	35	44
hstam_4_h_1411_0023_L45	36	z
hstam_4_h_1411_0023_L45	37	55
hstam_4_h_1411_0023_L46	1	W
hstam_4_h_1411_0023_L46	2	15
hstam_4_h_1411_0023_L46	3	Und
hstam_4_h_1411_0023_L46	4	folgts
