line	position	sign	confidence	alt	why
04614_p2_L08_a	11	131	M	B:132	differ
04614_p2_L08_a	12	82	H		agree
04614_p2_L08_a	13	2	H		agree
04614_p2_L08_a	14	73	H		agree
04614_p2_L08_a	15	83	H		agree
04614_p2_L08_a	16	115	M		agree-flagged
04614_p2_L08_a	17	111	H		agree
04614_p2_L08_a	18	61	H		agree
04614_p2_L08_a	19	w:nous	M		agree-flagged
04614_p2_L08_a	20	w:promes	M	B:w:sommes	differ
04614_p2_L08_b	1	66	H		agree
04614_p2_L08_b	2	102	H		agree
04614_p2_L08_b	3	82	H		agree
04614_p2_L08_b	4	3	H		agree
04614_p2_L08_b	5	21	H		agree
04614_p2_L08_b	6	81	H		agree
04614_p2_L08_b	7	26	H		agree
04614_p2_L08_b	8	9	H		agree
04614_p2_L08_b	9	111	H		agree
04614_p2_L08_b	10	36	H		agree
04614_p2_L08_b	11	27	H		agree
04614_p2_L08_b	12	30	H		agree
04614_p2_L08_b	13	70	M	B:90	differ
04614_p2_L08_b	14	102	H		agree
04614_p2_L08_b	15	39	H		agree
04614_p2_L08_b	16	61	H		agree
04614_p2_L08_b	17	2	H		agree
04614_p2_L08_b	18	31	H		agree
04614_p2_L08_b	19	40	H		agree
04614_p2_L08_b	20	6	H		agree
04614_p2_L08_b	21	26	H		agree
04614_p2_L08_b	22	31	H		agree
04614_p2_L08_b	23	21	H		agree
04614_p2_L08_b	24	82	H		agree
04614_p2_L08_b	25	61	H		agree
04614_p2_L08_c	1	76	H		agree
04614_p2_L08_c	2	37	H		agree
04614_p2_L08_c	3	105	H		agree
04614_p2_L08_c	4	28	H		agree
04614_p2_L08_c	5	77	H		agree
04614_p2_L08_c	6	82	H		agree
04614_p2_L08_c	7	13	H		agree
04614_p2_L08_c	8	65	H		agree
04614_p2_L08_c	9	26	H		agree
04614_p2_L08_c	10	30	H		agree
04614_p2_L08_c	11	82	H		agree
04614_p2_L08_c	12	23	H		agree
04614_p2_L08_c	13	31	H		agree
04614_p2_L08_c	14	10	H		agree
04614_p2_L08_c	15	40	H		agree
04614_p2_L08_c	16	33	H		agree
04614_p2_L08_c	17	80	H		agree
04614_p2_L08_c	18	21	H		agree
04614_p2_L08_c	19	9	H		agree
04614_p2_L08_c	20	104	H		agree
04614_p2_L08_c	21	72	H		agree
04614_p2_L08_c	22	39	H		agree
04614_p2_L08_d	1	39	H		agree
04614_p2_L08_d	2	85	H		agree
04614_p2_L08_d	3	25	H		agree
04614_p2_L08_d	4	28	H		agree
04614_p2_L08_d	5	217	M		agree-flagged
04614_p2_L08_d	6	w:comme	H		agree
04614_p2_L08_d	7	w:nous	H		agree
04614_p2_L08_d	8	w:avons	M	B:w:avion	differ
04614_p2_L08_d	9	w:bien	H		agree
04614_p2_L08_d	10	w:de	H		agree
04614_p2_L08_d	11	w:moyen	H		agree
04614_p2_L08_d	12	122	H		agree
04614_p2_L08_d	13	61	H		agree
04614_p2_L08_d	14	72	H		agree
04614_p2_L08_d	15	83	H		agree
04614_p2_L08_d	16	26	H		agree
04614_p2_L08_d	17	31	H		agree
04614_p2_L09_a	1	96	H		agree
04614_p2_L09_a	2	82	H		agree
04614_p2_L09_a	3	36	H		agree
04614_p2_L09_a	4	21	H		agree
04614_p2_L09_a	5	131	H		agree
04614_p2_L09_a	6	27	H		agree
04614_p2_L09_a	7	102	H		agree
04614_p2_L09_a	8	111	H		agree
04614_p2_L09_a	9	83	H		agree
04614_p2_L09_a	10	90	H		agree
04614_p2_L09_a	11	21	H		agree
04614_p2_L09_a	12	61	H		agree
04614_p2_L09_a	13	2	H		agree
04614_p2_L09_a	14	72	H		agree
04614_p2_L09_a	15	9	H		agree
04614_p2_L09_a	16	103	H		agree
04614_p2_L09_a	17	28	H		agree
04614_p2_L09_a	18	122	H		agree
04614_p2_L09_a	19	82	H		agree
04614_p2_L09_a	20	29	H		agree
04614_p2_L09_a	21	31	M	B:32	differ
04614_p2_L09_a	22	9	M		agree-flagged
04614_p2_L09_a	23	102	H		agree
04614_p2_L09_b	1	105	H		agree
04614_p2_L09_b	2	82	H		agree
04614_p2_L09_b	3	2	H		agree
04614_p2_L09_b	4	33	H		agree
04614_p2_L09_b	5	62	H		agree
04614_p2_L09_b	6	40	M	B:90	differ
04614_p2_L09_b	7	12	H		agree
04614_p2_L09_b	8	21	H		agree
04614_p2_L09_b	9	87	H		agree
04614_p2_L09_b	10	26	H		agree
04614_p2_L09_b	11	77	H		agree
04614_p2_L09_b	12	81	H		agree
04614_p2_L09_b	13	5	H		agree
04614_p2_L09_b	14	9	H		agree
04614_p2_L09_b	15	36	H		agree
04614_p2_L09_b	16	27	H		agree
04614_p2_L09_b	17	61	H		agree
04614_p2_L09_b	18	71	H		agree
04614_p2_L09_b	19	75	H		agree
04614_p2_L09_b	20	62	H		agree
04614_p2_L09_b	21	37	H		agree
04614_p2_L09_b	22	26	H		agree
04614_p2_L09_b	23	83	H		agree
04614_p2_L09_c	1	19	H		agree
04614_p2_L09_c	2	38	H		agree
04614_p2_L09_c	3	82	H		agree
04614_p2_L09_c	4	112	H		agree
04614_p2_L09_c	5	65	H		agree
04614_p2_L09_c	6	116	H		agree
04614_p2_L09_c	7	84	H		agree
04614_p2_L09_c	8	36	H		agree
04614_p2_L09_c	9	27	H		agree
04614_p2_L09_c	10	82	H		agree
04614_p2_L09_c	11	30	H		agree
04614_p2_L09_c	12	81	H		agree
04614_p2_L09_c	13	9	H		agree
04614_p2_L09_c	14	40	M	B:90	differ
04614_p2_L09_c	15	62	H		agree
04614_p2_L09_c	16	31	H		agree
04614_p2_L09_c	17	91	M		agree-flagged
04614_p2_L09_c	18	81	H		agree
04614_p2_L09_c	19	61	H		agree
04614_p2_L09_c	20	67	H		agree
04614_p2_L09_c	21	111	H		agree
04614_p2_L09_c	22	82	H		agree
04614_p2_L09_d	1	w:mois	M	B:w:mais	differ
04614_p2_L09_d	2	w:comme	M		agree-flagged
04614_p2_L09_d	3	112	H		agree
04614_p2_L09_d	4	82	H		agree
04614_p2_L09_d	5	31	H		agree
04614_p2_L09_d	6	83	H		agree
04614_p2_L09_d	7	116	H		agree
04614_p2_L09_d	8	12	H		agree
04614_p2_L09_d	9	26	H		agree
04614_p2_L09_d	10	81	H		agree
04614_p2_L09_d	11	28	H		agree
04614_p2_L09_d	12	32	H		agree
04614_p2_L09_d	13	40	H		agree
04614_p2_L09_d	14	61	H		agree
04614_p2_L09_d	15	22	H		agree
04614_p2_L09_d	16	102	H		agree
04614_p2_L09_d	17	65	H		agree
04614_p2_L09_d	18	66	H		agree
04614_p2_L09_d	19	111	H		agree
04614_p2_L09_d	20	82	H		agree
04614_p2_L10_a	1	81	H		agree
04614_p2_L10_a	2	31	H		agree
04614_p2_L10_a	3	12	H		agree
04614_p2_L10_a	4	111	H		agree
04614_p2_L10_a	5	37	H		agree
04614_p2_L10_a	6	28	H		agree
04614_p2_L10_a	7	85	H		agree
04614_p2_L10_a	8	10	H		agree
04614_p2_L10_a	9	72	H		agree
04614_p2_L10_a	10	84	H		agree
04614_p2_L10_a	11	27	H		agree
04614_p2_L10_a	12	31	H		agree
04614_p2_L10_a	13	30	H		agree
04614_p2_L10_a	14	61	H		agree
04614_p2_L10_a	15	102	H		agree
04614_p2_L10_a	16	29	H		agree
04614_p2_L10_a	17	9	H		agree
04614_p2_L10_a	18	2	H		agree
04614_p2_L10_a	19	16	H		agree
04614_p2_L10_a	20	40	H		agree
04614_p2_L10_a	21	81	H		agree
04614_p2_L10_a	22	123	M		agree-flagged
04614_p2_L10_b	1	82	H		agree
04614_p2_L10_b	2	3	H		agree
04614_p2_L10_b	3	40	H		agree
04614_p2_L10_b	4	4	H		agree
04614_p2_L10_b	5	62	H		agree
04614_p2_L10_b	6	38	H		agree
04614_p2_L10_b	7	114	H		agree
04614_p2_L10_b	8	33	H		agree
04614_p2_L10_b	9	27	H		agree
04614_p2_L10_b	10	81	H		agree
04614_p2_L10_b	11	121	H		agree
04614_p2_L10_b	12	131	H		agree
04614_p2_L10_b	13	86	H		agree
04614_p2_L10_b	14	62	H		agree
04614_p2_L10_b	15	37	H		agree
04614_p2_L10_b	16	111	H		agree
04614_p2_L10_b	17	77	H		agree
04614_p2_L10_b	18	22	H		agree
04614_p2_L10_b	19	62	H		agree
04614_p2_L10_b	20	32	H		agree
04614_p2_L10_b	21	61	H		agree
04614_p2_L10_c	1	40	H		agree
04614_p2_L10_c	2	104	H		agree
04614_p2_L10_c	3	26	H		agree
04614_p2_L10_c	4	81	H		agree
04614_p2_L10_c	5	25	H		agree
04614_p2_L10_c	6	17	M		agree-flagged
04614_p2_L10_c	7	39	H		agree
04614_p2_L10_c	8	82	H		agree
04614_p2_L10_c	9	30	H		agree
04614_p2_L10_c	10	71	H		agree
04614_p2_L10_c	11	96	H		agree
04614_p2_L10_c	12	81	H		agree
04614_p2_L10_c	13	117	H		agree
04614_p2_L10_c	14	104	H		agree
04614_p2_L10_c	15	2	H		agree
04614_p2_L10_c	16	1	H		agree
04614_p2_L10_c	17	9	H		agree
04614_p2_L10_c	18	36	H		agree
04614_p2_L10_c	19	27	H		agree
04614_p2_L10_c	20	131	H		agree
04614_p2_L10_c	21	127	M		agree-flagged
04614_p2_L11_a	1	101	H		agree
04614_p2_L11_a	2	10	H		agree
04614_p2_L11_a	3	2	H		agree
04614_p2_L11_a	4	77	H		agree
04614_p2_L11_a	5	21	H		agree
04614_p2_L11_a	6	18	M	B:86	differ
04614_p2_L11_a	7	26	H		agree
04614_p2_L11_a	8	101	M	B:102	differ
04614_p2_L11_a	9	112	H		agree
04614_p2_L11_a	10	61	H		agree
04614_p2_L11_a	11	117	H		agree
04614_p2_L11_a	12	81	M	B:-	gap
04614_p2_L11_a	13	86	H		agree
04614_p2_L11_a	14	36	M	A:-	gap
04614_p2_L11_a	15	27	M		agree-flagged
04614_p2_L11_a	16	82	H		agree
04614_p2_L11_a	17	2	H		agree
04614_p2_L11_a	18	9	H		agree
04614_p2_L11_a	19	40	H		agree
04614_p2_L11_a	20	26	H		agree
04614_p2_L11_a	21	39	H		agree
04614_p2_L11_a	22	6	H		agree
04614_p2_L11_a	23	36	H		agree
04614_p2_L11_a	24	111	H		agree
04614_p2_L11_a	25	37	H		agree
04614_p2_L11_b	1	101	H		agree
04614_p2_L11_b	2	31	H		agree
04614_p2_L11_b	3	12	H		agree
04614_p2_L11_b	4	61	H		agree
04614_p2_L11_b	5	26	H		agree
04614_p2_L11_b	6	13	H		agree
04614_p2_L11_b	7	65	H		agree
04614_p2_L11_b	8	21	H		agree
04614_p2_L11_b	9	118	H		agree
04614_p2_L11_b	10	81	H		agree
04614_p2_L11_b	11	27	H		agree
04614_p2_L11_b	12	31	M	B:38	differ
04614_p2_L11_b	13	22	H		agree
04614_p2_L11_b	14	84	H		agree
04614_p2_L11_b	15	77	H		agree
04614_p2_L11_b	16	85	H		agree
04614_p2_L11_b	17	14	H		agree
04614_p2_L11_b	18	64	H		agree
04614_p2_L11_b	19	26	H		agree
04614_p2_L11_b	20	29	H		agree
04614_p2_L11_b	21	82	H		agree
04614_p2_L11_b	22	23	H		agree
04614_p2_L10_d	1	76	M	A:-	gap
04614_p2_L10_d	2	82	M	A:-	gap
04614_p2_L10_d	3	66	M	A:-	gap
04614_p2_L10_d	4	40	M	A:-	gap
04614_p2_L10_d	5	101	M	A:-	gap
04614_p2_L10_d	6	21	M	A:-	gap
04614_p2_L10_d	7	102	M	A:-	gap
04614_p2_L10_d	8	9	M	A:-	gap
04614_p2_L10_d	9	2	M	A:-	gap
04614_p2_L10_d	10	26	M	A:-	gap
04614_p2_L10_d	11	31	M	A:-	gap
04614_p2_L10_d	12	81	M	A:-	gap
04614_p2_L10_d	13	2	M	A:-	gap
04614_p2_L10_d	14	105	M	A:-	gap
04614_p2_L10_d	15	22	M	A:-	gap
04614_p2_L10_d	16	12	M	A:-	gap
04614_p2_L10_d	17	20	M	A:-	gap
04614_p2_L10_d	18	40	M	A:-	gap
04614_p2_L10_d	19	25	M	A:-	gap
